Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
425,"CUF POL Depot at Sadashibpur [Meramundali], Odisha
(MinistryofPetroleumNaturalGas)
(709800)",Odisha,"04/2021
(04/2021)","03/2026
(03/2026)","393.54
(393.54)",123.06,52
426,"Life Extension of 48 well platforms of Mumbai High & Heera Fields
(Oil and Natural Gas Corporation Limited [ONGC])
(400119)",Offshore,"12/2015
(12/2015)","04/2018
(03/2026)","3190.69
(3375.9)",3122.39,90
427,"PRP-VIII [Group-A]
(Ministry of Petroleum & Natural Gas)
(616950)",Offshore,"09/2024
(09/2024)","02/2026
(05/2026)","1486.4
(1486.4)",272.3,24
428,"Daman Upside Development Project
(Oil and Natural Gas Corporation Limited [ONGC])
(709839)",Offshore,"06/2022
(06/2022)","10/2025
(02/2026)","4144.41
(6406.9)",4694.85,90
429,"MHN TCPP PGC BGC Project [MTPBP]
(Ministry of Petroleum & Natural Gas)
(709848)",Offshore,"06/2022
(06/2022)","05/2026
(05/2026)","2329.45
(2354.23)",1148.9,61
430,"PRP-VIII Group B [NH & BS Asset]
(Ministry of Petroleum & Natural Gas)
(709849)",Offshore,"06/2024
(06/2024)","02/2026
(05/2026)","2379.84
(3165.53)",1806.9,70
431,"Integrated Development of 4 Contract Areas under DSF-II
(Ministry of Petroleum & Natural Gas)
(709851)",Offshore,"05/2023
(05/2023)","04/2027
(04/2027)","6183.79
(6183.79)",697.67,24
432,"2G Ethanol Biorefinery at Bathinda
(Hindustan Petroleum Corporation Limited [HPCL])
(400171)",Punjab,"05/2020
(05/2020)","02/2023
(03/2026)","1421.46
(1421.46)",1207.72,95
433,"City Gas Distribution Project at Pathankot District
(MinistryofPetroleumNaturalGas)
(709770)",Punjab,"03/2022
(03/2022)","09/2033
(09/2033)","151
(151)",8.77,2
434,"CBR 9 MMTPA Project
(Chennai Petroleum Corporation Limited [CPCL])
(604795)",Tamil Nadu,"09/2021
(09/2021)","06/2025
(10/2028)","31580
(36354)",1397.8,10
435,"Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline
between CPCL Manali Refinery and CPCL Desalination plant at Ennore
(Chennai Petroleum Corporation Limited [CPCL])
(709750)",Tamil Nadu,"01/2024
(01/2024)","09/2025
(12/2025)","205
(205)",66.22,52
436,"City Gas Distribution Projects at the Nilgiris and Erode districts
(Bharat Petroleum Corporation Limited [BPCL])
(709796)",Tamil Nadu,"12/2022
(12/2022)","03/2030
(03/2030)","3685
(3685)",250.98,21
437,"ATF Pipeline from BPCLs Malkapur POL Installation to Hyderabad International
airport
(MinistryofPetroleumNaturalGas)
(617822)",Telangana,"NA
(03/2025)","09/2027
(-)","215
(215)",0,10
438,"Creation of Gas Dehydration Facilities, Tripura Asset
(Oil and Natural Gas Corporation Limited [ONGC])
(709837)",Tripura,"03/2022
(03/2022)","05/2024
(05/2026)","209.33
(131.51)",70.94,66
439,"PP Project, Pata
(Gas Authority of India Limited [GAIL])
(400161)",Uttar Pradesh,"03/2019
(03/2019)","01/2024
(12/2025)","910.56
(1299.02)",1051,99
440,"Revamping / Augmentation of Facilities at Mathura Bitumen Plant
(MinistryofPetroleumNaturalGas)
(709781)",Uttar Pradesh,"04/2022
(04/2022)","06/2027
(12/2026)","260.12
(260.12)",10.38,33
441,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich,
Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts
(Bharat Petroleum Corporation Limited [BPCL])
(709795)",Uttar Pradesh,"12/2022
(12/2022)","06/2030
(06/2030)","16654
(16654)",630.34,12
442,"Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project]
(Ministry of Petroleum & Natural Gas)
(617302)",West Bengal,"03/2017
(03/2017)","12/2020
(12/2025)","1740
(2493.15)",2304.3,91
443,"Siliguri-Jhapa Pipeline Project
(Indian Oil Corporation Limited (IOCL))
(617828)",West Bengal,"09/2024
(09/2024)","03/2029
(03/2029)","267
(267)",1.37,7
444,"Siliguri Marketing Terminal [SMT] Capacity Augmentation Project
(Ministry of Petroleum & Natural Gas)
(617837)",West Bengal,"11/2021
(11/2021)","12/2025
(12/2025)","484
(484)",282.21,79
445,"Haldia Panagarh Pipeline Project
(Hindustan Petroleum Corporation Limited)
(709753)",West Bengal,"11/2022
(11/2022)","11/2025
(05/2026)","1010
(1010)",699.07,87
446,"CGD Project in Malda, Birbhum, Murshidabad, Dakshin Dinajpur GA ID 11A.03
(Hindustan Petroleum Corporation Limited)
(709758)",West Bengal,"06/2022
(06/2022)","06/2030
(06/2030)","2628
(2628)",348.91,30
447,"City Gas Distribution Project at East Mednipore, West Mednipore & Jhargram Districts
(MinistryofPetroleumNaturalGas)
(709772)",West Bengal,"03/2022
(03/2022)","06/2031
(06/2031)","609
(609)",58.09,2
448,"City Gas Distribution Projects at Alipurduar and Cooch Behar
(Bharat Petroleum Corporation Limited [BPCL])
(709791)",West Bengal,"12/2022
(12/2022)","03/2030
(03/2030)","1017
(1017)",199.62,40
,Total (95),,,,355051.01,188847.4,
,Ministry of Health & Family Welfare,,,,,,
,Healthcare,,,,,,
449,"Setting up IT Infrastructure including Network Security and Hosting at AIIMS, New
Delhi
(PMSSY AND Institute of NATIONAL Importance)
(617882)",Delhi,"09/2025
(09/2025)","09/2026
(-)","358.19
(358.19)",0,0
450,"Redevelopment of Residential colonies at Ayur Vigyan Nagar and West Ansari Nagar
campuses of AIIMS, New Delhi
(PMSSY AND Institute of NATIONAL Importance)
(617883)",Delhi,"10/2016
(06/2022)","06/2027
(-)","4441
(4441)",24.68,61
451,"AIIMS Majra Rewari Haryana
(PMSSY AND Institute of NATIONAL Importance)
(701173)",Haryana,"02/2019
(02/2019)","12/2026
(12/2026)","1299
(1646.43)",349.41,45
452,"AIIMS Kashmir at Awantipora Jammu & Kashmir
(PMSSY AND Institute of NATIONAL Importance)
(701167)","Jammu and
Kashmir","01/2019
(03/2019)","12/2025
(06/2026)","1828
(2160.84)",1354.55,2
