Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
55,"JHARKHAND-LAIYO OCP
(Ministry of Coal)
(400352)",Jharkhand,"08/2020
(08/2020)","03/2031
(-)","764.57
(764.57)",145.81,29
56,"MOONIDIH XV SEAM UG
(Ministry of Coal)
(400425)",Jharkhand,"08/2011
(08/2011)","03/2019
(05/2026)","1230.27
(1230.27)",635.78,82
57,"2.5 MTPA PATHERDIH NLW WASHERY
(Ministry of Coal)
(611017)",Jharkhand,"10/2015
(04/2016)","04/2018
(03/2026)","334.27
(334.27)",151.09,49
58,"AMALAGAMATED NTST KUJAMA OCP 8.5MTY
(Ministry of Coal)
(611864)",Jharkhand,"01/2023
(01/2023)","03/2030
(-)","4011.85
(4011.85)",414.41,28
59,"MURAIDIH UG PROJECT
(Ministry of Coal)
(613808)",Jharkhand,"02/2011
(02/2011)","04/2014
(12/2026)","339.87
(339.87)",191,70
60,"TAPIN SOUTH EXPN
(Ministry of Coal)
(615349)",Jharkhand,"11/2020
(11/2020)","03/2028
(-)","230.41
(230.41)",22.02,21
61,"SIRKA OC
(Ministry of Coal)
(615822)",Jharkhand,"05/2020
(05/2020)","03/2028
(-)","222.82
(222.82)",140.58,53
62,"TETARIAKHAR OC
(Ministry of Coal)
(615843)",Jharkhand,"11/2019
(11/2019)","03/2025
(03/2027)","243.52
(243.52)",49.54,29
63,"CHUPERBHITA SIMLONG OCP MDO 6
(Eastern Coal Fields Limited [ECL])
(616225)",Jharkhand,"12/2023
(12/2023)","03/2037
(-)","979.08
(979.08)",0,0
64,"JARANGDIH EXPN. OCP 1.5 MTY
(CCL - CIL)
(616236)",Jharkhand,"02/2020
(02/2020)","03/2029
(-)","414.37
(414.37)",85.6,33
65,"BLOCK E OCP
(Ministry of Coal)
(616253)",Jharkhand,"03/2024
(03/2024)","03/2029
(-)","5850.83
(5850.83)",20.32,3
66,"Revised Jharia Master Plan for Dealing with Fire, Subsidence & Rehabilitation of
affected families in Jharia Coalfield- Reg.
(Bharat Coking Coal Limited (BCCL))
(617416)",Jharkhand,"06/2025
(07/2025)","12/2028
(-)","5940.47
(5940.47)",26.31,19
67,"AMADAND OCP[4.0MTY]
(Ministry of Coal)
(400148)",Madhya Pradesh,"03/2016
(03/2016)","03/2021
(03/2027)","869.44
(869.44)",278.78,75
68,"RAMPUR BATURA OCP [4.0MTY]
(South Eastern Coalfields Limited [SECL])
(400152)",Madhya Pradesh,"07/2019
(07/2019)","03/2026
(-)","1248.93
(1248.93)",498.6,44
69,"BLOCK B EXPANSION [3.5 TO 8.0
(Northern Coalfields Limited [NCL])
(400162)",Madhya Pradesh,"07/2019
(07/2019)","03/2023
(03/2027)","998.71
(998.71)",488.66,48
70,"NIGAHI EXPANSION [15 TO 25 MTP
(Northern Coalfields Limited [NCL])
(400321)",Madhya Pradesh,"11/2020
(11/2020)","03/2025
(03/2028)","1729.68
(1729.68)",859.8,48
