Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
198,"Implementation of Transmission Systems in the State of Jharkhand consisting of
400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy
Project
(Power Grid Corporation of India Limited [POWERGRID])
(617326)",Jharkhand,"02/2012
(02/2012)","03/2026
(08/2026)","1842.25
(1842.25)",1648.05,95
199,"Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal
II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG
TRANSMISSION LIMITED]
(Power Grid Corporation of India Limited [POWERGRID])
(612140)",Karnataka,"12/2023
(12/2023)","12/2025
(06/2026)","2889.39
(2889.39)",1841.69,68
200,"System Strengthening at Koppal-II and GadagII for integration of RE generation
projects [SPV Name POWERGRID Koppal Gadag Augmentation Transmission
Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(616672)",Karnataka,"01/2025
(01/2025)","06/2027
(-)","1354
(1354)",49.15,6
201,"Augmentation of Transformation Capacity by 3x500 MVA, 400/220 KV ICTS [6th-8th]
and 1x1500 MVA, 765/400 KV ICT [4th] at Bidar PS [SPV Name- POWERGRID Bidar
Augmentation Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617068)",Karnataka,"02/2025
(02/2025)","06/2027
(-)","288
(288)",7.41,3
202,"Transmission Scheme for integration of Davanagere/ Chitradurga and Bellary REZ in
Karnataka [POWERGRID Chitradurga Bellary REZ Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617184)",Karnataka,"03/2025
(03/2025)","09/2027
(-)","3453
(3453)",69.06,3
203,"Transmission System Strengthening at Davanagere for Integration of RE Generation
[SPV Name - POWERGRID Davanagere Power Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617803)",Karnataka,"09/2025
(09/2025)","09/2027
(-)","379
(379)",7.58,0
204,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2
5.5GW] [Jaisalmer/Barmer Complex] Part H1 [POWERGRID KURAWAR
TRANSMISSION LIMITED]
(Power Grid Corporation of India Limited [POWERGRID])
(615344)",Madhya Pradesh,"10/2024
(10/2024)","10/2026
(03/2027)","3674
(3674)",1099.98,24
205,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5
GW] [Jaisalmer/Barmer Complex] Part C [SPV Name POWERGRID Mandsaur
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615346)",Madhya Pradesh,"08/2024
(08/2024)","08/2026
(12/2026)","2708
(2708)",1110.22,47
206,"Transmission System for evacuation of power from Mahan Energen Limited
Generating Station in Madhya Pradesh [SPV Name - POWERGRID MEL Power
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617279)",Madhya Pradesh,"06/2025
(06/2025)","12/2027
(-)","558
(558)",33.48,2
207,"Augmentation of Transformation Capacity and Implementation of Line Bays at
Mandsaur S/S for RE Interconnection [SPV Name- POWERGRID Mandsaur I RE
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617802)",Madhya Pradesh,"10/2025
(10/2025)","03/2028
(-)","319
(319)",1.1,0
