Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
86,"SAONER UG MINE -1 EXPANSION 1.
(Western Coalfields Limited [WCL])
(615184)",Maharashtra,"01/2022
(01/2022)","03/2028
(-)","228.64
(228.64)",146.08,68
87,"SASTI EXPANSION OPENCAST
(Western Coalfields Limited [WCL])
(615186)",Maharashtra,"08/2020
(08/2020)","03/2026
(-)","319.04
(319.04)",98.25,20
88,"NEW MAJRI UG TO OC 3 MTY COST
(Western Coalfields Limited [WCL])
(615188)",Maharashtra,"05/2019
(09/2022)","03/2027
(-)","402.27
(402.27)",63.1,24
89,"MAKARDHOKRA EXPN OC 4.9 MTY
(Western Coalfields Limited [WCL])
(615189)",Maharashtra,"06/2022
(06/2022)","03/2026
(-)","361.87
(361.87)",85.75,11
90,"SINGHORI DEEP OC MIN 2.0 MTY
(Western Coalfields Limited [WCL])
(615190)",Maharashtra,"05/2022
(05/2022)","03/2029
(-)","335.75
(335.75)",39.08,6
91,"GOKUL EXTENSION OC MINE
(Western Coalfields Limited [WCL])
(615192)",Maharashtra,"04/2021
(04/2021)","03/2026
(-)","309.58
(309.58)",48.32,8
92,"KOLGAON EXPANSION DEEP OC MINE
(Western Coalfields Limited [WCL])
(615199)",Maharashtra,"01/2023
(09/2023)","03/2027
(-)","198.71
(198.71)",18.17,2
93,"BALLARPUR NORTH WEST OC MINE
(Western Coalfields Limited [WCL])
(615330)",Maharashtra,"12/2022
(12/2022)","03/2029
(-)","360.81
(360.81)",0.02,4
94,"GADEGAON OC 3 MTY
(Western Coalfields Limited [WCL])
(615331)",Maharashtra,"10/2023
(10/2023)","03/2030
(-)","497.41
(497.41)",0.08,2
95,"GHONSA EXPANSION DEEP OC MINE
(Western Coalfields Limited [WCL])
(615914)",Maharashtra,"03/2021
(03/2021)","03/2029
(-)","184.71
(184.71)",14.88,5
96,"AMLG GAURI PAUNI EXPANSION OC
(Western Coalfields Limited [WCL])
(615916)",Maharashtra,"04/2024
(04/2024)","03/2030
(-)","1225.21
(1225.21)",81.05,2
97,"GAURIDEEP/GAURI CENTRAL OCP 7.
(Western Coalfields Limited [WCL])
(615917)",Maharashtra,"08/2023
(06/2024)","03/2030
(-)","973.07
(973.07)",1.04,0
98,"RPR OF BHANEGAON OC
(Western Coalfields Limited [WCL])
(615918)",Maharashtra,"02/2017
(09/2022)","03/2028
(-)","405.2
(405.2)",15.55,7
99,"N. EXTN. MUNGOLI NIRGUDA D OCP
(Western Coalfields Limited [WCL])
(615919)",Maharashtra,"06/2024
(06/2024)","03/2029
(-)","1024.91
(1024.91)",175.75,0
100,"NILJAI EXPANSION DEEP OCP
(Western Coalfields Limited [WCL])
(615982)",Maharashtra,"08/2016
(08/2016)","03/2022
(03/2026)","319.75
(319.75)",188.33,79
101,"UKNI DEEP OC MINE -COST PLUS
(Western Coalfields Limited [WCL])
(616044)",Maharashtra,"11/2018
(01/2019)","03/2021
(03/2026)","237.06
(237.06)",165.99,87
102,"AMALGAMATED INDER-KAMPTEE DEEP
(Western Coalfields Limited [WCL])
(616050)",Maharashtra,"09/2018
(09/2018)","03/2024
(03/2026)","235.9
(235.9)",132.1,98
103,"ADASA UG TO OC MINE
(Western Coalfields Limited [WCL])
(616223)",Maharashtra,"11/2018
(11/2018)","03/2024
(03/2026)","316
(316)",208.69,86
104,"AMAL GONDEGAON GHATROHANA EXPN
(Western Coalfields Limited [WCL])
(616229)",Maharashtra,"09/2024
(09/2024)","03/2029
(-)","668.54
(668.54)",1.17,0
105,"WAGHODA UG MINE [1.02 MTY]
(Western Coalfields Limited [WCL])
(617233)",Maharashtra,"01/2024
(01/2025)","03/2030
(-)","379.3
(379.3)",0,0
106,"KOLARPIMPRI EXPANSION OC [2.5
(Western Coalfields Limited [WCL])
(617278)",Maharashtra,"06/2024
(02/2025)","03/2030
(-)","630.37
(630.37)",0,0
107,"SAONER-III EXPN UG MINE 1.54
(Western Coalfields Limited [WCL])
(619055)",Maharashtra,"08/2025
(08/2025)","03/2032
(-)","444.42
(444.42)",0,0
108,"Master Plan for Jharia and Raniganj Coalfields
(Bharat Coking Coal Limited [BCCL])
(400313)","Multi-States
(Jharkhand, West
Bengal)","08/2009
(08/2009)","08/2019
(12/2028)","2661.73
(2661.73)",794.33,43
109,"BINA KAKRI AMALGAMATION EXPANS
(Northern Coalfields Limited [NCL])
(400369)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","08/2020
(08/2020)","03/2024
(03/2027)","836.42
(836.42)",831.11,89
110,"KHADIA EXPANSION [10 TO 16 MTP
(Northern Coalfields Limited [NCL])
(615183)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","06/2021
(06/2021)","03/2025
(03/2027)","491.67
(491.67)",266.47,53
111,"SUBHADRA OCP
(Mahanadi Coalfields Limited [MCL])
(400165)",Odisha,"05/2021
(05/2021)","04/2032
(-)","1693.81
(1693.81)",1326.85,43
112,"SIARMAL OCP
(Mahanadi Coalfields Limited [MCL])
(400166)",Odisha,"02/2021
(02/2021)","03/2029
(-)","5194.95
(5194.95)",3462.83,57
