Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1170,"Delhi-Amritsar-Katra Expressway Phase-I Pkg-XI from Junction with Jalandhar -
Kapurthala road NH-703A near khojewal village to Junction with Amritsar-Mehta-
SriHargobindpur-Tanda road NH-503A near SriHargobindpur Km 319400 to km
362420
(National Highways Authority of India [NHAI])
(618491)",Punjab,"03/2021
(11/2022)","11/2024
(-)","2175.35
(2206.71)",941.19,43
1171,"Delhi-Amritsar-Katra Expressway Phase-I Pkg-XII from Junction with Amritsar-Mehta-
SriHargobindpur-Tanda road NH-503A near SriHargobindpur to Junction with
Pathankot-Gurdaspur road NH-54 near Gurdaspur Km 362420 to km 397700
(National Highways Authority of India [NHAI])
(618492)",Punjab,"03/2021
(01/2024)","12/2025
(-)","1734.18
(1538.47)",470.44,25
1172,"Delhi-Amritsar-Katra Expressway Phase-I Spur-I from Jn. with Kapurthala - Sultanpur
Lodhi Road NH-703A near Isharwal village to Jn. with Kapurthala - Tarn Taran road
NH-703AA near Goinwal Sahib [Km 24000 to Km 41000 of Amritsar connectivity]
(National Highways Authority of India [NHAI])
(618493)",Punjab,"12/2021
(04/2023)","04/2026
(-)","2165.23
(1519.6)",331.17,27
1173,"Development of 6L Greenfield Jalandhar Bypass starting from Kahlwan NH-03 ending
at Kang Sahbu NH-703 via Sarmastpur NH-44 - Madara NH-03 - Khajurla NH-44
(National Highways Authority of India [NHAI])
(618552)",Punjab,"03/2021
(01/2023)","01/2025
(03/2026)","1754.84
(2167.39)",797.22,41
1174,"6L of Jodhpur Romana Bathinda - Mandi Dabwali Punjab Haryana Border section of
NH-54 from km. 0.000 to km. 27.400 of NH-54
(National Highways Authority of India [NHAI])
(618610)",Punjab,"05/2020
(08/2023)","08/2025
(-)","789.26
(1318.91)",507.03,98
1175,"6L Amritsar-Bathinda Greenfield section from village Tiba on NE-5A to Jn. with Moga
Jalandhar road NH-703 near Dharamkot from km 0.000 to km 39.000 of NH-754A
Pkg-1
(National Highways Authority of India [NHAI])
(618617)",Punjab,"03/2021
(11/2022)","11/2024
(09/2025)","1229.38
(1549.32)",732.07,64
1176,"6L Amritsar-Bathinda Greenfield section from Jn. with Bhagta Bhai Ka-Bhadaur Road
near Dyalpura Bhai Ka to Jn. with Mandi Dabwali Bathinda Road on NH-54 near
Sangat Kalan from km 93.000 to km 154.866 of NH-754A Pkg-3
(National Highways Authority of India [NHAI])
(618618)",Punjab,"03/2021
(06/2024)","06/2026
(-)","2029.17
(2677.23)",504.83,65
1177,"6L Access Controlled Ludhiana-Bathinda Greenfield highway from Jn. with Amritsar-
Bathanda Greenfield Road NH-754A near Rampura Phul to Jn. with Moga-Barnala
Road NH-703 near village Tallewal from Km 0.0 to Km 30.3 of NH-754AD Pkg-1
(National Highways Authority of India [NHAI])
(618647)",Punjab,"06/2021
(09/2023)","09/2025
(-)","906.51
(1020.52)",429.44,78
1178,"Moga - Bagha Purana - Bajakhana from km. 0.00 to km. 43.32
(National Highways Authority of India [NHAI])
(618764)",Punjab,"05/2020
(12/2022)","12/2024
(08/2025)","864.23
(1264.17)",625.94,75
1179,"4/6L Greenfield LudhianaRupnagar highway from Jn. with NE-5 village near to
ManewalLudhiana to Jn. with NH-205 near Bheora Village Rupnagar from Km 66.0 to
Km 91.0 i/c spur to Kharar from Km 0.0 to Km 19.5 with Ludhiana bypass of NH-205K
Pkg-3
(National Highways Authority of India [NHAI])
(618785)",Punjab,"07/2021
(02/2023)","02/2025
(-)","1501.02
(1815.13)",992.69,76
1180,"6L of IT City Chowk to Kurali Chandigarh Road
(National Highways Authority of India [NHAI])
(618789)",Punjab,"03/2021
(10/2022)","10/2024
(06/2025)","1525.31
(1936.54)",1689.83,98
1181,"Amritsarairport Junction - Ramdas from km. 100.835 to km. 139.813 Pkg - IV
(National Highways Authority of India [NHAI])
(618794)",Punjab,"12/2020
(03/2022)","09/2023
(-)","524.88
(416.58)",345.41,60
1182,"Amritsar Bypass Pkg III from km. 71.496 to km. 105.158
(National Highways Authority of India [NHAI])
(618795)",Punjab,"02/2021
(08/2022)","08/2024
(-)","1474.77
(1228.42)",863.93,79
1183,"4L of Beas-Mehta-Batala-Dera Baba Nanak from intersection with Jalandhar-Amritsar
Highway NH-3 near Beas till start of Batala Bypass near Village Acchhal from Km.
0.000 to Km. 31.300 Pkg-1
(National Highways Authority of India [NHAI])
(618809)",Punjab,"08/2021
(06/2023)","06/2025
(-)","809.51
(966.99)",467.61,53
1184,"4L of existing Beas Baba Bakala - Dera Baba Nanak Section from start of Batala
Bypass till intersection with Ajnala Gurdaspur Highway NH 354 near Dera Baba
Nanak from Km. 31.300 to Km. 69.100 with Additional batala Bypass Pkg-II
(National Highways Authority of India [NHAI])
(618810)",Punjab,"10/2021
(06/2023)","06/2025
(-)","1003.38
(993.6)",564.01,74
1185,"4L of Amritsar-Ghoman - Tanda - Una Section from Km 8.270 to Km 54.000 of NH-
503A Package-I
(National Highways Authority of India [NHAI])
(618906)",Punjab,"12/2020
(06/2022)","06/2024
(-)","857.91
(1443.47)",466.83,58
1186,"Beawer Gomti 4LPS from km 58.245 to km 108.600 Pkg-I
(MoRTH)
(617887)",Rajasthan,"12/2020
(10/2021)","10/2023
(12/2025)","379.23
(379.23)",201.18,0
1187,"Construction of Two lane with Paved Shoulder for Fatehpur Bypass Design Km 0.000
to Km 7.400 , Mandawa Bypass Design Km 20.925 to Km 27.300 & Jhunjhunu Bypass
Design Km 41.625 to Km 54.689 of NH-11 on EPC Mode in the state of Rajasthan .
(MoRTH)
(617891)",Rajasthan,"03/2022
(02/2023)","08/2024
(06/2025)","186.29
(186.29)",66.7,99
1188,"Upgradation to Two Lane Paved Shoulder in km 33/0 to 126/520 of NH-23 Old NH-
11B Kothun-Lalsot-Karoli-Dholpur road in the state of Rajasthan under EPC mode
Length-93.52 Km.
(MoRTH)
(617900)",Rajasthan,"12/2021
(09/2022)","09/2024
(03/2025)","150.11
(150.11)",12.2,97
1189,"Widening of Pachpadra-Bagundi Section to 4 Lane from Km 73/60 to 95/70 of NH-25
on EPC mode in the state of Rajasthan.
(MoRTH)
(617901)",Rajasthan,"01/2022
(12/2022)","12/2024
(07/2025)","194.88
(194.88)",48.47,85
1190,"Construction of 2 lane with paved shoulder for the work of Development of remaining
sections of NH-325 Balotra to sanderao via Jalore to 2 lane with paved shoulder
configuration by Construction of Byasses for town portions1 Asotra- Brahmdham
bypass 2Siwana Bypass 3 Mokalsar Bypass 4 Major realignment at Kathadi 5 Major
realignment at Bishangarh 6 Jalore Bypass 7 Ahore Town portion 8 Dujana Bypass in
the state of Rajasthan on EPC Mode
(MoRTH)
(618011)",Rajasthan,"12/2021
(05/2022)","05/2024
(06/2025)","411.44
(411.44)",66.63,83
