Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
174,"Tapovan-Vishnugad HEP [4x130 MW]
(National Thermal Power Corporation [NTPC])
(602185)",Uttarakhand,"NA
(11/2006)","03/2013
(04/2029)","2978
(10907.3)",6769.58,77
175,"Tehri Pumped Storage Plant Project [4x250 MW]
(THDC India Limited)
(602193)",Uttarakhand,"07/2006
(06/2011)","06/2022
(03/2026)","4825.6
(8339)",8169.51,98
176,"Vishnugad Pipalkoti Hydro Electric Project [444 MW]
(THDC India Limited)
(602195)",Uttarakhand,"08/2008
(01/2014)","12/2022
(09/2027)","3860.35
(6405.08)",5004.46,74
177,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia,
West Bengal
(Damodar Valley Corporation)
(400062)",West Bengal,"01/2023
(02/2025)","06/2029
(-)","17673
(17673)",1479.89,4
178,"Rammam-III HEPP [3x40 MW]
(National Thermal Power Corporation [NTPC])
(602184)",West Bengal,"09/2014
(09/2014)","09/2019
(03/2029)","1381.84
(2865.56)",1431.94,52
179,"Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6
(Damodar Valley Corporation)
(602538)",West Bengal,"06/2019
(02/2021)","01/2024
(12/2025)","1037
(1106)",1115.65,93
,Total (29),,,,228838.76,123929.85,
,Transmission & Distribution,,,,,,
180,"Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool
1000MW
(Power Grid Corporation of India Limited [POWERGRID])
(611967)",Andhra Pradesh,"09/2023
(09/2023)","09/2025
(03/2026)","1248.69
(1248.69)",1077.61,91
181,"Augmentation of 1x1500 MVA 3rd 765/400 kV transformation capacity at Kurnool
New Substation
(Power Grid Corporation of India Limited [POWERGRID])
(612856)",Andhra Pradesh,"05/2023
(12/2023)","09/2025
(03/2026)","163.61
(163.61)",111.04,82
