Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
637,"Marikuppam - Kuppam New Line Project [23.70 Km]
(South Western Railway [SWR] - II)
(705491)
(-) (-)","Multi-States
(Andhra Pradesh,
Karnataka)","04/2012
(10/2018)","06/2026
(06/2026)","297
(297)",147.99,21.5
638,"Rayadurg-Tumkur via Kalyandurg New Line [207 km]
(South Western Railway [SWR] - II)
(705494)
(-) (-)","Multi-States
(Andhra Pradesh,
Karnataka)","03/2008
(07/2010)","09/2015
(02/2028)","2496
(2496)",1943.23,73
639,"Renigunta, Wadi & Gooty Bypass Railway Project
(South Central Railway [SCR] - II)
(705610)
(-) (-)","Multi-States
(Andhra Pradesh,
Karnataka)","04/2016
(04/2016)","12/2025
(03/2026)","302
(543)",636.74,89.04
640,"Doubling between Mudkhed Medchal & Mahbubnagar Dhone section 417.88 Km
(South Central Railway [SCR] - II)
(617212)
(-) (-)","Multi-States
(Andhra Pradesh,
Maharashtra,
Telangana)","08/2023
(08/2023)","03/2029
(08/2029)","4686.09
(4686.09)",640.06,21
641,"Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM]
(RVNL - II)
(400253)
(-) (-)","Multi-States
(Andhra Pradesh,
Odisha)","06/2016
(11/2016)","12/2025
(12/2026)","4803
(6669.91)",6260.17,99
642,"Doubling of Kottavalasa-Koraput Rail Line [189 KM]
(East Coast Railway [ECoR] - II)
(705512)
(-) (-)","Multi-States
(Andhra Pradesh,
Odisha)","12/2015
(01/2016)","03/2022
(03/2028)","2500
(2500)",2217.87,73
643,"Tindivanam-Nagari New Line Project [184.5 km]
(Ministry of Railways)
(400275)
(-) (-)","Multi-States
(Andhra Pradesh,
Tamil Nadu)","07/2008
(10/2008)","09/2025
(03/2028)","3631
(3631)",1335.29,16.85
644,"Doubling between Motumari Vishnupuram - 88.81 Km and Rail over Rail - RoR at
Motumari - 10.877 Km
(South Central Railway [SCR] - II)
(616857)
(-) (-)","Multi-States
(Andhra Pradesh,
Telangana)","02/2024
(03/2025)","03/2029
(-)","1595.55
(1595.55)",264.89,2.05
645,"Doubling of Guntur Bibinagar 239 Km
(South Central Railway [SCR] - II)
(617211)
(-) (-)","Multi-States
(Andhra Pradesh,
Telangana)","08/2023
(08/2023)","03/2029
(-)","2853.23
(2853.23)",357.74,2.6
646,"Rail Connectivity to Errupalem Amravati Namburu 57 Km
(South Central Railway [SCR] - II)
(617214)
(-) (-)","Multi-States
(Andhra Pradesh,
Telangana)","11/2024
(11/2024)","03/2027
(-)","2047.4
(2047.4)",208.57,0.17
