Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
400,"Debottlenecking and Augmentation of Cryogenic facilities at Uran LPG Import
Terminal
(Department of Water Resources, River Development & GR)
(400158)",Maharashtra,"04/2021
(04/2021)","02/2024
(12/2025)","1164.69
(1629.86)",947.22,88
401,"500 KTA PDHPP Project, Usar
(Ministry of Petroleum & Natural Gas)
(400168)",Maharashtra,"04/2021
(04/2021)","04/2025
(12/2025)","8797
(11256)",6990.28,86
402,"Construction of lube oil blending plant at Rasayani
(Ministry of Petroleum & Natural Gas)
(610985)",Maharashtra,"05/2022
(05/2022)","12/2023
(12/2025)","423.39
(526.26)",305.71,81
403,"Lube Modernization & Bottom Upgradation Project at Mumbai Refinery
(Ministry of Petroleum and Natural Gas)
(616933)",Maharashtra,"12/2024
(12/2024)","03/2028
(03/2028)","4679
(4679)",200.79,5
404,"HP TDAE Unit in Mumbai Refinery
(Hindustan Petroleum Corporation Limited)
(709760)",Maharashtra,"06/2024
(06/2024)","04/2026
(04/2026)","240
(240)",43.29,45
405,"City Gas Distribution Project at Beed, Jalgaon and Jalna Districts
(MinistryofPetroleumNaturalGas)
(709771)",Maharashtra,"03/2022
(03/2022)","09/2031
(09/2031)","865
(865)",69.15,2
406,"Construction of Additional Tankages and Allied Facilities at JNPT Terminal
(MinistryofPetroleumNaturalGas)
(709780)",Maharashtra,"NA
(04/2022)","08/2026
(08/2026)","341.43
(436.14)",284.39,51
407,"ATF Pipeline from Jawaharlal Nehru Port Trust to Navi Mumbai International Airport
(Indian Oil Corporation Limited [IOCL])
(709782)",Maharashtra,"NA
(08/2022)","08/2025
(03/2026)","165
(165)",94.21,75
408,"Installation of Independent De- Aromatized Solvents [DAS] production facilities at MR
(Bharat Petroleum Corporation Limited [BPCL])
(709789)",Maharashtra,"03/2023
(03/2023)","07/2025
(12/2025)","405
(343)",214.5,89
409,"POL & LOBS Installations with Receipt Pipelines at Rasayani
(Bharat Petroleum Corporation Limited [BPCL])
(709797)",Maharashtra,"05/2023
(05/2023)","05/2026
(05/2026)","2585
(2585)",678.79,63
410,"Part Replacement Pipeline Project [PRPP]
(Oil and Natural Gas Corporation Limited [ONGC])
(709846)",Maharashtra,"11/2022
(11/2022)","05/2024
(11/2025)","1219.48
(1145.1)",745,90
411,"Visakh Raipur Pipeline Project
(Ministry of Petroleum and Natural Gas)
(616254)","Multi-States
(Andhra Pradesh,
Chhattisgarh,
Odisha)","09/2024
(09/2024)","09/2027
(09/2027)","2212
(2212)",16.53,10
412,"North East Gas Grid
(Ministry of Petroleum & Natural Gas)
(701346)","Multi-States
(Arunachal
Pradesh, Assam,
Manipur,
Meghalaya,
Mizoram,
Nagaland, Sikkim,
Tripura, West
Bengal)","NA
(04/2020)","03/2024
(03/2026)","9265
(9265)",6426.54,85
