Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1556,"Rehabilitation & Upgradation of NH-731A from Km.0.00 to Km.35.00 to 2-lane with
paved shoulder under EPC mode
(MoRTH)
(618167)",Uttar Pradesh,"03/2021
(08/2022)","08/2023
(-)","264.86
(264.86)",0,90
1557,"Widening to four lane with paved shoulder from Design Km.49.200 to Km.89.285 of
NH-731B on EPC mode in the state of Uttar Pradesh
(MoRTH)
(618168)",Uttar Pradesh,"03/2022
(01/2024)","01/2026
(-)","917.91
(965.3)",116.91,50
1558,"Construction of Two Lane with paved shoulder highway from Design Ch.0.000 to
Ch.49.2OO of NH-731B on EPC Mode
(MoRTH)
(618169)",Uttar Pradesh,"03/2022
(11/2023)","11/2025
(-)","640.18
(602.76)",227.12,93
1559,"Rehabilitation and upgradation of Salon - Jais - Jagdishpur Road section of NH-931A,
from design Chainage km 0.000 to km 5.740 to four lane divided carriageway and from
design Chainage km 5.740 to km 53.500 to two lane with paved Total length km
53.500 along with One time improvement in 04 no's of realigned/bypassed built-up
areas in a total length of 9.732 km in the state of Uttar Pradesh on EPC mode
(MoRTH)
(618187)",Uttar Pradesh,"05/2023
(10/2025)","10/2027
(-)","947.15
(947.15)",0,9
1560,"Rehabilitation and upgradation to 2-lane with paved sholuders configuration of Near
Karri village-Etawah section Km30.000 to Km 57.346 Pakage-II of NH-92 in state of
Uttar Pradesh undergreen national Highway Corridor ProjectGNHCP with the loan
assistance of world Bank on EPC mode.
(MoRTH)
(618229)",Uttar Pradesh,"04/2020
(08/2022)","02/2024
(02/2025)","211.09
(206.56)",0,100
1561,"Construction of 6-lane bridge on Ganga on NH-96 and its approaches in Phaphamau
Allahabad on EPC mode
(MoRTH)
(618233)",Uttar Pradesh,"07/2018
(02/2021)","02/2024
(07/2024)","1948.25
(1465.41)",0,85
1562,"Rehabilitation and upgradation to 2-lane with paved sholuders configuration of Bewar-
naer Karri village section Km0.00 to Km30.00 Pakage-I of NH-92 in state of Uttar
Pradesh undergreen national Highway Corridor ProjectGNHCP with the loan
assistance of world Bank on EPC mode.
(MoRTH)
(618240)",Uttar Pradesh,"04/2020
(09/2022)","03/2024
(05/2024)","236.47
(236.47)",0,90
1563,"Construction of Basti Ring Road Phase-I with 4L configuration for Basti City in the
state of Uttar Pradesh on HAM mode
(MoRTH)
(618243)",Uttar Pradesh,"12/2022
(06/2025)","06/2027
(-)","1138.72
(1138.72)",0,19
1564,"Construction of Raebareli Ring Road Phase-2 with four Lane configuration for
Raebareli City in the state of Uttar Pradesh on Hybrid Annuity Model HAM basis
(MoRTH)
(618244)",Uttar Pradesh,"03/2022
(05/2025)","05/2027
(-)","1273.72
(1273.72)",0,27
1565,"Construction of 4 lane Mirzapur bypass including bridge over river Ganga from km
0.000 to km 15.000 of NH 135A in the State of Uttar Pradesh on HAM Mode.
(MoRTH)
(618247)",Uttar Pradesh,"03/2024
(01/2026)","01/2029
(-)","1708.62
(1708.62)",0,0
1566,"Widening to 4 lane from km. 139.00 to km 179.20 of NH-135A Pkg-III Jaunpur
Akbarpur section and Akbarpur bypass on Hybrid Annuity Mode in the state of Uttar
Pradesh.
(MoRTH)
(618248)",Uttar Pradesh,"05/2023
(01/2026)","01/2028
(-)","1653.15
(1653.15)",0,0
1567,"Widening to 4 lane from km. 108.50 to km 139.00 of NH-135A Pkg-II Jaunpur
Akbarpur section on Hybrid Annuity Mode in the state of Uttar Pradesh
(MoRTH)
(618249)",Uttar Pradesh,"03/2023
(03/2025)","03/2027
(-)","1511.57
(1511.57)",0,25
1568,"Improvement and Up-gradation to two Lane with Paved Shoulder/Four Lane
configuration from existing Km 130.000 to Km 191.000 design km 131.500 to Km
188.735, Design length 57.235 Km of NH-227A near Barhalganj to Mehrauna Ghat in
the state of Uttar Pradesh on Hybrid Annuity Model HAM basis
(MoRTH)
(618252)",Uttar Pradesh,"01/2022
(11/2024)","05/2027
(-)","974.19
(1344.61)",0.46,37
1569,"Construction of Salempur bypass to 4LPS from km 64.000 of NH-727A Km 171.00 of
Sonauli Balia Marg, old SH-01, near Mahadahan Chauraha to km 61.500 of NH-727B
Km 178.500 of Sonauli Balia Marg, old SH-01, near near Ahirauli Village under Hybrid
Annuity Mode HAM in the State of Uttar Pradesh
(MoRTH)
(618260)",Uttar Pradesh,"03/2022
(11/2025)","11/2027
(-)","1348.06
(1348.06)",0,12
1570,"Construction of Deoria Bypass from existing Km. 27.140 to existing Km. 46.780
Design Km. 49.109 on NH727A Design length 21.969 Km. to four lane with paved
shoulder configuration under Hybrid Annuity Mode HAM in the State of Uttar Pradesh
(MoRTH)
(618262)",Uttar Pradesh,"03/2023
(08/2025)","07/2027
(-)","1734.7
(1734.7)",0,5
1571,"Rehabilitation and Up-gradation to 2LPS from Km. 0.000 to Km. 7.800 and Km.
35.400 to Km. 52.345 Design length 24.745 Km., except Bihar portion of NH-727B
Tamkuhiraj to Bihar Border and Bihar Border to Majhauli on EPC mode in the State of
Uttar Pradesh
(MoRTH)
(618263)",Uttar Pradesh,"03/2023
(01/2025)","07/2026
(-)","701.02
(701.02)",0,80
1572,"Widening and Strengthening to two Lane with Paved Shoulder/Four Lane with paved
shoulder configuration from km. 61.500 of NH-727B near Nawalpur km 178.500 of
Sonauli Balia Marg, Old SH-01 i.e. end point of Salempur Bypass to km. 106.495 of
NH-727B near Sikanderpur under EPC mode
(MoRTH)
(618264)",Uttar Pradesh,"05/2023
(12/2025)","05/2028
(-)","2061.86
(2061.86)",0,14
1573,"Rehabilitation and upgradation to 2-lane with paved sholuders configuration of
Miranpur Katra to radhaita section of NH-730CKm.114.000 to Km 137.250pakage-III
in state of Uttar Pradesh undergreen national Highway Corridor ProjectGNHCP with
the loan assistance of world Bank on EPC mode.
(MoRTH)
(618265)",Uttar Pradesh,"04/2020
(07/2022)","07/2024
(12/2025)","172.5
(169.56)",0,86
1574,"Rehabilitation and upgradation to 2-lane with paved sholuders configuration of Bewar-
Allahaganj- section of NH-730CKm.0.000 to Km 52.770pakage-I in state of Uttar
Pradesh undergreen national Highway Corridor ProjectGNHCP with the loan
assistance of world Bank on EPC mode.
(MoRTH)
(618266)",Uttar Pradesh,"04/2020
(11/2022)","11/2024
(-)","325.24
(340.16)",0,98
