Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
264,"Thane Integral Ring Metro Rail Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617327)
(-) (-)",Maharashtra,"09/2024
(09/2024)","09/2029
(-)","12200.10
(12200.10)",101.17,10.04
265,"Pune Metro Rail Project Phase-2 Corridor 2A Vanaz to Chandani Chowk and Corridor
2B Ramwadi to Wagholi/Vitthalwadi
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(618971)
(-) (-)",Maharashtra,"07/2025
(07/2025)","07/2029
(-)","3626.24
(3626.24)",16.17,2.4
266,"Pune Metro Rail Project Phase-2 Line-4 Kharadi to Khadakwasla with Spur Line 4A
Nal Stop - Warje - Manikbaug
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(618985)
(-) (-)",Maharashtra,"12/2025
(12/2025)","12/2030
(-)","9857.85
(9857.85)",8.62,1.51
267,"New Suburba Station Development Project
(ministry of housing and urban affairs)
(701745)
(-) (-)",Maharashtra,"04/2018
(03/2019)","07/2022
(-)","262.76
(262.76)",163.21,48
268,"Kalyan Station Precinct Imporvement Project
(ministry of housing and urban affairs)
(701991)
(-) (-)",Maharashtra,"04/2018
(07/2020)","07/2023
(06/2026)","600.00
(723.70)",530.04,85
269,"Mumbai Metro Line 3
(Mumbai Metro Rail Corporation Limited [MMRC])
(702637)
(-) (-)",Maharashtra,"07/2013
(06/2016)","03/2023
(08/2025)","23136.00
(37276.00)",35959.97,99.21
270,"Nagpur Metro Rail Phase II Development Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(702658)
(-) (-)",Maharashtra,"12/2022
(12/2022)","12/2027
(-)","6708.00
(6708.00)",2161.73,42.11
271,"Delhi Metro Rail Phase-IV [Rithala - Kundli Corridor]
(Delhi Metro Rail Corporation Limited [DMRC])
(617206)
(-) (-)","Multi-States (Delhi,
Haryana)","01/2025
(01/2025)","01/2029
(-)","6230.99
(6230.99)",800.48,5.36
272,"Jaipur Metro Rail Project Phase 2 (Prahladpura to Todi Mod)
(Jaipur Metro Rail Corporation)
(245986)
(-) (-)",Rajasthan,"04/2026
(04/2026)","10/2031
(-)","13037.66
(13037.66)",1.79,1.79
273,"Rajasthan Metro Rail Project Phase 1C from Badi Chaupar to Transport Nagar via
Galta Gate
(Jaipur Metro Rail Corporation)
(612066)
(-) (-)",Rajasthan,"10/2025
(09/2023)","04/2027
(-)","980.08
(980.08)",103.03,0
274,"Jaipur Metro Phase 1D Project from Mansarovar to Ajmer Road Chauraha
(Jaipur Metro Rail Corporation)
(612068)
(-) (-)",Rajasthan,"05/2026
(12/2023)","03/2026
(-)","204.81
(204.81)",23.34,12.48
275,"Chennai Metro Rail Phase-II Development Project
(Chennai Metro Rail Limited [CMRL])
(702668)
(-) (-)",Tamil Nadu,"10/2024
(11/2020)","08/2029
(-)","63246.00
(63246.00)",34698,55.73
276,"Extension of Aqua Line Metro Corridor from Noida Sector-142 station to Botanical
Garden, Noida of Noida Metro Rail Corporation
(Noida Metro Rail Corporation Ltd. [NMRCL])
(616221)
(-) (-)",Uttar Pradesh,"03/2026
(03/2026)","03/2030
(-)","2254.35
(2254.35)",0,0
277,"LUCKNOW METRO RAIL PROJECT PHASE-1B EAST WEST CORRIDOR
(Uttar Pradesh metro rail corporation [UPMRC])
(619052)
(-) (-)",Uttar Pradesh,"09/2025
(05/2026)","04/2031
(-)","5801.05
(5801.05)",0.05,2
278,"Kanpur Metro Rail Project
(Uttar Pradesh metro rail corporation [UPMRC])
(702628)
(-) (-)",Uttar Pradesh,"05/2019
(11/2019)","05/2024
(03/2027)","11076.48
(11076.48)",9463.15,83
279,"Agra Metro Rail Project
(Uttar Pradesh metro rail corporation [UPMRC])
(702629)
(-) (-)",Uttar Pradesh,"05/2019
(12/2020)","05/2024
(06/2027)","8379.62
(8379.62)",6368.28,73
,Total (30),,,,320872.37,178627.24,
,Waste & Water,,,,,,
280,"ESR - 8 nos., distribution system - 216 Km, new house service connections - 38760
nos. upgrading of feeder mains, pumping station etc. - Phase II
(Ministry of Housing & Urban Affairs)
(702674)
(-) (-)",Andhra Pradesh,"02/2017
(07/2018)","03/2023
(08/2026)","172.22
(172.22)",88.86,82
281,"Muzaffarpur Storm Water Drainage Phase-I Project
(Ministry of Housing & Urban Affairs)
(702699)
(-) (-)",Bihar,"11/2016
(02/2019)","10/2023
(06/2026)","158.78
(158.78)",135.72,85
282,"Sewerage Management Scheme Part-3 Implementation
(Ministry of Housing & Urban Affairs)
(702734)
(-) (-)",Haryana,"03/2017
(11/2017)","09/2023
(09/2026)","278.01
(278.01)",228.49,88
283,"Dhanbad Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702741)
(-) (-)",Jharkhand,"02/2017
(12/2018)","03/2023
(06/2026)","216.55
(216.55)",129.16,76
284,"SAAP-3 Water Supply Infrastructure SAAP-3 Project
(Ministry of Housing & Urban Affairs)
(702742)
(-) (-)",Jharkhand,"02/2017
(12/2018)","10/2023
(06/2026)","159.31
(159.31)",87.5,67
