Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1063,"Construction of Tunnels/Viaducts at identified sliding/slip zones at Km 130.550 to
Km.130.750 Km. 131.170 to Km. 131.763 Km. 132.560 to Km. 133.168 Km. 133.590
to Km. 133.743 and Km. 147.877 to Km. 148.715 of Udhampur-Ramban section of
NH-44
(National Highways Authority of India [NHAI])
(618546)","Jammu and
Kashmir","09/2021
(04/2022)","10/2023
(06/2025)","442.14
(533.11)",324.74,36
1064,"2L NH-1 from km 8.660 to km 33.775 Sumbal to Wayul to 4L dual carriageway NH
standard as part of Srinagar Ring Road PhaseII [Design Ch. 41.907 to Ch. 66.609]
(National Highways Authority of India [NHAI])
(618547)","Jammu and
Kashmir","11/2022
(12/2023)","06/2026
(-)","961
(643.64)",366.64,42
1065,"Stand-alone Ring road/bypass around Jammu City from Raya Morh km. -0.687 to
Jagti km. 57.568
(National Highways Authority of India [NHAI])
(618548)","Jammu and
Kashmir","12/2017
(01/2018)","01/2021
(10/2023)","2023.88
(2117.63)",54.24,99
1066,"Construction of twin tube tunnels on Jammu Kashmir Ring Road NH-244A Between
Design Ch. 50600 to 51700 and design Ch. 53535 to 55700 on EPC mode under
residual NHDP component of Bharatmala Pariyojna
(National Highways Authority of India [NHAI])
(618549)","Jammu and
Kashmir","11/2022
(06/2023)","06/2025
(03/2026)","242.65
(731.59)",637.62,82
1067,"Corridor Efficiency Improvement including removal of black spots in Lakhanpur -
Samba section of NH-44 from Chainage Km. 16.300 to Km. 74.100
(National Highways Authority of India [NHAI])
(618550)","Jammu and
Kashmir","06/2022
(12/2022)","06/2024
(05/2025)","855.74
(215.68)",176.54,70
1068,"Upgradation and Strengthening of Chenani to Nashri Section via Patnitop of NH244
from Km 0.000 to Km 39.100
(National Highways Authority of India [NHAI])
(618967)","Jammu and
Kashmir","03/2024
(08/2024)","08/2026
(-)","295.06
(295.06)",101.52,41
1069,"Construction/upgradation to 2-lane with paved shoulder from Design Km 95.55
Bandarkoot to Km. 111.06 Chattroo of 15.52 Km length on Khellani-Kishtwar-Chattroo
section on NH-244 in UT of Jammu and Kashmir on EPC Mode Pkg-5
(NHIDCL)
(619038)","Jammu and
Kashmir","03/2021
(08/2021)","02/2023
(06/2025)","497.09
(497.09)",88.25,95
1070,"Widening and Strengthening of existing paveemnt to two lane with paved shoulders
from km 116.00 to km 176.355 of NH-75E in the State of Jharkhand on EPC mode.
(MoRTH)
(618060)",Jharkhand,"01/2022
(01/2023)","07/2024
(-)","315.21
(315.21)",129.49,87
1071,"Widening to 2-lane with paved shoulder from km 0.00 to 44.00 Kuru-Ghaghra section
of NH-143A including re-construction of culverts and bridges.
(MoRTH)
(618084)",Jharkhand,"02/2020
(08/2021)","08/2023
(11/2023)","153.01
(133.67)",77,93
1072,"Widening and Strengthening/Reconstruction to Two Lane with Paved Shoulder/ Two
Lane with paved shoulders with service road from km 0000 to km 42250 excluding
design Ch. 03220 to 04200 & 28350 to 29060 of NH-320G in the state of Jharkhand
under EPC mode
(MoRTH)
(618123)",Jharkhand,"03/2022
(08/2023)","08/2025
(-)","423.18
(423.18)",4.11,0
1073,"Construction of 2- Lane with paved shoulder from km 56.45 Dharampur More to
93.050 Pakur of NH-333A in the State of Jharkhand on EPC mode
(MoRTH)
(618127)",Jharkhand,"03/2023
(11/2025)","05/2027
(-)","255.73
(255.73)",0,2
1074,"Construction of Six lane elevated flyover including reconstruction/rehabilitation of
existing pavement from Km 406100 to Km 411150 Length 5.05 Km at Gobindpur area
in the Barwa Adda Panagarh section of NH-19 from Km.398.240 to Km.521.120
including Panagarh Bypass in the State of Jharkhand on EPC Mode.
(National Highways Authority of India [NHAI])
(618535)",Jharkhand,"01/2025
(09/2025)","03/2028
(-)","687.77
(442.52)",14.94,5
1075,"4L of Palma to Gumla from km. 26.00 to km. 89.170 of NH-23
(National Highways Authority of India [NHAI])
(618642)",Jharkhand,"03/2020
(04/2022)","03/2024
(10/2024)","1882.93
(1895.75)",829.81,98
1076,"4L of Ormanjhi-Gola section from Km 81.450 to Km 53.600 of NH- 320BPKG-II
(National Highways Authority of India [NHAI])
(618644)",Jharkhand,"02/2022
(06/2023)","06/2025
(-)","1214.93
(1462.19)",765.76,86
1077,"4L of Gola-BokaroJaina More section from Km 53.600 to Km 21.110 of NH-320PKG-1
(National Highways Authority of India [NHAI])
(618645)",Jharkhand,"02/2022
(06/2023)","06/2025
(01/2026)","1007.97
(1030.64)",366.78,76
1078,"Grade separated Interchanges at Km. 113.730 junction with Ranchi Hazaribagh Road
& Km. 139.225 junction with Ranchi Jamshedpur road on 4L Ranchi Bypass of NH-33
(National Highways Authority of India [NHAI])
(618737)",Jharkhand,"01/2025
(12/2025)","12/2027
(-)","303.53
(5.58)",0.73,0
1079,"4L from km 196.87 Sankha to km 219.6 Khajuri on NH-75 [Rehla / Garhwa Bypass]
(National Highways Authority of India [NHAI])
(618829)",Jharkhand,"09/2020
(10/2021)","10/2023
(-)","1129.48
(1129.48)",527.11,93
1080,"4L from Km 147.450 Bhogu to Km 196.870 Sankha on NH-75 Sec-III
(National Highways Authority of India [NHAI])
(618830)",Jharkhand,"10/2022
(11/2023)","11/2025
(-)","1517.87
(1652.09)",962.19,76
1081,"4L of Mehgama - Hansdiha from km. 41.900 to km. 93.000 of NH -133A Pkg-II
(National Highways Authority of India [NHAI])
(618946)",Jharkhand,"03/2022
(05/2023)","05/2025
(03/2026)","1479.72
(1568.18)",866.61,99
1082,"4L of NH-80 from km 215.00 to km 260.00 Mirza Chauki to Farkka Pkg-I
(National Highways Authority of India [NHAI])
(618947)",Jharkhand,"03/2018
(12/2021)","07/2023
(02/2026)","1504.8
(1508.21)",784.64,91
1083,"4L of Basukinath- Deoghar Section of NH-114A
(National Highways Authority of India [NHAI])
(618949)",Jharkhand,"09/2022
(12/2023)","12/2025
(-)","1444.94
(1553.76)",643.59,78
1084,"Construction of Bypass to NH-114A Connecting NH-333 and NH-133 Deoghar
Bypass from design km 0.000 to design Km 49.000
(National Highways Authority of India [NHAI])
(618950)",Jharkhand,"11/2024
(01/2026)","01/2028
(-)","1565.47
(1565.47)",0,0
1085,"Construction of bypass around Chatra Town on NH-22 old NH-99 in the state of
Jharkhand under EPC Mode
(MoRTH)
(619005)",Jharkhand,"03/2023
(01/2026)","01/2028
(01/2026)","235.42
(199.2)",0,0
