Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
113,"SUBHADRA OCP
(Mahanadi Coalfields Limited [MCL])
(400165)
(N06000249)",Odisha,"05/2021
(05/2021)","04/2032
(-)","1693.81
(1693.81)",1327.55,44
114,"SIARMAL OCP
(Mahanadi Coalfields Limited [MCL])
(400166)
(N06000113)",Odisha,"02/2021
(02/2021)","03/2029
(-)","5194.95
(5194.95)",3465.14,57
115,"BALARAM EXPANSION OCP
(Mahanadi Coalfields Limited [MCL])
(400183)
(N06000230)",Odisha,"08/2020
(08/2020)","03/2029
(-)","3504.21
(3504.21)",932.85,55
116,"GOPALJI KANIHA OCP [10 TO 30 M
(MCL - CIL)
(400185)
(N06000229)",Odisha,"04/2022
(04/2022)","03/2030
(-)","8416.19
(6107.87)",1765.48,31
117,"INTEGRATED LAKHANPUR-BELPAHAR-
(Mahanadi Coalfields Limited [MCL])
(400187)
(N06000167)",Odisha,"05/2018
(05/2018)","03/2027
(-)","2434.75
(2434.75)",1903.89,74
118,"BHARATPUR RE-ORGANIZATION OCP
(Mahanadi Coalfields Limited [MCL])
(400392)
(N06000171)",Odisha,"11/2018
(11/2018)","03/2029
(-)","2838.86
(2838.86)",1698,48
119,"BASUNDHARA WEST EXTENSION OPEN
(MCL - CIL)
(615193)
(N06000112)",Odisha,"05/2014
(05/2014)","03/2019
(03/2029)","479.15
(479.15)",277.05,66
120,"Naini Coal Mine
(Singareni Collieries Company Limited [SCCL])
(615857)
(N06000203)",Odisha,"03/2020
(03/2020)","03/2026
(-)","494.3
(494.3)",491.33,80
121,"INTEGRATED KULDA GARJANBAHAL O
(Mahanadi Coalfields Limited [MCL])
(616226)
(N06000289)",Odisha,"04/2023
(04/2023)","03/2033
(-)","3563.5
(3563.5)",611.91,4
122,"BHUBANESWARI EXPN OCP 50 MTY
(MCL - CIL)
(616231)
(N06000286)",Odisha,"03/2024
(03/2024)","03/2033
(-)","5366.27
(5366.27)",472.92,30
123,"HINGULA II OC EXPN PH III 15 M
(MCL - CIL)
(616232)
(N06000285)",Odisha,"11/2022
(11/2022)","03/2029
(-)","1561.85
(1561.85)",275.75,27
124,"BALABHADRA OCP
(MCL - CIL)
(616233)
(N06000288)",Odisha,"04/2023
(04/2023)","03/2030
(-)","978.44
(978.44)",249.93,14
125,"Talabira II & III OCP - FMC
(NLC India Limited [NLCIL])
(618982)
(-)",Odisha,"10/2022
(05/2023)","06/2026
(-)","522.45
(522.45)",324.04,71
126,"Jawahar Khani Open Cast Mine
(Singareni Collieries Company Limited [SCCL])
(615818)
(N06000259)",Telangana,"12/2021
(12/2021)","03/2025
(03/2027)","297.88
(297.88)",47.47,20
127,"Kalyanikhani Opencast Project
(Singareni Collieries Company Limited [SCCL])
(615858)
(N06000213)",Telangana,"03/2016
(05/2017)","03/2026
(-)","384.32
(384.32)",285.95,75
128,"Godavarikhani Coal Mine - 5
(Singareni Collieries Company Limited [SCCL])
(615860)
(N06000202)",Telangana,"07/2019
(05/2019)","03/2025
(03/2026)","607.04
(607.04)",197.43,71
129,"Indaram Opencast Project
(Singareni Collieries Company Limited [SCCL])
(615861)
(N06000211)",Telangana,"08/2017
(12/2022)","03/2025
(03/2026)","424.81
(424.81)",405.43,80
130,"Goleti Opencast Mine
(Singareni Collieries Company Limited [SCCL])
(615862)
(N06000258)",Telangana,"07/2021
(08/2021)","03/2026
(-)","345.6
(345.6)",100.22,29
131,"Venkatesh Khani Coal Mine
(Singareni Collieries Company Limited [SCCL])
(615863)
(N06000204)",Telangana,"10/2020
(06/2020)","03/2026
(-)","484.5
(484.5)",477.14,97
132,"Kakatiyakhani OC - 2 Project
(Singareni Collieries Company Limited [SCCL])
(615865)
(N06000214)",Telangana,"08/2017
(09/2017)","03/2025
(03/2026)","442.42
(442.42)",234.21,63
133,"MOHANPUR EXPANSION OC -PHASE I
(Eastern Coal Fields Limited [ECL])
(400173)
(N06000236)",West Bengal,"11/2020
(11/2020)","03/2026
(03/2030)","888.99
(888.99)",122.69,31
134,"BONJEMEHARI EXPANSION OCP
(Eastern Coal Fields Limited [ECL])
(400180)
(N06000244)",West Bengal,"08/2021
(08/2021)","03/2026
(03/2030)","570.11
(570.11)",83.74,17
135,"NAKRAKONDA KUMARDIH- B OCP
(Eastern Coal Fields Limited [ECL])
(400181)
(N06000170)",West Bengal,"08/2018
(08/2018)","03/2029
(-)","502.68
(502.67)",72,27
136,"SIDULI [OC & UG]
(ECL - CIL)
(400182)
(N06000165)",West Bengal,"05/2018
(05/2018)","03/2027
(03/2030)","535.18
(535.17)",5.59,14
