Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
477,"Shalukkhali Liquid Cargo Handling Facility Development Project
(Haldia Dock Complex, Syama Prasad Mookerjee Port Authority)
(701577)",West Bengal,"NA
(08/2022)","08/2025
(-)","253.65
(253.65)",9.28,0
,Total (10),,,,16923.41,10374.98,
,"Tourism, Hospitality & Wellness",,,,,,
478,"National Maritime Heritage Complex [NMHC] Phase-I
(Indian Port Rail & Ropeway Corporation Ltd. [IPRCL])
(707215)",Gujarat,"02/2019
(01/2022)","03/2024
(09/2025)","573
(1238.05)",496.63,66
,Total (1),,,,573,496.63,
,Ministry of Steel,,,,,,
,Metals & Mining,,,,,,
479,"Capacity expansion of Deposit-14 and 14 NMZ at Kirandul
(National Mineral Development Corporation Limited [NMDC])
(615202)",Chhattisgarh,"08/2021
(07/2022)","12/2028
(03/2028)","1700
(1756.2)",133.22,6
,Total (1),,,,1700,133.22,
,Steel,,,,,,
480,"Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant
(Steel Authority of India Limited [SAIL])
(617338)",,"01/2025
(02/2025)","07/2028
(-)","2518.39
(2518.39)",152.23,4
481,"Replacement of Hot Leveller No.1 of Plate Mill at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617243)",Chhattisgarh,"07/2024
(08/2024)","07/2026
(-)","198.62
(198.62)",12.21,15
482,"Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of
Secondary Emission at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617255)",Chhattisgarh,"10/2023
(12/2023)","06/2026
(-)","471.83
(471.83)",158.07,46
483,"Rebuilding of Coke Oven Battery No.7 & 8 at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617256)",Chhattisgarh,"11/2023
(01/2024)","10/2025
(-)","884.1
(884.1)",506.96,80
484,"NMDC Slurry Pipeline Project Phase-1
(National Mineral Development Corporation Limited [NMDC])
(706811)",Chhattisgarh,"11/2015
(09/2020)","06/2023
(12/2025)","2907
(5427)",3179.93,88
485,"SCREENING PLANT-III AT KIRANDUL
(National Mineral Development Corporation Limited [NMDC])
(709826)",Chhattisgarh,"NA
(10/2021)","01/2026
(-)","2718.84
(2718.84)",1384.73,77
486,"CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX
(National Mineral Development Corporation Limited [NMDC])
(709827)",Chhattisgarh,"NA
(10/2022)","12/2025
(-)","349.75
(349.75)",294.65,94
487,"New Sinter Plant at BSL, SAIL
(Steel Authority of India Limited [SAIL])
(400174)",Jharkhand,"03/2015
(10/2015)","10/2017
(06/2027)","1034.01
(1752.3)",885.26,53
488,"Replacement of existing Grinders in CRM-I & II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617249)",Jharkhand,"01/2025
(02/2025)","01/2027
(-)","211.94
(211.94)",16.04,11
489,"Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617250)",Jharkhand,"01/2025
(02/2025)","10/2026
(-)","207.13
(207.13)",15.76,8
490,"Revamping of old sub-systems of Blast Furnace 3 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617253)",Jharkhand,"08/2023
(03/2023)","07/2025
(11/2025)","513.82
(513.82)",257.89,74
491,"Replacement of remaining 04 sets of Battery Cyclones with 04 Nos. of ESPs in Sinter
Plant-1 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617254)",Jharkhand,"03/2024
(04/2024)","06/2026
(-)","260.37
(260.37)",54.89,23
492,"Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617257)",Jharkhand,"11/2023
(12/2023)","11/2026
(-)","627.31
(627.31)",153.32,46
493,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining
Complex of NMDC Limited at Ballari Dt, Karnataka.
(National Mineral Development Corporation Limited [NMDC])
(400121)",Karnataka,"11/2014
(06/2024)","08/2026
(-)","1043.63
(1043.63)",288.87,35
494,"Installation of 4th Slab Caster along with its Auxiliaries and a New Ladle Furnace in
SMS-II at Rourkela Steel Plant
(Steel Authority of India Limited [SAIL])
(400065)",Odisha,"01/2022
(02/2022)","05/2025
(09/2025)","1105.23
(1105.23)",790.11,99
495,"Rebuilding of COB 4 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(612781)",West Bengal,"09/2023
(09/2023)","12/2026
(-)","916.78
(916.78)",146.64,20
496,"Installation of New Bar Mill at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617242)",West Bengal,"07/2024
(08/2024)","06/2027
(-)","2115.44
(2115.44)",236.73,32
497,"Up-gradation of Blast Furnace No. 3 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617246)",West Bengal,"09/2024
(08/2024)","06/2026
(-)","758.09
(758.09)",85.89,7
498,"Third Ladle Furnace in Secondary Refinery Unit at IISCO Steel Plant
(Steel Authority of India Limited [SAIL])
(617248)",West Bengal,"11/2024
(12/2024)","07/2026
(-)","227.96
(227.96)",27.2,33
499,"Revamping of Air Pollution Control Systems of SP-1 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617251)",West Bengal,"07/2024
(12/2024)","05/2026
(-)","196.4
(196.4)",5.96,5
,Total (20),,,,19266.64,8653.34,
,Ministry of Railways,,,,,,
,Railways,,,,,,
500,"Nadikudi - Srikalahasti New Line
(South Central Railway [SCR] - II)
(400298)",Andhra Pradesh,"03/2012
(12/2016)","05/2027
(03/2028)","2312
(5200)",2179,54
