Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,Ministry of Petroleum & Natural Gas,,,,,,
,Energy Storage,,,,,,
345,"Construction of LPG Facilities at Kamardanga, Assam
(Hindustan Petroleum Corporation Limited)
(709754)
(N16000484) (-)",Assam,"03/2023
(03/2023)","07/2027
(07/2027)","156.36
(156.36)",102.07,75.5
346,"Setting up of new rail fed POL facility at Kamardanga, Assam
(Hindustan Petroleum Corporation Limited [HPCL])
(709755)
(N16000494) (-)",Assam,"03/2023
(03/2023)","07/2027
(07/2027)","384.04
(384.04)",216.85,82.4
347,"Capacity Augmentation of Kandla LPG Import Terminal [KLIT] from 0.6 MMTPA to 2.5
MMTPA
(Ministry of Petroleum & Natural Gas)
(617839)
(-) (-)",Gujarat,"05/2023
(05/2023)","07/2026
(07/2026)","356.86
(304.4)",72.32,66
348,"Andheri Residential Towers, Mumbai
(Ministry of Petroleum & Natural Gas)
(604833)
(N16000503) (-)",Maharashtra,"06/2017
(06/2017)","05/2025
(06/2026)","281.35
(389.67)",270.49,79.5
349,"Setting up of 50 MW [plus/minus 5 percent] Wind Power Plant for Captive
Consumption at MR
(MinistryofPetroleumNaturalGas)
(619313)
(-) (-)",Maharashtra,"05/2023
(05/2023)","04/2027
(04/2027)","483.14
(483.14)",287.79,57.9
350,"LPG Bottling Plant at Mualkhang
(Ministry of Petroleum & Natural Gas)
(617829)
(-) (-)",Mizoram,"07/2024
(07/2024)","10/2028
(11/2027)","225.71
(225.71)",22.78,32
351,"Srikakulam Angul Gas Pipeline Project
(Ministry of Petroleum & Natural Gas)
(701343)
(N16000388) (2530)","Multi-States
(Andhra Pradesh,
Odisha)","09/2019
(09/2019)","07/2022
(06/2026)","2658.34
(2810)",2315.2,97.6
352,"Paradip-Numaligarh Crude Oil Pipeline [PNCPL] & Crude Oil Import Terminal [COIT]
at Paradip
(Ministry of Petroleum & Natural Gas)
(701349)
(N16000394) (2318)","Multi-States
(Assam, Bihar,
Jharkhand,
Odisha, West
Bengal)","01/2019
(01/2019)","07/2024
(10/2026)","10228
(11407)",10912.42,92.4
353,"New Mundra Panipat Crude Oil Pipeline
(Ministry of Petroleum & Natural Gas)
(400078)
(N16000435) (4049)","Multi-States
(Gujarat, Haryana,
Rajasthan)","12/2021
(12/2021)","12/2024
(06/2026)","9028
(9028)",7160.82,91.4
354,"Kandla Gorakhpur LPG Pipeline
(Ministry of Petroleum & Natural Gas)
(400012)
(-) (4509)","Multi-States
(Gujarat, Madhya
Pradesh, Uttar
Pradesh)","12/2018
(12/2018)","12/2021
(06/2026)","10088
(10088)",8529.58,95.2
355,"Multi Product Pipeline from Irugur to Devangonthi
(Department of Water Resources, River Development & GR)
(400301)
(N16000234) (1195)","Multi-States
(Karnataka, Tamil
Nadu)","11/2012
(11/2012)","02/2017
(09/2026)","678
(1732)",1118.26,82.6
356,"Rajasthan Refinery Project
(MinistryofPetroleumNaturalGas)
(701263)
(N16000513) (5468)",Rajasthan,"10/2017
(10/2017)","10/2022
(06/2026)","43129
(79459)",69202.21,91.9
357,"Petrochemical evacuation marketing terminal at Barmer, Rajasthan
(Hindustan Petroleum Corporation Limited [HPCL])
(709759)
(N16000512) (-)",Rajasthan,"12/2023
(12/2023)","12/2026
(12/2026)","461.05
(461.05)",225.25,89.8
358,"Laying of POL Pipelines in Common Corridor for proposed grass root terminal at
Vallur [Chennai]
(Ministry of Petroleum & Natural Gas)
(400043)
(N16000455) (4272)",Tamil Nadu,"01/2022
(01/2022)","05/2026
(05/2026)","829
(829)",350.21,76.2
359,"Grass Root Rail-fed Depot at Sekerkote, Agartala as resitement of existing
Dharmanagar Depot
(Indian Oil Corporation Limited [IOCL])
(400035)
(N16000495) (4373)",Tripura,"06/2022
(06/2022)","09/2025
(06/2026)","656
(656)",537.17,97
360,"Grass-root Terminal at Mirzapur, Uttar Pradesh
(Ministry of Petroleum & Natural Gas)
(604852)
(N16000506) (5256)",Uttar Pradesh,"09/2022
(09/2022)","11/2026
(11/2026)","980.45
(980.45)",293.88,75
,Total (16),,,,80623.3,101617.3,
,Oil & Gas,,,,,,
361,"KG-DWN-98/2 Cluster - II Development Project - NELP Block
(Oil and Natural Gas Corporation Limited [ONGC])
(400120)
(N16000247) (3284)",Andhra Pradesh,"03/2016
(03/2016)","06/2020
(09/2026)","34012
(34012)",33006.7,96.5
362,"Provision of four bitumen tanks with capacity of 5 TMT each at Visakh Refinery
(Ministry of Petroleum and Natural Gas)
(619226)
(-) (-)",Andhra Pradesh,"09/2025
(09/2025)","03/2028
(03/2028)","258.34
(258.34)",1.65,10.5
363,"HP-COAT [Crude to Olefins and Aromatics Technology] demo unit at Visakh Refinery
(Hindustan Petroleum Corporation Limited)
(709752)
(N16000432) (-)",Andhra Pradesh,"09/2021
(09/2021)","06/2024
(02/2027)","160
(220)",135.52,91.6
364,"Numaligarh Refinery Expansion Project
(Ministry of Petroleum & Natural Gas)
(604791)
(N16000379) (2312)",Assam,"07/2020
(07/2020)","07/2024
(03/2027)","12366
(22494)",19522.33,84.6
