Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
110,"KHADIA EXPANSION [10 TO 16 MTP
(Northern Coalfields Limited [NCL])
(615183)
(N06000208) (7021)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","06/2021
(06/2021)","03/2025
(03/2027)","491.67
(491.67)",276.37,57.06
111,"SUBHADRA OCP
(Mahanadi Coalfields Limited [MCL])
(400165)
(N06000249) (3048)",Odisha,"05/2021
(05/2021)","04/2032
(-)","1693.81
(1693.81)",1330.06,45.73
112,"SIARMAL OCP
(Mahanadi Coalfields Limited [MCL])
(400166)
(N06000113) (3045)",Odisha,"02/2021
(02/2021)","03/2029
(-)","5194.95
(5194.95)",3491.21,60.27
113,"BALARAM EXPANSION OCP
(Mahanadi Coalfields Limited [MCL])
(400183)
(N06000230) (2997)",Odisha,"08/2020
(08/2020)","03/2029
(-)","3504.21
(3504.21)",958,58
114,"GOPALJI KANIHA OCP [10 TO 30 M
(MCL - CIL)
(400185)
(N06000229) (2994)",Odisha,"04/2022
(04/2022)","03/2030
(-)","8416.19
(6107.87)",1774.72,35.03
115,"INTEGRATED LAKHANPUR-BELPAHAR-
(Mahanadi Coalfields Limited [MCL])
(400187)
(N06000167) (2986)",Odisha,"05/2018
(05/2018)","03/2027
(-)","2434.75
(2434.75)",2004.49,82.16
116,"BHARATPUR RE-ORGANIZATION OCP
(Mahanadi Coalfields Limited [MCL])
(400392)
(N06000171) (501)",Odisha,"11/2018
(11/2018)","03/2029
(-)","2838.86
(2838.86)",1713.01,52.3
117,"Naini Coal Mine
(Singareni Collieries Company Limited [SCCL])
(615857)
(N06000203) (-)",Odisha,"03/2020
(03/2020)","03/2026
(-)","494.3
(494.3)",491.33,80
118,"INTEGRATED KULDA GARJANBAHAL O
(Mahanadi Coalfields Limited [MCL])
(616226)
(N06000289) (7097)",Odisha,"04/2023
(04/2023)","03/2033
(-)","3563.5
(3563.5)",681.21,8.39
119,"BHUBANESWARI EXPN OCP 50 MTY
(MCL - CIL)
(616231)
(N06000286) (9687)",Odisha,"03/2024
(03/2024)","03/2033
(-)","5366.27
(5366.27)",477.84,33.06
120,"HINGULA II OC EXPN PH III 15 M
(MCL - CIL)
(616232)
(N06000285) (7365)",Odisha,"11/2022
(11/2022)","03/2029
(-)","1561.85
(1561.85)",279.32,30.08
121,"BALABHADRA OCP
(MCL - CIL)
(616233)
(N06000288) (7366)",Odisha,"04/2023
(04/2023)","03/2030
(-)","978.44
(978.44)",251.55,16
122,"Talabira II & III OCP - FMC
(NLC India Limited [NLCIL])
(618982)
(-) (10777)",Odisha,"10/2022
(05/2023)","06/2026
(12/2026)","522.45
(522.45)",324.74,73.65
123,"Jawahar Khani Open Cast Mine
(Singareni Collieries Company Limited [SCCL])
(615818)
(N06000259) (-)",Telangana,"12/2021
(12/2021)","03/2025
(03/2027)","297.88
(297.88)",48.75,20
124,"Kalyanikhani Opencast Project
(Singareni Collieries Company Limited [SCCL])
(615858)
(N06000213) (-)",Telangana,"03/2016
(05/2017)","03/2026
(-)","384.32
(384.32)",295.21,76
125,"Godavarikhani Coal Mine - 5
(Singareni Collieries Company Limited [SCCL])
(615860)
(N06000202) (9915)",Telangana,"07/2019
(05/2019)","03/2025
(03/2026)","607.04
(607.04)",200.12,71
126,"Indaram Opencast Project
(Singareni Collieries Company Limited [SCCL])
(615861)
(N06000211) (-)",Telangana,"08/2017
(12/2022)","03/2025
(03/2026)","424.81
(424.81)",406.82,81
127,"Goleti Opencast Mine
(Singareni Collieries Company Limited [SCCL])
(615862)
(N06000258) (-)",Telangana,"07/2021
(08/2021)","03/2026
(-)","345.6
(345.6)",111.94,33
128,"Venkatesh Khani Coal Mine
(Singareni Collieries Company Limited [SCCL])
(615863)
(N06000204) (-)",Telangana,"10/2020
(06/2020)","03/2026
(-)","484.5
(484.5)",477.14,97
129,"Kakatiyakhani OC - 2 Project
(Singareni Collieries Company Limited [SCCL])
(615865)
(N06000214) (-)",Telangana,"08/2017
(09/2017)","03/2025
(03/2026)","442.42
(442.42)",253.15,63
130,"MOHANPUR EXPANSION OC -PHASE I
(Eastern Coal Fields Limited [ECL])
(400173)
(N06000236) (3029)",West Bengal,"11/2020
(11/2020)","03/2026
(03/2030)","888.99
(888.99)",142.98,31.52
131,"BONJEMEHARI EXPANSION OCP
(Eastern Coal Fields Limited [ECL])
(400180)
(N06000244) (3004)",West Bengal,"08/2021
(08/2021)","03/2026
(03/2030)","570.11
(570.11)",88.78,17.1
132,"NAKRAKONDA KUMARDIH- B OCP
(Eastern Coal Fields Limited [ECL])
(400181)
(N06000170) (3001)",West Bengal,"08/2018
(08/2018)","03/2029
(-)","502.68
(502.67)",83.94,27.52
