Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
640,"Kazipet-Vijayawada 3rd line with electrification [220 km]
(South Central Railway [SCR] - II)
(705612)
(N22000261)","Multi-States
(Andhra Pradesh,
Telangana)","03/2013
(08/2014)","02/2025
(12/2025)","1953
(3363)",5132.1,95
641,"Vijayawada - Kazipet Byepass line
(South Central Railway [SCR] - II)
(705632)
(N22000586)","Multi-States
(Andhra Pradesh,
Telangana)","04/2016
(04/2016)","01/2025
(12/2025)","647
(904)",1229.06,95
642,"Murkongselek-Pasighat
(Northeast Frontier Railway [NFR] - II)
(705401)
(N22000208)","Multi-States
(Arunachal
Pradesh, Assam)","02/2011
(03/2023)","03/2025
(12/2026)","435
(1250)",843.65,67
643,"Lumding Furkating Doubling Project 140 km
(Northeast Frontier Railway [NFR])
(616701)
(-)","Multi-States
(Assam,
Nagaland)","02/2024
(01/2025)","02/2028
(-)","2123.7
(2123.7)",95.64,2
644,"Dimapur [Dhansiri]-Sukhobi Kohima [Zubza] NL [82.5 Km]
(Northeast Frontier Railway [NFR] - II)
(705392)
(N22000124)","Multi-States
(Assam,
Nagaland)","08/2015
(02/2016)","03/2025
(12/2029)","6663
(6663)",6111.34,42
645,"New Delhi- Howrah Speed Booster[160Kmph] Project
(PCE/NCR)
(705794)
(-)","Multi-States
(Bihar, Delhi,
Jharkhand, Uttar
Pradesh, West
Bengal)","09/2019
(09/2019)","03/2024
(-)","6684.81
(6684.81)",127.03,0
646,"Multi tracking of Son Nagar-Andal 374.53 rkm & 814.38 tkm
(East Central Railway [ECR] - I)
(616699)
(-)","Multi-States
(Bihar, Jharkhand)","08/2023
(08/2023)","03/2028
(-)","12333.57
(12333.6)",759.62,17
647,"Koderma-Tilaiya New Line
(East Central Railway [ECR] - I)
(705375)
(220100305)","Multi-States
(Bihar, Jharkhand)","11/2004
(03/2002)","02/2025
(02/2026)","1626
(2486.62)",2184.16,95.4
648,"Pirpainti - Jasidih [100.52 Km] New BG line
(Eastern Railway [ER] - I)
(705385)
(N22000219)","Multi-States
(Bihar, Jharkhand)","03/2014
(03/2022)","03/2028
(03/2028)","2555
(2555)",1108.34,61.6
649,"NER Provision of Automatic Block Signalling on Gorakhpur Cantt[Excl] Chhapra
Gramin & Burhwal Jn [Excl] Sitapur Jn section of high density routes
(North Eastern Railway [NER])
(611669)
(-)","Multi-States
(Bihar, Uttar
Pradesh)","05/2022
(06/2023)","03/2027
(03/2028)","380.47
(380.47)",248.51,20
650,"Gorakhpur-Valmikinagar Doubling project
(NER)
(617224)
(-)","Multi-States
(Bihar, Uttar
Pradesh)","08/2023
(03/2024)","12/2027
(-)","1120
(1120)",352.79,26.3
651,"Chhapra-Ballia Patch Doubling
(North Eastern Railway [NER])
(705562)
(N22000134)","Multi-States
(Bihar, Uttar
Pradesh)","03/2013
(12/2015)","02/2025
(05/2026)","963
(1046)",914.38,95.8
652,"Katihar Kumedpur & Katihar Mukuria BG Doubling Project
(Northeast Frontier Railway [NFR])
(617245)
(-)","Multi-States
(Bihar, West
Bengal)","08/2022
(08/2022)","08/2026
(02/2027)","942.64
(942.64)",536.69,64
653,"Gondia - Dongargarh 4th line [84 Km]
(South Eastern Central Railway)
(618978)
(-)","Multi-States
(Chhattisgarh,
Maharashtra)","10/2025
(10/2025)","10/2030
(-)","2222.53
(2222.53)",0,0
654,"Rajnandgaon - Nagpur [Kalumna] Third Railway Line [228.30 km]
(South East Central Railway [SECR] - II)
(705617)
(N22000420)","Multi-States
(Chhattisgarh,
Maharashtra)","09/2016
(12/2016)","12/2024
(06/2026)","3545
(3545)",3623.47,96
655,"Sardega -Bhalumuda New Double line [37.24 Km]
(SECR)
(617390)
(-)","Multi-States
(Chhattisgarh,
Odisha)","09/2024
(09/2024)","03/2028
(-)","1281.81
(1281.81)",128.07,3
656,"Jagdalpur-Koraput
(East Coast Railway [ECoR] - II)
(705511)
(N22000376)","Multi-States
(Chhattisgarh,
Odisha)","12/2015
(03/2016)","03/2024
(12/2026)","1547
(1547)",1369.95,93.86
657,"Jharsuguda-Bilaspur Fourth Railway Line [206 km]
(SECR)
(705616)
(N22000484)","Multi-States
(Chhattisgarh,
Odisha)","09/2016
(09/2016)","10/2024
(03/2026)","2140
(2979)",2237.23,96
658,"Mumbai-Ahmedabad High Speed Rail Project- 508 km
(National High Speed Rail Corporation [NHSRC])
(705728)
(N22000463)","Multi-States
(Dadra & Nagar
Haveli and Daman
& Diu, Gujarat,
Maharashtra)","03/2015
(09/2017)","08/2027
(12/2029)","108000
(108000)",90395.89,59.1
659,"Raising of speed to 160 kmph/200 kmph on existing New Delhi-Mumbai route incl.
Vadodara-Ahmedabad
(PCE/WR)
(705793)
(-)","Multi-States (Delhi,
Gujarat, Madhya
Pradesh,
Maharashtra,
Rajasthan)","09/2019
(09/2019)","03/2024
(03/2026)","6806.44
(8095.12)",9478.55,66.3
660,"Hospet - Tinaighat - Vasco Rail Doubling Project
(RVNL - II)
(705650)
(N22000297)","Multi-States (Goa,
Karnataka)","03/2010
(07/2012)","03/2027
(12/2027)","5060
(5060)",5299.33,86.13
