Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
784,"Khammam-Devarapalle Pkg IV [4L Access Controlled Greenfield from Recherla village
to Gurvaygudem village Design Chainage 105236 to 132664]
(National Highways Authority of India [NHAI])
(618748)",Andhra Pradesh,"11/2020
(09/2022)","09/2024
(05/2025)","569.37
(752.02)",322.19,94
785,"Khammam-Devarapalle Pkg V [4L Access Controlled Greenfield from Gurvaygudem
village to Devarapalle village Design Chainage 132664 to 162126
(National Highways Authority of India [NHAI])
(618749)",Andhra Pradesh,"12/2020
(09/2022)","09/2024
(06/2025)","711.94
(926.48)",376.11,88
786,"4L of Pileru to Kalur Section from Km 55.900 to Km 92.800 & Km 94.500 to Km
95.717 of NH-71Package-II
(National Highways Authority of India [NHAI])
(618777)",Andhra Pradesh,"03/2022
(10/2023)","11/2025
(-)","1877.47
(592.85)",245.55,98
787,"4L of Madanapalle to Pileru Section from Km 0.000 to Km 55.900 of NH-71Package-I
(National Highways Authority of India [NHAI])
(618778)",Andhra Pradesh,"02/2022
(01/2023)","01/2025
(06/2025)","1877.47
(1994.1)",1024.27,94
788,"Development of 4L Road from Samarlakota to Achampeta Junction as part of
Kakinada Port Connectivity to NH-16 Rajanagaram Junction in East Godavari District
(National Highways Authority of India [NHAI])
(618803)",Andhra Pradesh,"09/2022
(08/2023)","08/2025
(-)","645.63
(750.2)",543.32,74
789,"Dedicated Port road to Krishnapatnam Port Package-I from Km. 0.000 to Km. 18.000
(National Highways Authority of India [NHAI])
(618804)",Andhra Pradesh,"03/2018
(12/2018)","12/2020
(-)","348.72
(341.36)",59.91,75
790,"4L Greenfield Road connecting North and South industrial cluster of Khandaleru Creek
near Krishnapatnam port at Thamminapatnam to Mollur from Km 0.0 to Km 16.046,
Part I & 6L extension of dedicated port road of NH-67 Km 18.0 to Km 19.3, Part II
(National Highways Authority of India [NHAI])
(618807)",Andhra Pradesh,"08/2022
(09/2023)","09/2025
(-)","609.43
(559.98)",403.36,73
791,"4 Laning of NH-544D from Km 0.000 to km 37.000 of Anantapur- Muchukota section
Pkg-1
(National Highways Authority of India [NHAI])
(618826)",Andhra Pradesh,"10/2022
(07/2023)","07/2025
(-)","907.76
(905.98)",410.28,91
792,"4 Laning of NH-544D from Km 37.000 to km 69.000 of Muchukota- Bugga section
Pkg-2
(National Highways Authority of India [NHAI])
(618827)",Andhra Pradesh,"10/2022
(08/2023)","08/2025
(-)","1097.57
(1055.23)",320.15,70
793,"4L PS from Mandlem Existing Km. 38.000/Design Km.30.600 to Atmakur Existing
Km.73.000/Design Km 66.115 of NH340C Package2
(National Highways Authority of India [NHAI])
(618919)",Andhra Pradesh,"03/2023
(11/2023)","11/2025
(-)","887.28
(913.03)",374.34,99
