Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
531,"JHAJHA - BATIA
(East Central Railway [ECR] - I)
(900874)",Bihar,"03/2023
(03/2023)","03/2028
(01/2030)","588.18
(588.18)",0.8,0
532,"Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1]
(Indian Railway Construction International Limited [IRCON])
(400220)",Chhattisgarh,"03/2016
(01/2014)","09/2018
(03/2026)","3055
(3438)",2594.89,94
533,"Doubling of Kirandul-Jagdalpur Line [150 km]
(East Coast Railway [ECoR] - II)
(400291)",Chhattisgarh,"02/2013
(03/2013)","03/2020
(12/2025)","1589
(1798)",1566.97,93
534,"Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20
Kms - 2nd Material Modification to Raipur Titlagarh doubling.
(SECR)
(602792)",Chhattisgarh,"07/2011
(05/2021)","02/2025
(03/2026)","1171
(1171)",376,100
535,"4th line between Nipania Bhatapara 14.4 Km
(South East Central Railway [SECR] - II)
(612815)",Chhattisgarh,"12/2022
(05/2024)","03/2027
(-)","170.49
(170.49)",1.34,5
536,"Dharamjaigarh-Korba 63 km
(CERL)
(613003)",Chhattisgarh,"08/2023
(07/2022)","08/2026
(-)","1686.26
(1686.26)",288.83,18.5
537,"KHARSIA- NAYA RAIPUR-PARMALKASA 5th and 6th Line [278KM]
(CAO/C/SECR)
(617200)",Chhattisgarh,"04/2025
(04/2025)","03/2031
(-)","7853.84
(7853.84)",0,0
538,"Dallirajhara - Rowghat New Rail Line Project, Phase-I
(Rail Vikas Nigam Limited)
(617374)",Chhattisgarh,"NA
(11/2009)","03/2025
(-)","1516.45
(1516.45)",873.79,92
539,"Dallirajhra- Rowghat New Railway Line - Phase I [95 km]
(Rail Vikas Nigam Limited)
(705433)",Chhattisgarh,"07/2009
(12/2009)","09/2025
(12/2025)","1628
(1628)",1440.85,82
540,"Gevra Road-Pendra Road New Railway Line [135 km]
(Indian Railway Construction International Limited [IRCON])
(705444)",Chhattisgarh,"04/2014
(04/2014)","03/2022
(12/2025)","4970
(4970)",4449.99,73
541,"Boridand - Ambikapur Doubling Line Project
(South East Central Railway [SECR] - II)
(706854)",Chhattisgarh,"06/2022
(04/2022)","06/2030
(06/2030)","1376
(1576.23)",139.49,21
542,"4TH LINE - BHATAPARA-HATHBAND [8.8 KM] [PB-72/NR/2022-23]
(SECR)
(709815)",Chhattisgarh,"09/2022
(05/2024)","01/2027
(12/2027)","177.03
(177.03)",0,3
543,"4TH LINE - BHILAI-BHILAI NAGAR [8.8 KM] [PB-72/NR/2022-23]
(SECR)
(709816)",Chhattisgarh,"09/2022
(05/2024)","02/2027
(02/2027)","177.34
(177.34)",1.64,5
544,"4TH LINE - DADHAPARA-BELHA [9.2 KM] [PB-72/NR/2022-23]
(SECR)
(709817)",Chhattisgarh,"09/2022
(05/2024)","11/2026
(11/2026)","169.06
(169.06)",17.84,60
545,"4TH LINE RAJNANDGAON-DONGARHGARH [31.2 KM] [PB-72/NR/2022-23]
(SECR)
(709818)",Chhattisgarh,"09/2022
(05/2024)","01/2027
(01/2027)","328.34
(328.34)",56.1,26
546,"3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI
(SECR)
(709819)",Chhattisgarh,"09/2022
(05/2025)","12/2026
(12/2026)","167.64
(167.64)",0.09,4
547,"Redevelopment of New Delhi Railway Station and construction of associated
infrastructure
(Rail Land Development Authority)
(613785)",Delhi,"01/2023
(06/2024)","12/2028
(-)","4744
(4744)",119.95,1
