Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
401,"City Gas Distribution Project at Beed, Jalgaon and Jalna Districts
(MinistryofPetroleumNaturalGas)
(709771)",Maharashtra,"NA
(03/2022)","09/2031
(09/2031)","865
(865)",69.15,2
402,"Construction of Additional Tankages and Allied Facilities at JNPT Terminal
(MinistryofPetroleumNaturalGas)
(709780)",Maharashtra,"NA
(04/2022)","08/2026
(08/2026)","341.43
(436.14)",282.95,51
403,"ATF Pipeline from Jawaharlal Nehru Port Trust to Navi Mumbai International Airport
(Indian Oil Corporation Limited [IOCL])
(709782)",Maharashtra,"NA
(08/2022)","08/2025
(03/2026)","165
(165)",90.75,74
404,"Installation of Independent De- Aromatized Solvents [DAS] production facilities at MR
(Bharat Petroleum Corporation Limited [BPCL])
(709789)",Maharashtra,"NA
(03/2023)","07/2025
(12/2025)","405
(343)",205.63,86
405,"POL & LOBS Installations with Receipt Pipelines at Rasayani
(Bharat Petroleum Corporation Limited [BPCL])
(709797)",Maharashtra,"NA
(05/2023)","05/2026
(05/2026)","2585
(2585)",612.7,61
406,"Part Replacement Pipeline Project [PRPP]
(Oil and Natural Gas Corporation Limited [ONGC])
(709846)",Maharashtra,"NA
(11/2022)","05/2024
(11/2025)","1219.48
(1145.1)",744.81,90
407,"Visakh Raipur Pipeline Project
(Ministry of Petroleum and Natural Gas)
(616254)","Multi-States
(Andhra Pradesh,
Chhattisgarh,
Odisha)","NA
(09/2024)","09/2027
(09/2027)","2212
(2212)",13.45,8
408,"North East Gas Grid
(Ministry of Petroleum & Natural Gas)
(701346)","Multi-States
(Arunachal
Pradesh, Assam,
Manipur,
Meghalaya,
Mizoram,
Nagaland, Sikkim,
Tripura, West
Bengal)","NA
(04/2020)","03/2024
(03/2026)","9265
(9265)",6393.85,85
409,"Upgradation of Facilities of Numaligarh-Siliguri Product Pipeline [NSPL] for
transportation of additional products from existing 1.72 MMTPA to 5.5 MMTPA
(Ministry of Petroleum & Natural Gas)
(701350)","Multi-States
(Assam, West
Bengal)","NA
(06/2021)","12/2024
(10/2025)","860
(860)",584.76,98
410,"CGD Project in Banka, Dumka, Godda, Jamtara, Pakur, Sahibganj GA ID 11A.02
(Hindustan Petroleum Corporation Limited)
(709757)","Multi-States
(Bihar, Jharkhand)","NA
(06/2022)","06/2030
(06/2030)","1377
(1377)",331.74,27
411,"Mumbai Nagpur Jharsuguda Pipeline Project
(Ministry of Petroleum & Natural Gas)
(701354)","Multi-States
(Chhattisgarh,
Madhya Pradesh,
Maharashtra,
Odisha)","NA
(06/2020)","05/2023
(09/2025)","7844.25
(8255)",6495.6,96
412,"Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline
(Ministry of Petroleum & Natural Gas)
(701330)","Multi-States
(Gujarat, Haryana,
Punjab,
Rajasthan)","NA
(07/2011)","06/2024
(12/2025)","7392
(7392)",6308,90
413,"Gurdaspur Jammu Pipeline
(Gas Authority of India Limited [GAIL])
(612853)","Multi-States
(Jammu and
Kashmir, Punjab)","NA
(07/2023)","07/2026
(07/2026)","521.9
(521.9)",190.1,36
414,"Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II
(Ministry of Petroleum & Natural Gas)
(701228)","Multi-States
(Karnataka,
Kerala, Tamil
Nadu)","NA
(06/2009)","12/2012
(12/2025)","2915
(5909)",4453.29,94
415,"City Gas Distribution Maharashtra Natural Gas Limited
(Ministry of Petroleum & Natural Gas)
(701338)","Multi-States
(Karnataka,
Maharashtra)","NA
(01/2006)","06/2031
(06/2031)","5535
(5535)",3861.49,0
