Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1177,"4L PS from Near Guddehosur to Start of Kushalnagara Bypass to near Hemmige
Village Periyapatna - Hassan Road Jn from Km. 122.200 to Km. 144.900 of NH-275
Pkg. II
(National Highways Authority of India [NHAI])
(618871)
(-)",Karnataka,"02/2023
(12/2025)","12/2027
(12/2027)","909.86
(896.42)",2.9,4.28
1178,"4L PS from near Hunsur - KR Nagar Junction to near Yalachahalli village KR Nagara -
Yelawala Road Junction fcrom Km 169.000 to Km 195.550 of NH-275 Pkg-IV
(National Highways Authority of India [NHAI])
(618872)
(-)",Karnataka,"02/2023
(04/2025)","04/2027
(04/2027)","1062.76
(952.03)",92.49,13.14
1179,"4L PS from near Yalachahalli village KR Nagara - Yelawala Road junction to
Srirangapatna Bypass Near Paschima Vahini from km 195.550 to Km 214.535 of NH-
275 Pkg-V
(National Highways Authority of India [NHAI])
(618873)
(-)",Karnataka,"01/2023
(04/2025)","04/2027
(04/2027)","1272.71
(1203.2)",97.25,12
1180,"4L of Bettadahalli- Shivamogga section from Km.170.415 to km. 226.750 of NH-206
Tumkur- Shivamogga Pkg-IV
(National Highways Authority of India [NHAI])
(618887)
(N24001687)",Karnataka,"01/2019
(10/2021)","10/2023
(03/2027)","2082.98
(2545.11)",864,81.96
1181,"4L of Sannur to Bikarnakatte section from Km 691.350 to Km 736.362 of NH-169
Karkala - Mangalore Package-III
(National Highways Authority of India [NHAI])
(618896)
(N24001680)",Karnataka,"03/2021
(10/2022)","10/2024
(06/2026)","1386.41
(2038.71)",915.67,67.68
1182,"Tumkur-Chitradurga
(National Highways Authority of India [NHAI])
(619070)
(-)",Karnataka,"04/2010
(06/2011)","12/2013
(06/2026)","839
(47.44)",8.24,100
1183,"Tumkur - Nelamangala 6L
(National Highways Authority of India [NHAI])
(619071)
(N24001681)",Karnataka,"03/2021
(08/2022)","08/2025
(03/2027)","2032.15
(1664.2)",504.51,59.29
1184,"Bangalore/TN border to Hoskote
(National Highways Authority of India [NHAI])
(619072)
(N24001674)",Karnataka,"02/2022
(02/2023)","02/2025
(07/2026)","1181.68
(1297.76)",775.99,93.75
1185,"4L of 42.000 to km 80.00 of Dodaballapur Bypass to Hoskote section of NH-648 Old
NH-207 [Bangalore Ring Road Pkg 2]
(National Highways Authority of India [NHAI])
(619073)
(-)",Karnataka,"02/2020
(02/2021)","02/2023
(04/2026)","1317.74
(1846.52)",1015.48,99.2
1186,"Goa / Karnataka Km.93.700 to Kundapur Km.283.30
(National Highways Authority of India [NHAI])
(619096)
(N24000462)",Karnataka,"07/2012
(03/2014)","08/2016
(07/2026)","1644.92
(1990.99)",326.66,97.8
1187,"4 Lane with PS from Des. Ch 182.300 to Des. Ch. 228.500 of Belgaum-Hungund-
Raichur Section of NH 748 A Package-5
(National Highways Authority of India [NHAI])
(619106)
(-)",Karnataka,"03/2023
(11/2024)","11/2026
(11/2026)","1141.88
(868.65)",176.76,31.07
1188,"4 Lane with PS from Des. Ch 136.100 to Des. Ch. 182.300 of Belgaum-Hungund-
Raichur Section of NH-748A Package-4
(National Highways Authority of India [NHAI])
(619107)
(-)",Karnataka,"02/2024
(09/2025)","09/2027
(09/2027)","1311.41
(1123.35)",4.66,8.01
1189,"4 Lane with PS from Des. Ch 0.000 to Des. Ch. 43.800 of Belgaum-Hungund-Raichur
Section of NH-748A Package-1
(National Highways Authority of India [NHAI])
(619108)
(-)",Karnataka,"02/2024
(06/2025)","06/2027
(06/2027)","1452.43
(1256.55)",126.2,28.5
1190,"Hassan km 184.912 to Maranahally km 230.060 of NH - 75 in Karnataka
(National Highways Authority of India [NHAI])
(619117)
(-)",Karnataka,"12/2015
(03/2017)","03/2019
(04/2026)","1021.57
(1091.4)",695.38,97.8
1191,"Nidagatta-Mysore Pkg II
(National Highways Authority of India [NHAI])
(619120)
(-)",Karnataka,"02/2018
(12/2019)","06/2022
(04/2026)","2919.8
(4113.89)",1378.91,99.19
1192,"4L of Hubli - Hospet Section of NH-63 from Km 128.850 to Km 272.571
(National Highways Authority of India [NHAI])
(619121)
(-)",Karnataka,"07/2016
(03/2017)","03/2020
(05/2026)","2531.99
(3619.32)",1275.33,99.65
1193,"Yekkambi-Haveri
(National Highways Authority of India [NHAI])
(619138)
(N24001682)",Karnataka,"09/2021
(03/2022)","03/2024
(03/2027)","309.9
(309.9)",72.86,20.78
1194,"Hospet - Chitradurga from km. 299.00 to km. 418.750
(National Highways Authority of India [NHAI])
(619144)
(-)",Karnataka,"03/2015
(02/2016)","08/2018
(06/2026)","1519.72
(387.48)",35.48,100
1195,"BRT Tiger Reserve Boundary Km.287.500 to Bangalore Section Km.458.420 of NH-
209 in Karnataka
(National Highways Authority of India [NHAI])
(619150)
(-)",Karnataka,"04/2016
(08/2017)","08/2019
(05/2026)","2082.69
(2859.93)",718.08,99.7
1196,"Belgaum-Khanapur Pkg I Km 0.000-Km 30.800 of NH-4A
(National Highways Authority of India [NHAI])
(619164)
(-)",Karnataka,"03/2018
(03/2019)","09/2021
(03/2027)","1214.3
(1195.74)",479.2,71.41
1197,"6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km.
97.000 to Km. 162.500 in Yadgir of NH-150C Pkg-III
(National Highways Authority of India [NHAI])
(619211)
(-)",Karnataka,"03/2022
(04/2023)","10/2025
(12/2026)","2104.7
(2065.83)",690.04,73.9
