Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
549,"Harmuty-Murkongselek Branch Line Electrification Project
(GM/C/ NFR)
(706942)
(-)",Assam,"09/2018
(01/2022)","05/2024
(-)","237.52
(237.52)",0,0
550,"Sakri -Hasanpur [via Harnagar - Kusheshwar Asthan] New Railway line
(East Central Railway [ECR] - I)
(400254)
(-)",Bihar,"12/2023
(08/1997)","12/2024
(03/2027)","735.2
(735.2)",589.31,84
551,"Construction of Bulb line at Nabinagar Ankorah of East Central Railway
(East Central Railway [ECR] - I)
(617231)
(-)",Bihar,"06/2024
(06/2024)","06/2028
(-)","611.74
(611.74)",0,0
552,"Khagaria-Kusheshwar Asthan [42Km] new line project
(East Central Railway [ECR] - I)
(705364)
(220100257)",Bihar,"04/2019
(12/1998)","12/2024
(03/2027)","614
(1384.16)",490.43,55
553,"Hajipur-Sagauli New line
(East Central Railway [ECR] - I)
(705366)
(220100303)",Bihar,"10/2007
(10/2004)","03/2020
(12/2026)","2067
(2087)",2018.69,74
554,"Araria Supaul New BG Line
(East Central Railway [ECR] - I)
(705368)
(N22000177)",Bihar,"06/2018
(03/2009)","03/2024
(01/2027)","1605
(2514)",1697.03,46
555,"Fatuha-Islampur incl. MM for extn.of NL from Neora to Daniawan , Daniawan to
Biharsharif, Biharsharif to Barbigha , Barbigha to Shekhpura
(East Central Railway [ECR] - I)
(705373)
(N22000476)",Bihar,"08/2002
(03/2002)","03/2023
(08/2025)","1473
(2882)",2545.14,97
556,"Jogbani-Biratnagar New Rail Line project
(Indian Railway Construction International Limited [IRCON])
(705450)
(N22000207)",Bihar,"06/2010
(01/2011)","03/2022
(12/2026)","402
(486)",368.62,86
557,"Samastipur-Darbhanga Doubling Railway Project
(East Central Railway [ECR] - I)
(705526)
(N22000329)",Bihar,"11/2015
(12/2015)","03/2025
(10/2025)","519
(519)",396.78,95
558,"Sagauli-Valmiknagar
(East Central Railway [ECR] - I)
(705527)
(N22000472)",Bihar,"03/2018
(03/2017)","12/2025
(12/2025)","1216
(2222)",2092.09,92
559,"Muzaffarpur-Sugauli
(East Central Railway [ECR] - I)
(705528)
(N22000473)",Bihar,"03/2018
(03/2017)","06/2024
(03/2026)","1586
(1586)",1485.37,99
560,"Rampur Dumra-Tal-Rajendrapul Additional Bridge and Railway Line Doubling
(Indian Railway Construction International Limited [IRCON])
(706759)
(N22000350)",Bihar,"03/2016
(05/2017)","12/2024
(12/2025)","2373.64
(1700.24)",1542.83,98
561,"Barauni-Bachwara [16 km] - 3rd & 4th line incl. Barauni yard remodelling [32 km]
(East Central Railway [ECR] - I)
(706860)
(-)",Bihar,"10/2022
(08/2025)","08/2025
(10/2026)","645
(645)",44.5,56
562,"JHAJHA - BATIA
(East Central Railway [ECR] - I)
(900874)
(-)",Bihar,"03/2023
(03/2023)","03/2028
(01/2030)","588.18
(588.18)",1.78,0
563,"Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1]
(Indian Railway Construction International Limited [IRCON])
(400220)
(N22000489)",Chhattisgarh,"03/2016
(01/2014)","09/2018
(03/2026)","3055
(3407.09)",2654.6,94
564,"Doubling of Kirandul-Jagdalpur Line [150 km]
(East Coast Railway [ECoR] - II)
(400291)
(N22000318)",Chhattisgarh,"02/2013
(03/2013)","03/2020
(05/2026)","1589
(1798)",1618.58,96
565,"Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20
Kms - 2nd Material Modification to Raipur Titlagarh doubling.
(SECR)
(602792)
(N22000572)",Chhattisgarh,"07/2011
(05/2021)","02/2025
(03/2026)","1171
(1171)",390.4,100
566,"4th line between Nipania Bhatapara 14.4 Km
(South East Central Railway [SECR] - II)
(612815)
(-)",Chhattisgarh,"12/2022
(05/2024)","03/2027
(-)","170.49
(170.49)",9.1,7
567,"KHARSIA- NAYA RAIPUR-PARMALKASA 5th and 6th Line [278KM]
(CAO/C/SECR)
(617200)
(-)",Chhattisgarh,"04/2025
(04/2025)","03/2031
(-)","7853.84
(7853.84)",0,0
568,"Dallirajhara - Rowghat New Rail Line Project, Phase-I
(Rail Vikas Nigam Limited)
(617374)
(-)",Chhattisgarh,"NA
(11/2009)","03/2025
(02/2026)","1516.45
(1881.26)",2095.42,97
569,"Dallirajhra- Rowghat New Railway Line - Phase I [95 km]
(Rail Vikas Nigam Limited)
(705433)
(N22000602)",Chhattisgarh,"07/2009
(12/2009)","09/2025
(12/2025)","1628
(1628)",1440.85,82
570,"Gevra Road-Pendra Road New Railway Line [135 km]
(Indian Railway Construction International Limited [IRCON])
(705444)
(-)",Chhattisgarh,"04/2014
(04/2014)","03/2022
(12/2025)","4970
(7448.52)",4947.72,78
571,"Boridand - Ambikapur Doubling Line Project
(South East Central Railway [SECR] - II)
(706854)
(N22000580)",Chhattisgarh,"06/2022
(04/2022)","06/2030
(06/2030)","1376
(1576.72)",214.79,25
