Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
707,"3rd & 4th Railway Line Project from Salegaon to Budhapank via Rajathgarh.
(East Coast Railway [ECoR] - II)
(705515)",Odisha,"07/2013
(12/2015)","03/2026
(03/2026)","1173
(2092)",1971,80
708,"Jeypore-Navarangpur New Rail Line Project
(East Coast Railway [ECoR] - II)
(705741)",Odisha,"07/2017
(04/2023)","07/2028
(12/2029)","748
(748)",12.76,1
709,"Jeypore-Malkanagiri New Railway Line Project
(East Coast Railway [ECoR] - II)
(705742)",Odisha,"02/2018
(12/2023)","07/2033
(07/2033)","2344
(2344)",490.13,20
710,"Khurda Road - Balangir Electrification of Railway Track Project
(Ministry of Railways)
(706898)",Odisha,"09/2018
(09/2019)","03/2021
(-)","267.61
(267.61)",0,0
711,"GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms
(East Coast Railway [ECoR] - II)
(709811)",Odisha,"09/2022
(05/2025)","09/2027
(09/2027)","190
(189.93)",0,0
712,"Jaynagar-Bijalpura, incl. extn. Bet, Bijalpura-Bardibas [Nepal]
(East Central Railway [ECR] - I)
(705362)",Offshore,"08/2015
(03/2011)","03/2022
(03/2026)","819
(819)",580.51,75
713,"Ludhiana- Killa Raipur Railway Doubling Project
(Railway)
(705783)",Punjab,"03/2019
(12/2022)","03/2025
(03/2026)","237.64
(238)",134.48,50
714,"Dedicated Test Track for RDSO Phase II
(North Western Railway [NWR])
(611614)",Rajasthan,"11/2021
(11/2021)","11/2026
(11/2026)","819.48
(967.06)",471,86
715,"Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli
Gauge Conversion [152 Km]
(North Western Railway [NWR])
(611849)",Rajasthan,"01/2023
(01/2023)","06/2028
(06/2028)","968.92
(968.92)",151.53,52
716,"Maintenance cum workshop depot for Vande Bharat Sleeper Trains as per conditions
under WTA 527
(WPO/Patna)
(611929)",Rajasthan,"09/2022
(06/2023)","12/2024
(-)","166.86
(166.86)",0,0
717,"PUSHKAR- MERTA CITY NEW LINE
(North Western Railway [NWR])
(616841)",Rajasthan,"02/2024
(02/2024)","12/2026
(-)","799.64
(799.64)",14.64,4
718,"AJMER- CHANDERIYA DOUBLING
(North Western Railway [NWR])
(616843)",Rajasthan,"02/2024
(02/2024)","06/2027
(-)","1634.79
(1634.79)",140.65,7
719,"SADULPUR - CHURU DOUBLING PROJECT
(North Western Railway [NWR])
(617403)",Rajasthan,"01/2024
(01/2024)","06/2026
(-)","468.64
(468.64)",128.6,52
