Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
324,"Construction of IIT Bhubaneswar -Phase III
(Indian Institute of Technology, Bhubaneshwar)
(611961)
(-) (-)",Odisha,"02/2024
(05/2024)","11/2026
(-)","454.27
(454.27)",101.36,8.11
325,"1000 seater Boys hostel, 500 seater Girls hostel, 1.5 MLD Sewage Treatment Plant
and Faculty Residence - 72 nos. Flats
(NIT Rourkela)
(619033)
(-) (-)",Odisha,"09/2023
(01/2024)","06/2026
(-)","198.97
(198.97)",42.55,43
326,"Establishment of NIT Puducherry Permanent Campus [Phase-I and Phase-II]
(National Institute of Technology, Puducherry)
(612877)
(-) (5639)",Puducherry,"09/2009
(07/2013)","12/2024
(05/2026)","618.34
(544.34)",543.74,99
327,"Construction of Permanent Campus of Indian Institute of Management [IIM] Amritsar,
Punjab, Phase-I
(Indian intitue of Management, Amritsar)
(605292)
(N28000142) (4865)",Punjab,"10/2019
(07/2020)","06/2023
(11/2026)","348.31
(348.31)",293.1,91.7
328,"Construction of Girls Hostel 400 seater, Boys Hostel 600 seater, Academic Block,
International Hostel 100 seater, VC Residence and Purchase of Equipment
(Central University of Punjab)
(617221)
(-) (-)",Punjab,"08/2024
(04/2025)","10/2027
(-)","210.99
(210.99)",87.16,48
329,"Construction of Sikkim University Campus Phase-I Package-II at Yangang, South
Sikkim
(Sikkim University)
(609736)
(N44000002) (-)",Sikkim,"08/2020
(01/2022)","01/2025
(03/2026)","314.06
(314.06)",292,95.5
330,"Establishment of Permanent Campus of NIT SIkkim at Khamdong-Gangtok District
(NIT Sikkim)
(612883)
(-) (5656)",Sikkim,"02/2024
(03/2024)","02/2028
(12/2026)","685.76
(610.76)",283.56,36
331,"Construction of Precast housing and hostels at IIT Hyderabad
(Indian Institute of Technology, Hyderabad)
(609996)
(-) (-)",Telangana,"09/2022
(11/2022)","10/2024
(01/2026)","262
(262)",216.1,89.11
332,"Banaras Hindu University [ Kayakalp of Institute of Medical Sciences]
(Banaras Hindu University)
(606479)
(-) (-)",Uttar Pradesh,"06/2020
(06/2020)","09/2022
(03/2026)","246
(246)",209.68,99
333,"Construction & Development of Infrastructural Facilities in the main campus of NIT
Uttarakhand at Sumari, Pauri Garhwal
(National Institute of Technology Uttarakhand)
(611963)
(-) (5655)",Uttarakhand,"06/2020
(04/2024)","09/2027
(-)","650.85
(650.85)",347.26,58
334,"HEFA projects on development of student hostels, playgrounds, departmental
buildings, class room complex and other campus facilities in IIT Kharagpur
(Indian Institute of Technology, Kharagpur)
(609019)
(N28000146) (4351)",West Bengal,"06/2018
(04/2019)","03/2023
(03/2026)","500
(442)",416.2,96.6
,Total (30),,,,15165.68,8352.55,
,Department of Sports,,,,,,
,Education,,,,,,
335,"National Sports University [NSU], Imphal [Manipur]
(Department of Sports & Youth Affairs)
(400081)
(-) (3895)",Manipur,"NA
(01/2022)","08/2024
(08/2026)","906.47
(611.74)",575.68,97.05
,Total (1),,,,906.47,575.68,
,Ministry of Petroleum & Natural Gas,,,,,,
,Energy Storage,,,,,,
336,"Construction of LPG Facilities at Kamardanga, Assam
(Hindustan Petroleum Corporation Limited)
(709754)
(N16000484) (-)",Assam,"03/2023
(03/2023)","07/2027
(07/2027)","156.36
(156.36)",104.75,77
337,"Setting up of new rail fed POL facility at Kamardanga, Assam
(Hindustan Petroleum Corporation Limited [HPCL])
(709755)
(N16000494) (-)",Assam,"03/2023
(03/2023)","07/2027
(07/2027)","384.04
(384.04)",230.16,84.2
338,"Capacity Augmentation of Kandla LPG Import Terminal [KLIT] from 0.6 MMTPA to 2.5
MMTPA
(Ministry of Petroleum & Natural Gas)
(617839)
(-) (-)",Gujarat,"05/2023
(05/2023)","07/2026
(07/2026)","356.86
(304.4)",161.02,67
339,"Andheri Residential Towers, Mumbai
(Ministry of Petroleum & Natural Gas)
(604833)
(N16000503) (-)",Maharashtra,"06/2017
(06/2017)","05/2025
(06/2026)","281.35
(389.67)",279.58,81
340,"Setting up of 50 MW [plus/minus 5 percent] Wind Power Plant for Captive
Consumption at MR
(MinistryofPetroleumNaturalGas)
(619313)
(-) (-)",Maharashtra,"05/2023
(05/2023)","04/2027
(04/2027)","483.14
(483.14)",360.19,61.8
341,"LPG Bottling Plant at Mualkhang
(Ministry of Petroleum & Natural Gas)
(617829)
(-) (-)",Mizoram,"07/2024
(07/2024)","10/2028
(03/2028)","225.71
(225.71)",30.4,32.5
342,"Srikakulam Angul Gas Pipeline Project
(Ministry of Petroleum & Natural Gas)
(701343)
(N16000388) (2530)","Multi-States
(Andhra Pradesh,
Odisha)","09/2019
(09/2019)","07/2022
(06/2026)","2658.34
(2810)",2315.2,97.8
