Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
265,"Indore Metro Rail Project
(Madhya Pradesh Metro Rail Co Limited [MPMRCL])
(702626)
(N28000125) (3138)",Madhya Pradesh,"11/2018
(11/2018)","11/2022
(12/2028)","7500.8
(7500.8)",4984.13,64.63
266,"PCMC To Nigdi- Extension Of North South Corridor Of Phase-1
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617225)
(N28000157) (7570)",Maharashtra,"10/2023
(10/2023)","01/2027
(-)","910.18
(960.18)",285.68,44.6
267,"Pune Metro Phase-1 Extension line towards south from Swargate to Katraj
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617226)
(N28000160) (7627)",Maharashtra,"09/2024
(09/2024)","03/2029
(-)","2954.53
(2954.53)",51.68,5.4
268,"Thane Integral Ring Metro Rail Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617327)
(-) (7735)",Maharashtra,"09/2024
(09/2024)","09/2029
(-)","12200.1
(12200.1)",83.69,8.74
269,"Pune Metro Rail Project Phase-2 Corridor 2A Vanaz to Chandani Chowk and Corridor
2B Ramwadi to Wagholi/Vitthalwadi
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(618971)
(-) (10784)",Maharashtra,"07/2025
(07/2025)","07/2029
(-)","3626.24
(3626.24)",3.33,1.45
270,"Pune Metro Rail Project Phase-2 Line-4 Kharadi to Khadakwasla with Spur Line 4A
Nal Stop - Warje - Manikbaug
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(618985)
(-) (10785)",Maharashtra,"12/2025
(12/2025)","12/2030
(-)","9857.85
(9857.85)",5.49,0.52
271,"New Suburba Station Development Project
(ministry of housing and urban affairs)
(701745)
(-) (-)",Maharashtra,"04/2018
(03/2019)","07/2022
(-)","262.76
(262.76)",17.62,6
272,"Kalyan Station Precinct Imporvement Project
(ministry of housing and urban affairs)
(701991)
(-) (-)",Maharashtra,"04/2018
(07/2020)","07/2023
(06/2026)","600
(723.7)",523.76,84
273,"Mumbai Metro Line 3
(Mumbai Metro Rail Corporation Limited [MMRC])
(702637)
(N28000086) (1384)",Maharashtra,"07/2013
(06/2016)","03/2023
(08/2025)","23136
(37276)",33648.26,97.86
274,"Nagpur Metro Rail Phase II Development Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(702658)
(N28000155) (5205)",Maharashtra,"12/2022
(12/2022)","12/2027
(-)","6708
(6708)",1940.06,39.5
275,"Delhi Metro Rail Phase-IV [Rithala - Kundli Corridor]
(Delhi Metro Rail Corporation Limited [DMRC])
(617206)
(-) (7530)","Multi-States (Delhi,
Haryana)","01/2025
(01/2025)","01/2029
(-)","6230.99
(6230.99)",558.03,0
276,"Jaipur Metro Phase 1C from Badi Chaupar to Transport Nagar via Ramganj
(Jaipur Metro Rail Corporation)
(612066)
(-) (-)",Rajasthan,"NA
(09/2023)","04/2027
(-)","980.08
(980.08)",103.03,0
277,"Jaipur Metro Phase 1D Project from Mansarovar to Ajmer Road Chauraha
(Jaipur Metro Rail Corporation)
(612068)
(-) (-)",Rajasthan,"NA
(12/2023)","03/2026
(-)","204.81
(204.81)",23.34,12.48
278,"Chennai Metro Rail Phase-II Development Project
(Chennai Metro Rail Limited [CMRL])
(702668)
(-) (4262)",Tamil Nadu,"10/2024
(11/2020)","08/2029
(-)","63246
(63246)",33774,53.36
279,"Extension of Aqua Line Metro Corridor from Noida Sector-142 station to Botanical
Garden, Noida of Noida Metro Rail Corporation
(Noida Metro Rail Corporation Ltd. [NMRCL])
(616221)
(-) (7510)",Uttar Pradesh,"03/2026
(03/2026)","03/2030
(-)","2254.35
(2254.35)",0,0
280,"LUCKNOW METRO RAIL PROJECT PHASE-1B EAST WEST CORRIDOR
(Uttar Pradesh metro rail corporation [UPMRC])
(619052)
(-) (11609)",Uttar Pradesh,"09/2025
(05/2026)","04/2031
(-)","5801.05
(5801.05)",0,1.1
281,"Kanpur Metro Rail Project
(Uttar Pradesh metro rail corporation [UPMRC])
(702628)
(N28000144) (3116)",Uttar Pradesh,"05/2019
(11/2019)","05/2024
(03/2027)","11076.48
(11076.5)",9121.15,81.95
282,"Agra Metro Rail Project
(Uttar Pradesh metro rail corporation [UPMRC])
(702629)
(N28000145) (3117)",Uttar Pradesh,"05/2019
(12/2020)","05/2024
(06/2027)","8379.62
(8379.62)",6102.28,71
,Total (29),,,,307834.71,171812.91,
,Waste & Water,,,,,,
283,"ESR - 8 nos., distribution system - 216 Km, new house service connections - 38760
nos. upgrading of feeder mains, pumping station etc. - Phase II
(Ministry of Housing & Urban Affairs)
(702674)
(-) (-)",Andhra Pradesh,"02/2017
(07/2018)","03/2023
(08/2026)","172.22
(172.22)",88.86,82
284,"Muzaffarpur Storm Water Drainage Phase-I Project
(Ministry of Housing & Urban Affairs)
(702699)
(-) (-)",Bihar,"11/2016
(02/2019)","10/2023
(06/2026)","158.78
(158.78)",135.72,85
285,"Sewerage Management Scheme Part-3 Implementation
(Ministry of Housing & Urban Affairs)
(702734)
(-) (-)",Haryana,"03/2017
(11/2017)","09/2023
(09/2026)","278.01
(278.01)",228.49,88
