Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
726,"Bhadrak-Nergundi Third Line
(East Coast Railway [ECoR] - II)
(705510)
(N22000316) (1854)",Odisha,"10/2015
(04/2015)","11/2024
(01/2026)","1284
(1284)",1352.81,95
727,"Koraput - Singapur Railway Doubling
(East Coast Railway [ECoR] - II)
(705513)
(N22000379) (1857)",Odisha,"12/2015
(12/2015)","12/2027
(03/2028)","2362
(2362)",1962.43,74.6
728,"Jarapada- Budhapank with flyover at Talcher road 3rd and 4th Line
(East Coast Railway [ECoR] - II)
(705514)
(N22000380) (1855)",Odisha,"11/2015
(12/2015)","11/2018
(03/2028)","1000
(810.02)",455.8,59
729,"3rd & 4th Railway Line Project from Salegaon to Budhapank via Rajathgarh.
(East Coast Railway [ECoR] - II)
(705515)
(N22000381) (1752)",Odisha,"07/2013
(12/2015)","03/2026
(03/2026)","1173
(2092)",2120.58,89
730,"Jeypore-Navarangpur New Rail Line Project
(East Coast Railway [ECoR] - II)
(705741)
(N22000517) (3436)",Odisha,"07/2017
(04/2023)","07/2028
(12/2029)","748
(748)",15.91,1.97
731,"Jeypore-Malkanagiri New Railway Line Project
(East Coast Railway [ECoR] - II)
(705742)
(N22000516) (3458)",Odisha,"02/2018
(12/2023)","07/2033
(07/2033)","2344
(2344)",549.72,23.1
732,"Khurda Road - Balangir Electrification of Railway Track Project
(Ministry of Railways)
(706898)
(-) (-)",Odisha,"09/2018
(09/2019)","03/2021
(-)","267.61
(267.61)",0,0
733,"GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms
(East Coast Railway [ECoR] - II)
(709811)
(N22000520) (-)",Odisha,"09/2022
(05/2025)","09/2027
(09/2027)","190
(189.93)",3.4,5
734,"Jaynagar-Bijalpura, incl. extn. Bet, Bijalpura-Bardibas [Nepal]
(East Central Railway [ECR] - I)
(705362)
(N22000181) (2290)",Offshore,"08/2015
(03/2011)","03/2022
(03/2026)","819
(819)",580.51,75
735,"North Region Video Surveillance Project
(RCIL)
(705298)
(-) (-)",PAN India,"06/2020
(04/2023)","03/2024
(-)","274.39
(274.39)",0,48
736,"Ludhiana Mullanpur 21Km Doubling Railway project
(CAO/C/NR)
(607653)
(-) (-)",Punjab,"NA
(10/2022)","06/2024
(-)","234.78
(234.78)",10,0
737,"Ludhiana- Killa Raipur Railway Doubling Project
(Railway)
(705783)
(N22000584) (-)",Punjab,"03/2019
(12/2022)","03/2025
(02/2027)","237.64
(238)",137.05,57
738,"Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli
Gauge Conversion [152 Km]
(North Western Railway [NWR])
(611855)
(-) (9756)",Rajasthan,"01/2023
(01/2023)","01/2027
(-)","968.92
(968.92)",708.25,73
739,"Maintenance cum workshop depot for Vande Bharat Sleeper Trains as per conditions
under WTA 527
(WPO/Patna)
(611929)
(-) (-)",Rajasthan,"09/2022
(06/2023)","12/2024
(-)","166.86
(166.86)",0,0
740,"PUSHKAR- MERTA CITY NEW LINE
(North Western Railway [NWR])
(616841)
(-) (7086)",Rajasthan,"02/2024
(02/2024)","12/2026
(-)","799.64
(799.64)",131.75,8
741,"AJMER- CHANDERIYA DOUBLING
(North Western Railway [NWR])
(616843)
(-) (7084)",Rajasthan,"02/2024
(02/2024)","06/2027
(-)","1634.79
(1634.79)",377.37,12
742,"SADULPUR - CHURU DOUBLING PROJECT
(North Western Railway [NWR])
(617403)
(-) (-)",Rajasthan,"01/2024
(01/2024)","06/2026
(-)","468.64
(468.64)",188.7,90
743,"POKHRAN - RAMDEVRA New Line
(North Western Railway [NWR])
(617404)
(-) (-)",Rajasthan,"04/2025
(04/2025)","03/2028
(-)","189.21
(189.21)",0,0
744,"NATHDWARA- NATHDWARA TOWN NL
(North Western Railway [NWR])
(617408)
(-) (-)",Rajasthan,"03/2019
(04/2024)","03/2027
(-)","166.33
(166.33)",109.96,15
745,"Dholpur - Sirmuttra Gauge Conversion
(North Central Railway)
(705482)
(N22000158) (1692)",Rajasthan,"03/2022
(04/2020)","02/2019
(02/2027)","747
(747)",491.95,49.5
746,"Gudha-Thatha Mithri Construction of Railway Track Project
(North Western Railway [NWR])
(705752)
(N22000593) (7072)",Rajasthan,"04/2019
(04/2019)","11/2026
(11/2026)","819.48
(967.06)",400.92,94
747,"Sawai Madhopur-Jaipur Railway Line Project
(North Western Railway [NWR])
(705912)
(-) (-)",Rajasthan,"02/2024
(04/2023)","03/2027
(-)","1203.89
(1203.89)",207.11,19
