Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1343,"2L PS of JH / WB Border km. 70.524 - Purulia km.84.400 & Purulia km. 94.30 -
Chandil Junction with NH-33 km. 153.705 of Old NH-32
(National Highways Authority of India [NHAI])
(618909)","Multi-States
(Jharkhand, West
Bengal)","03/2018
(12/2019)","08/2022
(12/2025)","1652.4
(1771.88)",741.62,97
1344,"4L of NH-80 section of Mirza Chauki to Farakka section from existing km 190.00 to
design km 200.75 junction at km 3.100 of NH 133 B and from existing km 260.00 to
existing km 283.00 design km 274.133 in the state of Jharkhand package - II
(National Highways Authority of India [NHAI])
(618948)","Multi-States
(Jharkhand, West
Bengal)","02/2025
(02/2026)","01/2028
(-)","782.18
(782.18)",0,0
1345,"4L/2L PS of Govindpur Raiganj - Chas - WB border section of from km. 0.00 to km.
56.889 of Old NH-32
(National Highways Authority of India [NHAI])
(619104)","Multi-States
(Jharkhand, West
Bengal)","NA
(12/2017)","12/2019
(-)","1139.65
(1154.8)",6.64,99
1346,"6L from Belgaum to Sankeshwar Bypass from Km. 515.000 to Km. 555.017 of NH-48
Pkg-I
(National Highways Authority of India [NHAI])
(618515)","Multi-States
(Karnataka,
Maharashtra)","11/2021
(10/2022)","04/2025
(12/2025)","1479.3
(1237.04)",1135.84,97
1347,"6L from Sankeshwar Bypass to MH-KNT Border from Km. 555.017 to Km. 592.853 of
NH-48 Pkg-II
(National Highways Authority of India [NHAI])
(618516)","Multi-States
(Karnataka,
Maharashtra)","01/2022
(10/2022)","04/2025
(10/2026)","1388.7
(1066.86)",1021.28,77
1348,"Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN
to TN/KNT border from km 144.480 to 179.969
(National Highways Authority of India [NHAI])
(618519)","Multi-States
(Karnataka, Tamil
Nadu)","03/2022
(05/2023)","05/2025
(-)","1260.74
(1218.47)",508.62,75
1349,"Hosur to Dhamrapuri Pkg-1 [Neraluru - Thorapalli Agraharam]
(National Highways Authority of India [NHAI])
(618581)","Multi-States
(Karnataka, Tamil
Nadu)","10/2021
(10/2022)","10/2024
(08/2025)","1757.27
(1828.66)",926.99,78
1350,"6L Access Controlled Greenfield Highway of Nandinne village to Julekal village from
Km 202.900 to Km 242.200 Pkg-1
(National Highways Authority of India [NHAI])
(618632)","Multi-States
(Karnataka,
Telangana)","02/2022
(01/2023)","01/2025
(09/2025)","972.06
(1044.06)",406.04,80
1351,"Thalassery Mahe Bypass Km 170.600 to Km 189.200 of NH-17New NH-66 in Kerala
(National Highways Authority of India [NHAI])
(619097)","Multi-States
(Kerala,
Puducherry)","09/2017
(12/2017)","05/2020
(06/2023)","1181.12
(1573.18)",4.81,100
1352,"4L Shahpur to Muktainagar from Km. 186.000 to km 216.278 of NH 753L Pkg II of
Boregaon Buzurg to Muktainagar
(National Highways Authority of India [NHAI])
(619101)","Multi-States
(Madhya Pradesh,
Maharashtra)","12/2022
(03/2024)","03/2026
(-)","784.35
(659.52)",256.54,58
