Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1198,"Strengthening, Widening & Up-gradation of newly declared NH-761 from NH-
61Junction-BelheAlkutiDevibhoyareNighojShirur, from Design chainage Km 0.000 to
Km 37.970 from Single/Intermediate/2L to 2LPS in the State of Maharashtra on EPC
Mode Length 37.970 Km
(MoRTH)
(618061)",Maharashtra,"03/2024
(03/2025)","09/2026
(-)","386.16
(386.16)",24.63,0
1199,"Rehabilitation/Upgradation of existing Highway to 2LPS/4 lane of Dhawali to Rajoli
from Design Km.149476 to 163476 existing Km.150000 to 164000, Pandhasala to
Mohadongri from design Km.170476 to 181476 existing Km.171000 to 182000,
Ambeshivni Fata to Bodli from design Km.183476 to 185476 existing Km.184000 to
186000 and Made Tukum to Gadchiroli from design Km.188476 to 189476 existing
Km.188000 to 18900 having length 28 km of NH-930 of Dhawali to Gadchroli road in
the
(MoRTH)
(618065)",Maharashtra,"03/2022
(03/2024)","09/2025
(-)","316.44
(316.44)",0,27
1200,"Rehabilitation & Up-gradation of Mudkhed to Nanded section from Km. 372000 to Km
388400 of NH 161A i.e. Nanded-Bhokar-Himayatnagar-Kinwat-Mahur-Arani Road
Design chainage from Km 372000 Mudkhed to Km 387650 Nanded of NH 161A
Length 15.65 Km to 2/4Lane with paved shoulders configuration in the State of
Maharashtra on EPC mode.
(MoRTH)
(618089)",Maharashtra,"03/2022
(04/2023)","04/2025
(04/2025)","206.54
(206.54)",0,63
1201,"Sarsam - Kothari of NH-161A - 2L PS from Km.33/00 to 90/00
(MoRTH)
(618090)",Maharashtra,"02/2017
(06/2017)","06/2019
(10/2022)","545.64
(545.64)",0,97
1202,"Pen to Khopoli 2LPS
(MoRTH)
(618094)",Maharashtra,"03/2018
(06/2018)","12/2019
(10/2022)","369.39
(369.39)",143.65,86
1203,"Guhagar - Rampur - 2L-PS - km 0/00 Guhagar to 26/230 Rampur and 40/00 Mirjoli to
53/600 Sati on NH-166E
(MoRTH)
(618097)",Maharashtra,"01/2017
(06/2017)","06/2019
(09/2022)","407.2
(407.2)",0,91
1204,"Upgradation of exhisting 2 lane flexible pavement to 2 lane paved shoulders rigid
pavement from design chainage Km 66.00 to Design Km 82.440 Start of Kolhapur
Municipal corporation near Phulewadi to kale, design length 16.440 Km section on
Talere Gaganbawada-Kolhapur road NH 166G in the state of Maharashtra on EPC
mode
(MoRTH)
(618098)",Maharashtra,"03/2021
(11/2022)","05/2024
(05/2025)","167.97
(167.97)",0,93
1205,"Strengthening and Widening of road Sakoli- Wadsa-Armori-Gadchiroli-Ashti- Allapalli -
Sironcha National highway NH 353C in Km 262/00 to 321/00 including 16 minor
Bridges and 2 Major Bridge Total length 59 Km section from repanpalli to sironcha in
Gadchiroli Dist in the State of Maharashtra.
(MoRTH)
(618133)",Maharashtra,"03/2021
(06/2022)","05/2024
(07/2025)","280.57
(280.57)",0,55
1206,"Rehabilitation /Upgradation from Lagam to Alapalli section Desing Km. 199/400 to km
227/400 Length 28.0 Km to 2 lane with Paved Shoulders/ 4 lane configuration section
of NH-353 C Sakoli-Wadsa-Armori-Gadchiroli-Ashti-Alapalli Sironcha in Gadchiroli
District on EPC mode in the state of Maharashtra.
(MoRTH)
(618134)",Maharashtra,"02/2023
(09/2024)","09/2026
(-)","459.39
(459.39)",0,55
1207,"Upgradatiobn and Rehabilitation of Section of NH 361 F from Parli 00/000 to
Gangakhed 30/400 to Two Lanes with paved shoulder / Four lane configurations on
EPC mode in the State of Maharashtra.
(MoRTH)
(618136)",Maharashtra,"03/2021
(02/2022)","09/2023
(08/2024)","224.44
(224.44)",0,87
