Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
956,"Widening to existing 2 lane with paved Shoulder to 4 Lane with paved shoulder from
design Km 153.00 to 168.27 Mala Gate to Karkala of NH -169 on Shimoga -
Mangalore section in the state of Karnataka on EPC mode under Annula Plan 2021-22
Job No. NH-169-KNT-2021-22-949
(MoRTH)
(617998)",Karnataka,"03/2022
(02/2023)","02/2025
(-)","177.94
(177.94)",94.59,75
957,"Widening to 2-Lane with Paved Shoulders from Km 116.800 to 149.070Design
Changes on Hosadurga - Holalkere Section of NH-173 in the State of Karnataka on
EPC mode under Annual Plan 2021-22 Job no. NH-173-KNT-2021-22-946
(MoRTH)
(618000)",Karnataka,"03/2022
(08/2022)","02/2024
(-)","170.34
(147.39)",60.21,92
958,"Widening to 4 lane from Km. 133.00 to 158.04 design Chainage Km. 130.88 to
155.145 Shirur Cross to Gaddankeri of NH-367 in the State of Karnataka on EPC
mode. Job No. NH-367-KNT-2021-22-930
(MoRTH)
(618029)",Karnataka,"01/2022
(01/2023)","01/2025
(-)","350.69
(312.06)",195.06,78
959,"Widening to 2 lane with paved shoulder from Km. 103.225 Pattadakal to Km. 133.00
Shirur cross of NH-367 in the state of Karnataka on EPC Mode.Job No. NH-367-KNT-
2021-22-934
(MoRTH)
(618030)",Karnataka,"02/2022
(11/2022)","05/2024
(-)","264.14
(264.14)",3.58,0
960,"Balance work of Construction of Two/Four lane with paved shoulder from Km 422.000
to 523.600 Chitradurga to Shivamogga of NH-13 in the state of Kanataka on EPC
mode.
(MoRTH)
(618031)",Karnataka,"01/2021
(12/2021)","06/2024
(-)","516.96
(516.96)",333.48,0
961,"Widening to intermediate/two lane to 2 lane with paved shoulder from Existing
chanages Km 112.750 to 142.00 Liingasur to Mudabal cross & from Km. 147.070 to
Km. 149.070 Maski city limit of Jewargi Chamrajnagar setion of NH-150A in the state
of Karnataka on EPC mode. Job No. NH-150A-KNT-2021-22-951
(MoRTH)
(618087)",Karnataka,"03/2022
(01/2023)","07/2024
(-)","255.88
(255.88)",175.75,93
962,"Widening to 4 lane from Km 51.60 to 76.20 Hebri to Parkala and from Km 85.20 to
88.90 Karavali junction to Malpe of Thirthahalli-Udupi-Malpe Section of NH-169A in
the State of Karnataka on EPC Mode under Annual plan 2021-22 Job No. NH-169A-
KNT-2021-22-927
(MoRTH)
(618109)",Karnataka,"01/2022
(12/2022)","12/2024
(-)","355.72
(355.72)",170.76,76
963,"Construction of Major Bridge Across Sharavathi Backwaters and approches between
Ambargodu and Kalasavalli Near Sigandhur in Sagar Taluk on NH 369E in the State
of Karnataka on EPC mode.Job No. NH-369E-KNT-2018-19-895 dated 06.03.2019.
(MoRTH)
(618144)",Karnataka,"03/2019
(12/2019)","12/2022
(-)","423.15
(423.15)",0,0
964,"4/6L of Bangalore - Pune Section of bypass connecting Dharwad - Hubli from km.
403.80 to km. 433.20
(National Highways Authority of India [NHAI])
(618517)",Karnataka,"12/2021
(03/2023)","09/2025
(-)","1135.39
(763.36)",659.51,76
965,"6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km.
26.000 to Km. 97.000 in Gulbarga of NH-150C Pkg-II
(National Highways Authority of India [NHAI])
(618630)",Karnataka,"02/2022
(12/2022)","06/2025
(05/2026)","2355.56
(1923.3)",696.37,55
966,"4L of Addahole Near Gundya to Bantwal Cross section Pkg-02 from Design Km
270.270 to Design km 318.55 including flyover at Kalladka Town including approaches
from Km. 311.57 to Km. 313.67 of NH-75 Old NH-48
(National Highways Authority of India [NHAI])
(618702)",Karnataka,"12/2020
(11/2021)","11/2023
(04/2026)","1660.19
(1318.24)",1235.46,89
967,"Belakeri Port to Kumta - Sirsi road from km 0.00 - km 4.265 of Belekeri Port Road Link
Rd. and km 4.965 - km 60.00 of SH-69
(National Highways Authority of India [NHAI])
(618799)",Karnataka,"03/2018
(12/2020)","12/2022
(12/2025)","456.32
(456.79)",381.34,79
968,"4L of Bettadahalli- Shivamogga section from Km.170.415 to km. 226.750 of NH-206
Tumkur- Shivamogga Pkg-IV
(National Highways Authority of India [NHAI])
(618887)",Karnataka,"01/2019
(10/2021)","10/2023
(10/2024)","2082.98
(2545.11)",859.62,80
969,"4L of Sannur to Bikarnakatte section from Km 691.350 to Km 736.362 of NH-169
Karkala - Mangalore Package-III
(National Highways Authority of India [NHAI])
(618896)",Karnataka,"03/2021
(10/2022)","10/2024
(06/2026)","1386.41
(2038.71)",900.61,60
970,"Widening to 2 Lanes with paved shoulders from Km.87/000 to 133/720 Nattukal to
Thanau Jn. in Palakkad of NH-966 Old NH-213 on EPC mode Basis under NHO
Annual Plan 2016-17 in the state of Kerala
(MoRTH)
(618070)",Kerala,"02/2017
(08/2017)","08/2019
(06/2025)","294.28
(315.63)",0,98
971,"6L of Chengala - Neeleshwaram from km. 56.200 to km. 93.468
(National Highways Authority of India [NHAI])
(618595)",Kerala,"06/2020
(10/2021)","04/2024
(-)","1746.45
(2538.06)",775.85,79
972,"6L of Taliparamba to Muzhappilangad from Km 134.650 to Km 170.6 of NH-66
(National Highways Authority of India [NHAI])
(618596)",Kerala,"08/2020
(11/2021)","05/2024
(08/2025)","2714.6
(3557.65)",1006.75,80
973,"6L of Azhiyur-Vengalam from km. 189.200 to km. 230.400 of NH-66
(National Highways Authority of India [NHAI])
(618597)",Kerala,"10/2020
(10/2021)","07/2024
(-)","3205.77
(3898.46)",771.21,57
974,"6L Minor Bridge Paloli Palam at km. 203.160 & Major Bridge Morad at km. 204.895
and allied works
(National Highways Authority of India [NHAI])
(618598)",Kerala,"03/2020
(12/2020)","06/2022
(02/2024)","210
(216.94)",70.89,93
