Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
735,"Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase 1
Upgradation
(Department of Telecommunications [DoT])
(617413)","Multi-States
(Andhra Pradesh,
Bihar,
Chhattisgarh,
Jharkhand,
Madhya Pradesh,
Maharashtra,
Odisha,
Telangana, Uttar
Pradesh, West
Bengal)","04/2022
(05/2024)","05/2025
(11/2025)","1884.6
(1884.6)",100,55
736,"Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2
(Department of Telecommunications [DoT])
(701599)","Multi-States
(Andhra Pradesh,
Bihar,
Chhattisgarh,
Jharkhand,
Madhya Pradesh,
Maharashtra,
Odisha,
Telangana, Uttar
Pradesh, West
Bengal)","NA
(09/2021)","03/2023
(11/2025)","1577.57
(1577.57)",600.04,87
737,"Provision of 4G based mobile services in 7,287 uncovered villages of 44 Aspirational
District across 5 states of Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra &
Odisha
(Department of Telecommunications [DoT])
(701602)","Multi-States
(Andhra Pradesh,
Chhattisgarh,
Jharkhand,
Maharashtra,
Odisha)","11/2021
(05/2022)","11/2023
(11/2025)","3685
(3685)",1135.28,80
738,"Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and 2
Districts of Assam
(Department of Telecommunications)
(701597)","Multi-States
(Arunachal
Pradesh, Assam)","12/2020
(10/2021)","04/2023
(09/2025)","1255.49
(1255.49)",284.04,91
739,"354 Uncovered Villages Scheme
(Department of Telecommunications [DoT])
(701600)","Multi-States
(Bihar, Gujarat,
Himachal Pradesh,
Jammu and
Kashmir, Ladakh,
Rajasthan, Uttar
Pradesh)","12/2019
(04/2020)","10/2021
(08/2025)","336.89
(301.13)",227.82,97
740,"502 Aspirational District Scheme in Four states - Bihar, Madhya Pradesh, Rajastha
and Uttar Pradesh
(Department of Telecommunications [DoT])
(704495)","Multi-States
(Bihar, Madhya
Pradesh,
Rajasthan, Uttar
Pradesh)","NA
(03/2021)","03/2022
(12/2025)","421.65
(228.94)",134.51,96
741,"PHASE-I OF CONSOLIDATION OF EXISTING CDR DATA CENTERS AND NIB-P3
DATA CENTERS WITH STATE OF THE ART
(BSNL)
(709749)","Multi-States
(Maharashtra,
Telangana)","03/2020
(03/2020)","06/2021
(12/2025)","461.42
(461.42)",166.02,81
742,"Saturation 4G mobile coverage of Uncovered Villages through USOF
(Department of Telecommunications [DoT])
(400013)",PAN India,"07/2022
(07/2022)","06/2024
(03/2026)","26316
(30620)",9791.8,75
743,"4G Services by BSNL
(Department of Telecommunications [DoT])
(701593)",PAN India,"11/2020
(11/2020)","03/2024
(03/2026)","28466
(19592)",8419.04,96
744,"BharatNet
(Department of Telecommunications [DoT])
(706775)",PAN India,"07/2017
(10/2011)","08/2023
(03/2027)","61109
(188000)",41486.14,81
745,"MPLS-IP BASED ACCESS AND AGGREGATION NETWORK [MAAN] IN BSNL
ALONG WITH TEST AND MEASURING EQUIPMENT
(BSNL)
(709856)",PAN India,"05/2023
(05/2023)","08/2024
(10/2025)","645.13
(645.13)",376.72,92
746,"Planning, Engineering, Supply, Installation, Testing, Commissioning, Integration &
Annual Maintenance of 4G mobile network at 1 Lakh sites on PAN India basis
including Mumbai & Delhi LSA on turnkey basis under Phase IX.2 Project.
(BSNL)
(709857)",PAN India,"05/2023
(06/2023)","06/2025
(03/2026)","24544.55
(24544.5)",8419.89,96
747,"OPTICAL TRANSPORT NETWORK [OTN] PH-4 IN BSNL
(BSNL)
(709858)",PAN India,"02/2024
(02/2024)","08/2025
(10/2025)","810.99
(810.99)",786.3,100
,Total (15),,,,152734.45,72372.76,
,"Department of Water Resources, River Development & GR",,,,,,
,Waste & Water,,,,,,
748,"Interception and Diversion and STP works in Bhagalpur under Hybrid annuity based
PPP mode-Namami Gange Programme
(National Mission for Clean Ganga)
(616600)",Bihar,"10/2017
(03/2022)","02/2025
(12/2025)","413.29
(413.29)",126.67,97
749,"Sewage Treatment Plant 100MLD and Sewerage Network 288 km in Digha-Patna
under Hybrid annuity based PPP mode-Namami Gange Programme
(National Mission for Clean Ganga)
(616611)",Bihar,"08/2017
(07/2019)","12/2025
(-)","824
(824)",396.71,56
750,"Sewage Treatment Plant 50MLD and Sewerage Network 150 km in Kankarbagh-
Patna under Hybrid annuity based PPP mode-Namami Gange Programme
(National Mission for Clean Ganga)
(616612)",Bihar,"08/2017
(07/2019)","12/2025
(-)","578.89
(578.89)",171.79,54
751,"Sewer Network, SPS and STP at Begusarai
(National Mission for Clean Ganga)
(616615)",Bihar,"03/2010
(03/2018)","04/2025
(12/2025)","230.06
(230.06)",261.82,97
752,"Sewer Networks, SPS and STP at Hajipur
(National Mission for Clean Ganga)
(616616)",Bihar,"03/2010
(03/2018)","06/2025
(12/2025)","305.19
(305.19)",346.46,95
753,"Interception & Diversion with Rehabilitation of sewerage scheme at Agra under Hybrid
annuity based PPP model-Namami Gange Programme
(National Mission for Clean Ganga)
(616594)",Uttar Pradesh,"05/2020
(04/2023)","04/2025
(12/2025)","842.25
(842.25)",208.64,73
