Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
595,"NADIAD-PETLAD [37.26 KM]
(Railway)
(709812)
(N22000539)",Gujarat,"05/2022
(10/2023)","06/2030
(06/2030)","461.91
(461.91)",178.78,8
596,"NEW BG LINE INTERSECTION [5 NOS] BETWEEN GERATPUR-SANAND &
BOTAD-AHMEDABAD [16.51 KM]
(Western Railway [WR] - II)
(709813)
(N22000551)",Gujarat,"10/2022
(07/2025)","06/2028
(10/2027)","437.21
(437.21)",115.6,20
597,"Bhiwani - Dobh Bahali Doubling Project [42.30 Km]
(North Western Railway [NWR])
(611884)
(N22000604)",Haryana,"02/2023
(02/2023)","02/2028
(02/2028)","471
(471)",250.05,68
598,"Doubling between Pradhankunta-Patherih-Bhojudih of East Central Railway
(East Central Railway [ECR] - I)
(617372)
(-)",Jharkhand,"11/2022
(11/2022)","12/2025
(03/2026)","349.22
(349.22)",119.68,71
599,"Koderma-Arigada Doubling 133.38 Km of East Central Railway
(East Central Railway [ECR] - I)
(617832)
(-)",Jharkhand,"06/2025
(06/2025)","12/2029
(-)","2887.11
(2887.11)",0,0
600,"Gomoh - Flyover for DN trains
(East Central Railway [ECR] - I)
(705765)
(N22000611)",Jharkhand,"01/2018
(01/2018)","03/2026
(03/2026)","686
(686)",608.04,65
601,"Lodhma - Piska - Link Line bypassing Hatia/Ranchi with Y connection
(South Eastern Railway [SER] - I)
(705785)
(N22000508)",Jharkhand,"08/2021
(03/2019)","06/2026
(05/2027)","473
(473)",292.09,5
602,"Pradhan Kuntha Jn Line Doubling Project
(East Central Railway [ECR] - I)
(706837)
(-)",Jharkhand,"11/2022
(11/2022)","11/2027
(11/2027)","349.22
(349.22)",119.68,71
603,"Construction of New BG line between Hassan to Belur [27 Km]
(South Western Railway [SWR] - II)
(400023)
(N22000558)",Karnataka,"03/2019
(12/2025)","04/2028
(04/2027)","749
(749)",0.94,0
604,"Yeshvanthpur - Channasandra Doubling Project [21.70 Km]
(Karnataka Rail Infrastructure Development Company Limited [K-RIDE])
(703585)
(N22000543)",Karnataka,"04/2019
(10/2019)","03/2024
(03/2026)","314.1
(683.57)",165.59,55
605,"New Railway Line between Ginigera and Raichur [165.57 km]
(South Western Railway [SWR] - II)
(705434)
(-)",Karnataka,"03/2008
(05/2009)","03/2019
(03/2027)","2565
(3034.98)",2190.61,66
606,"Gadag-Wadi New Railway Line [257 km]
(South Western Railway [SWR] - II)
(705490)
(N22000299)",Karnataka,"04/2013
(08/2017)","03/2027
(12/2027)","2842
(6700)",1492.44,33
607,"Kadur - Chickamagalur - Sakleshpur [93km]
(South Western Railway [SWR] - II)
(705492)
(N22000486)",Karnataka,"01/2014
(11/2016)","06/2025
(12/2025)","825
(825)",733.99,83
608,"Bagalkot-Kudachi New Railway Line [142 km]
(South Western Railway [SWR] - II)
(705495)
(N22000258)",Karnataka,"10/2013
(11/2012)","03/2027
(01/2027)","1378
(1649)",767.97,35
609,"Tumkur-Chitradurga-Davangere New Rail Line Project [191 km]
(South Western Railway [SWR] - II)
(705496)
(N22000256)",Karnataka,"10/2013
(01/2017)","03/2019
(12/2027)","1876
(1876)",518.36,14
610,"Bangalore-Whitefield-Bangalore City-Krishnarajapuram [23.08 km] - Quadrupling
(South Western Railway [SWR] - II)
(705663)
(N22000621)",Karnataka,"02/2018
(06/2022)","02/2026
(02/2026)","493
(493)",281.96,84
611,"SHIMOGA - SHIKARIPURA - RANEBENNUR [96 Km]
(South Western Railway [SWR] - II)
(705761)
(N22000559)",Karnataka,"09/2019
(02/2023)","12/2027
(06/2028)","1454
(1454)",81.71,12
612,"Bangalore Suburban Railway Project
(Karnataka Rail Infrastructure Development Company Limited [K-RIDE])
(705941)
(-)",Karnataka,"10/2020
(10/2020)","12/2026
(03/2030)","15767
(15767)",2659.24,19
613,"Belgaum-Dharwad via Kittur [73.10Km]
(South Western Railway [SWR] - II)
(706835)
(N22000557)",Karnataka,"09/2020
(03/2025)","12/2027
(03/2029)","1591
(1591)",0.38,0
614,"Kumbalam-Turavur doubling project [15.59 Km]
(Ministry of Railways)
(705638)
(N22000620)",Kerala,"04/2023
(04/2023)","03/2027
(03/2027)","813
(802.8)",97.06,25
615,"Ernakulam-Kumbalam doubling project [7.71 Km]
(SR-ERS)
(705639)
(N22000619)",Kerala,"04/2023
(04/2023)","03/2028
(02/2027)","601
(595.39)",299.77,22
616,"Lalitpur-Satna, Rewa-Singrauli & Mahoba-Khajuraho
(North Central Railway)
(705480)
(220100232)",Madhya Pradesh,"01/2007
(03/1998)","03/2027
(12/2027)","8914
(8914)",6777.67,74
617,"Katni - Bina Third Railway Line [279 km]
(West Central Railway WCR I)
(705651)
(-)",Madhya Pradesh,"06/2016
(01/2017)","03/2022
(12/2025)","2478.23
(4127.23)",3368.11,100
