Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1213,"4L of left-over works including additional structures from Kerala/Tamil Nadu border to
Kanyakumari Section from Km 43.0 to Km 96.174 of NH66
(National Highways Authority of India [NHAI])
(618608)",Tamil Nadu,"11/2022
(08/2023)","08/2025
(04/2026)","1564.23
(1263.42)",802.39,70
1214,"6L of Pondavakkam to Kannigaipair from km 96.040 to km 116.100 of NH 716B Pkg-
IV
(National Highways Authority of India [NHAI])
(618635)",Tamil Nadu,"02/2021
(01/2023)","01/2025
(11/2025)","1359.81
(1359.81)",301.77,31
1215,"4L of Thirumangalam to Vadugapatti section from km 0.000 to km 36.000 of NH-744
(National Highways Authority of India [NHAI])
(618744)",Tamil Nadu,"03/2022
(02/2023)","02/2025
(-)","1076.97
(791.6)",651.91,92
1216,"4L of Vadugapatti to Therkuvenganallur Rajapalyam section from km 36.000 to km
71.600 of NH-744
(National Highways Authority of India [NHAI])
(618745)",Tamil Nadu,"02/2022
(04/2023)","04/2025
(-)","1317.6
(1137.16)",917.08,99
1217,"Melur - Pilayarpatti - Karaikudi from km 99.920 of NH 38 to km 12.9 of NH 383 Ext.
(National Highways Authority of India [NHAI])
(618756)",Tamil Nadu,"12/2018
(03/2020)","03/2022
(05/2025)","1103.86
(1085.41)",157.65,90
1218,"Construction of New Double Tier 4L Elevated Corridor from Chennai Port to
Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package II from
Km 4.604 to Km 9.700
(National Highways Authority of India [NHAI])
(618800)",Tamil Nadu,"03/2023
(11/2023)","05/2026
(-)","1616.97
(1616.97)",99.84,13
1219,"Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to
Maduravoyal in Chennai District from Km -0342 to Km 20223 Package 1 from Km -
0342 to Km 4604
(National Highways Authority of India [NHAI])
(618801)",Tamil Nadu,"03/2023
(11/2023)","05/2026
(-)","1388.59
(1388.59)",120.51,14
1220,"4L of Madathukulam - Pollachi from km. 74.38 to km. 116.95 of old NH-209 New NH-
83
(National Highways Authority of India [NHAI])
(618894)",Tamil Nadu,"01/2019
(12/2020)","12/2022
(-)","1772.13
(1772.13)",211.73,90
1221,"Kamalapuram to Oddanchatram from km. 0.00 to km. 35.822
(National Highways Authority of India [NHAI])
(618895)",Tamil Nadu,"01/2019
(01/2021)","01/2023
(03/2026)","1319.42
(1319.42)",331.43,88
1222,"4L of Sethiyathope -Cholapuram section from Km. 65.960 to Km. 116.440 section of
NH45 C Pkg-II
(National Highways Authority of India [NHAI])
(618897)",Tamil Nadu,"NA
(08/2018)","08/2020
(06/2024)","2356.19
(2356.9)",1011.27,100
