Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
86,"SAONER UG MINE -1 EXPANSION 1.
(WCL - CIL)
(615184)
(-) (-)",Maharashtra,"01/2022
(01/2022)","03/2028
(-)","228.64
(228.64)",157.01,69.33
87,"SASTI EXPANSION OPENCAST
(WCL - CIL)
(615186)
(-) (-)",Maharashtra,"08/2020
(08/2020)","03/2026
(03/2027)","319.04
(319.04)",155.37,32.21
88,"NEW MAJRI UG TO OC 3 MTY COST
(WCL - CIL)
(615188)
(-) (-)",Maharashtra,"05/2019
(09/2022)","03/2027
(-)","402.27
(402.27)",67.81,24.17
89,"MAKARDHOKRA EXPN OC 4.9 MTY
(WCL - CIL)
(615189)
(-) (-)",Maharashtra,"06/2022
(06/2022)","03/2026
(03/2027)","361.87
(361.87)",104.17,12.2
90,"SINGHORI DEEP OC MIN 2.0 MTY
(WCL - CIL)
(615190)
(-) (-)",Maharashtra,"05/2022
(05/2022)","03/2029
(-)","335.75
(335.75)",53.94,9.64
91,"GOKUL EXTENSION OC MINE
(WCL - CIL)
(615192)
(-) (-)",Maharashtra,"04/2021
(04/2021)","03/2026
(03/2027)","309.58
(309.58)",62.31,8.44
92,"KOLGAON EXPANSION DEEP OC MINE
(WCL - CIL)
(615199)
(-) (-)",Maharashtra,"01/2023
(09/2023)","03/2027
(-)","198.71
(198.71)",25.08,3.93
93,"BALLARPUR NORTH WEST OC MINE
(WCL - CIL)
(615330)
(-) (-)",Maharashtra,"12/2022
(12/2022)","03/2029
(-)","360.81
(360.81)",26.97,5.35
94,"GADEGAON OC 3 MTY
(WCL - CIL)
(615331)
(-) (-)",Maharashtra,"10/2023
(10/2023)","03/2030
(-)","497.41
(497.41)",95.69,2.19
95,"GHONSA EXPANSION DEEP OC MINE
(WCL - CIL)
(615914)
(-) (-)",Maharashtra,"03/2021
(04/2021)","03/2029
(-)","184.71
(184.71)",15.72,12.98
96,"AMLG GAURI PAUNI EXPANSION OC
(WCL - CIL)
(615916)
(-) (-)",Maharashtra,"04/2024
(04/2024)","03/2030
(-)","1225.21
(1225.21)",92.02,4.21
97,"GAURIDEEP/GAURI CENTRAL OCP 7.
(WCL - CIL)
(615917)
(-) (-)",Maharashtra,"08/2023
(06/2024)","03/2030
(-)","973.07
(973.07)",1.55,2.31
98,"RPR OF BHANEGAON OC
(WCL - CIL)
(615918)
(-) (-)",Maharashtra,"02/2017
(09/2022)","03/2028
(-)","405.20
(405.20)",43.16,16.06
99,"N. EXTN. MUNGOLI NIRGUDA D OCP
(WCL - CIL)
(615919)
(-) (-)",Maharashtra,"06/2024
(06/2024)","03/2029
(-)","1024.91
(1024.91)",218.26,27.92
100,"NILJAI EXPANSION DEEP OCP
(WCL - CIL)
(615982)
(-) (-)",Maharashtra,"08/2016
(08/2016)","03/2022
(03/2027)","319.75
(319.75)",196.82,79.83
101,"UKNI DEEP OC MINE -COST PLUS
(WCL - CIL)
(616044)
(-) (-)",Maharashtra,"11/2018
(01/2019)","03/2021
(03/2027)","237.06
(237.06)",168.91,94.57
102,"AMALGAMATED INDER-KAMPTEE DEEP
(WCL - CIL)
(616050)
(-) (-)",Maharashtra,"09/2018
(09/2018)","03/2024
(03/2027)","235.90
(235.90)",128.49,98.97
103,"ADASA UG TO OC MINE
(WCL - CIL)
(616223)
(-) (-)",Maharashtra,"11/2018
(11/2018)","03/2024
(03/2027)","316.00
(316.00)",209.29,86.49
104,"AMAL GONDEGAON GHATROHANA EXPN
(WCL - CIL)
(616229)
(-) (-)",Maharashtra,"09/2024
(09/2024)","03/2029
(-)","668.54
(668.54)",2.95,2.55
105,"WAGHODA UG MINE [1.02 MTY]
(WCL - CIL)
(617233)
(-) (-)",Maharashtra,"01/2024
(01/2025)","03/2030
(-)","379.30
(379.30)",0,0.11
106,"KOLARPIMPRI EXPANSION OC [2.5
(WCL - CIL)
(617278)
(-) (-)",Maharashtra,"06/2024
(02/2025)","03/2030
(-)","630.37
(630.37)",0.61,0.4
107,"SAONER-III EXPN UG MINE 1.54
(WCL - CIL)
(619055)
(-) (-)",Maharashtra,"08/2025
(08/2025)","03/2032
(-)","444.42
(444.42)",0,0
108,"BINA KAKRI AMALGAMATION EXPANS
(NCL - CIL)
(400369)
(-) (-)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","08/2020
(08/2020)","03/2024
(03/2027)","836.42
(836.42)",917.1,92.05
