Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
242,"Transmission System for Strengthening to facilitate evacuation of power from
Bhadla/Bikaner Complex
(Power Grid Corporation of India Limited [POWERGRID])
(617269)",Uttar Pradesh,"12/2024
(12/2024)","06/2026
(08/2026)","212.81
(212.81)",2.1,0
,Total (63),,,,152121.4,59380.79,
,Ministry of Housing & Urban Affairs,,,,,,
,Construction,,,,,,
243,"Construction of One Tower of Office Complex and another Tower of Residential
quarters consisting of 10Nos. Type-V, 10Nos. Type-VI & 1No.Type-VII Quarters i/c
internal water supply, sanitary installation and all development and bulk services,
Horticulture works on EPC Mode-I basis i/c comprehensive operation and
maintenance of Civil, E&M services for 7 years after completion of original
construction work for Ranga Reddy, Secunderabad, Medchal, AuditI, Audit-II
Commissionerates of Central Tax at Khajaguda, Serilingampally, Hyderabad.
(Central Public Works Department - CPWD)
(617412)",Telangana,"03/2024
(11/2024)","09/2027
(-)","644
(644)",116.18,10
,Total (1),,,,644,116.18,
,Real Estate,,,,,,
244,"Integrated Command control Center [ICCC] - Construction and Development of
Integrated Command Control Center with Security, Surveillance, ITMS, Connecting
Port, Ship Service, Smart Solid Waste Management, Smart Public Transport System
(ministry of housing and urban affairs)
(707229)","Andaman &
Nicobar","07/2021
(11/2021)","05/2023
(-)","209.88
(209.88)",0,70
245,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies
in Delhi
(National Buildings Construction Corporation [NBCC])
(400188)",Delhi,"07/2016
(05/2018)","12/2025
(12/2025)","32850
(32850)",0,0
246,"Rehablitation in Junavadaj Area Smart City Project
(ministry of housing and urban affairs)
(701719)",Gujarat,"02/2016
(06/2016)","07/2022
(-)","539
(539)",39.63,50
247,"Green Building Development Project
(ministry of housing and urban affairs)
(701766)",Uttarakhand,"11/2019
(08/2019)","11/2023
(-)","150.97
(150.97)",18.95,31
,Total (4),,,,33749.85,58.58,
,Urban Public Transport,,,,,,
248,"Patna Metro Rail Project
(Patna Metro Rail Corporation Ltd. [PMRCL])
(702627)",Bihar,"02/2019
(02/2019)","02/2024
(06/2027)","13365.77
(13365.8)",4670.21,48
249,"Delhi Metro Rail Phase-IV [2 Corridors]
(Delhi Metro Rail Corporation Limited [DMRC])
(617207)",Delhi,"03/2024
(03/2024)","03/2029
(-)","8399.81
(8399.81)",67.13,0
250,"DMRTS Phase - IV [3 Priority Corridors]
(Delhi Metro Rail Corporation Limited [DMRC])
(702632)",Delhi,"07/2019
(07/2019)","03/2025
(03/2026)","24948.65
(24948.7)",18390.81,74
251,"Surat Metro Rail Project
(Gujarat Metro Rail Corporation Limited [GMRCL])
(702630)",Gujarat,"03/2019
(04/2019)","03/2024
(06/2026)","12020.32
(12020.3)",8232.16,75
252,"Ahmedabad Metro Rail Project, Phase-II
(Gujarat Metro Rail Corporation Limited [GMRCL])
(702631)",Gujarat,"03/2019
(03/2019)","03/2024
(12/2025)","5384.17
(5384.17)",4816.5,97
253,"Ahmedabad Metro Rail Project [Phase-I]
(Gujarat Metro Rail Corporation Limited [GMRCL])
(702639)",Gujarat,"11/2014
(02/2015)","03/2018
(01/2026)","10773
(12924.5)",12266.48,99
254,"Construction of Bangalore Metro Rail Project Phase 2.
(Bengaluru Metro Rail)
(702635)",Karnataka,"02/2014
(02/2016)","03/2021
(09/2026)","26405.14
(30695.1)",29687.97,95
255,"Construction Bangalore Metro Rail Project Phase-2A & 2B
(Bengaluru Metro Rail)
(702665)",Karnataka,"06/2021
(01/2019)","06/2026
(06/2026)","14788.1
(14788.1)",9313.22,60
256,"Kochi Metro Rail Phase 2 Development Project
(CSPCC Projects)
(702664)",Kerala,"11/2022
(11/2022)","11/2026
(11/2026)","1957.05
(1957.05)",516.92,24
257,"Bhopal Metro Rail Project
(Madhya Pradesh Metro Rail Co Limited [MPMRCL])
(702625)",Madhya Pradesh,"11/2018
(11/2018)","11/2022
(06/2028)","6941.4
(6941.4)",3846.45,51
258,"Indore Metro Rail Project
(Madhya Pradesh Metro Rail Co Limited [MPMRCL])
(702626)",Madhya Pradesh,"11/2018
(11/2018)","11/2022
(12/2028)","7500.8
(7500.8)",4416.11,58
259,"PCMC To Nigdi- Extension Of North South Corridor Of Phase-1
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617225)",Maharashtra,"10/2023
(10/2023)","01/2027
(-)","910.18
(910.18)",196.77,32
260,"Pune Metro Phase-1 Extension line towards south from Swargate to Katraj
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617226)",Maharashtra,"09/2024
(09/2024)","03/2029
(-)","2954.53
(2954.53)",25.24,4
261,"Thane Integral Ring Metro Rail Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617327)",Maharashtra,"09/2024
(09/2024)","09/2029
(-)","12200.1
(12200.1)",8.98,5
262,"Pune Metro Rail Project Phase-2 Corridor 2A Vanaz to Chandani Chowk and Corridor
2B Ramwadi to Wagholi/Vitthalwadi
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(618971)",Maharashtra,"07/2025
(07/2025)","07/2029
(-)","3626.24
(3626.24)",0.41,0
263,"Pune Metro Rail Project Phase-2 Line-4 Kharadi to Khadakwasla with Spur Line 4A
Nal Stop - Warje - Manikbaug
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(618985)",Maharashtra,"12/2025
(12/2025)","12/2030
(-)","9857.85
(9857.85)",0,0
264,"New Suburba Station Development Project
(ministry of housing and urban affairs)
(701745)",Maharashtra,"04/2018
(03/2019)","07/2022
(-)","262.76
(262.76)",17.62,6
265,"Kalyan Station Precinct Imporvement Project
(ministry of housing and urban affairs)
(701991)",Maharashtra,"04/2018
(07/2020)","07/2023
(-)","600
(600)",272.42,70
