Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,Department of Higher Education,,,,,,
,Education,,,,,,
305,"Construction of Permanent Campus of Central Tribal University of Andhra Pradesh
Phase-1
(Central Tribal University of Andhra Pradesh)
(613008)
(-) (-)",Andhra Pradesh,"09/2019
(12/2023)","06/2027
(-)","305
(305)",67.73,44.5
306,"Construction of Permanent Campus of National Institute of Technology Arunachal
Pradesh
(National Institute of Technology, Arunachal Pradesh)
(612898)
(-) (5650)",Arunachal Pradesh,"09/2009
(03/2013)","08/2026
(08/2024)","592.61
(592.61)",551.3,80
307,"Tezpur University Projects
(Tezpur University)
(606112)
(-) (-)",Assam,"05/2019
(06/2021)","11/2023
(12/2025)","153.71
(153.71)",137.84,97.97
308,"Additional Campus of NITPatna
(NIT Patna)
(606013)
(-) (-)",Bihar,"07/2022
(08/2022)","07/2024
(01/2026)","499.21
(499.21)",449.96,98.6
309,"Phase B Construction of Permanent Campus of IIT Bhilai
(Indian Institute of Technology, Bhilai)
(617877)
(-) (10102)",Chhattisgarh,"05/2025
(01/2026)","10/2028
(-)","1188.97
(1188.97)",0,0
310,"Phase 1B - Construction of Academic Block, Hostel, Residential Tower, Directors
Residence and External Development works at National Institute of Technology, Delhi
Campus on Engineering, Procurement and Construction basis
(National Institute of Technology Delhi)
(612851)
(-) (-)",Delhi,"09/2009
(11/2022)","09/2025
(01/2026)","333.49
(336.42)",327.26,99.9
311,"Delhi University Eastern Campus at Surajmal Vihar
(Delhi University)
(616886)
(-) (-)",Delhi,"09/2024
(03/2025)","10/2026
(-)","373
(373)",30.13,13
312,"Construction of permanent campus of Central University of Gujarat at Village
kundhela, Dist. Vadodara, Gujarat.
(Central University of Gujarat)
(612916)
(-) (-)",Gujarat,"12/2020
(02/2021)","03/2025
(03/2026)","490.63
(490.63)",337.74,85
313,"Establishment of Permanent campus Phase 1 of IIM Sirmaur
(Indian Institute of Management, Sirmaur)
(602099)
(N42000008) (4877)",Himachal Pradesh,"09/2018
(08/2020)","10/2023
(06/2026)","392.51
(454.78)",337.67,97.8
314,"Hostel blocks & dining hall block
(Indian Institute of Technology, Mandi)
(612128)
(-) (-)",Himachal Pradesh,"03/2023
(03/2024)","03/2026
(07/2026)","166.66
(166.66)",122.26,84
315,"Construction of Permanent Campus of Central University of Himachal Pradesh at
Dehra, District - Kangra, [H.P.] on Engineering. Procurement and Construction [EPC
Mode 1] Basis.
(Central University, Himachal Pradesh)
(612894)
(N42000011) (5657)",Himachal Pradesh,"03/2021
(08/2022)","11/2024
(03/2026)","251.98
(300.45)",223.21,85
316,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota,
Jammu, J&K
(Indian Institute of Management, Jammu)
(602098)
(N28000130) (4869)","Jammu and
Kashmir","03/2019
(10/2020)","06/2023
(11/2025)","424.93
(500.91)",484.52,96
317,"CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE
1A
(INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD)
(606431)
(N28000140) (3415)",Kerala,"07/2017
(03/2020)","06/2022
(06/2026)","1006.45
(1217.4)",686.2,86.5
318,"Phase B of Construction of Permanent Campus of IIT Palakkad
(INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD)
(617878)
(-) (10104)",Kerala,"05/2025
(01/2026)","10/2028
(-)","1527
(1527)",9.8,0
319,"Phase III A works at IIT Indore [03 Hostels, 01 Studio Apartment, 01 Housing, Heavy
& Sophisticated lab complex, Academic POD and Infrastructure for center of
excellence]
(Indian Institute of Technology, Indore)
(611957)
(-) (-)",Madhya Pradesh,"12/2023
(04/2024)","02/2027
(-)","496.28
(496.28)",78.35,57.5
320,"Construction and Developement of National Institute of Technology Meghalaya
Permanent Campus at Sohra
(National Institute of Technology, Meghalaya)
(612885)
(N42000001) (5654)",Meghalaya,"09/2009
(09/2014)","03/2022
(10/2026)","494.52
(429.7)",370.98,96
321,"Construction of Permanent Campus for NIT Mizoram at Lengpui, Aizawl
(NIT Mizoram)
(612876)
(-) (5653)",Mizoram,"09/2009
(06/2014)","12/2029
(03/2022)","474.23
(474.23)",167.55,4
322,"Establishment of NIT Nagaland
(NIT Nagaland)
(613013)
(-) (-)",Nagaland,"09/2009
(12/2014)","12/2025
(-)","275.63
(275.63)",263.25,98
323,"IISER BERHAMPUR
(Indian Institutes of Science Education and Research, Behrampur)
(610315)
(N28000126) (3441)",Odisha,"10/2018
(09/2019)","03/2021
(09/2026)","1229.32
(843.09)",874.09,98.5
