Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
529,"3rd & 4 th line Vadlapudi-Gate Jn. incl. tie line between Gangavaram Port-
Visakhapatnam Steel Plant12.04 km PB73/2023-24/NR
(CAO/C/SCoR SCoR mor)
(616697)
(-) (-)",Andhra Pradesh,"04/2023
(03/2024)","06/2026
(-)","154.28
(154.28)",89.67,87
530,"South Central Railway- 3rd line between Gudur-Renigunta stations 83.17 km
PB34/CR/2023-24
(CAO/C/SCoR SCoR mor)
(617216)
(-) (-)",Andhra Pradesh,"10/2024
(10/2024)","03/2027
(-)","877.34
(877.34)",53.46,0
531,"Kurnool Coach Midlife Rehabilitation Project
(South Central Railway [SCR] - II)
(705253)
(-) (-)",Andhra Pradesh,"05/2016
(07/2014)","12/2020
(12/2026)","563.00
(560.72)",959.27,75.01
532,"Lumding-Furkating section 140 km Umbrella work PB57/2019-20/NR
(CAO/C-1/NFR NFR mor)
(616701)
(-) (-)",Assam,"02/2024
(04/2025)","02/2028
(-)","2123.70
(2123.70)",200.23,1
533,"New Bongaigaon - Goalpara - Guwahati Kamakhya 176 km
(CAO/C-III/NFR NFR mor)
(705572)
(-) (-)",Assam,"09/2016
(06/2017)","03/2026
(03/2026)","4060.00
(4983.94)",3821.96,91
534,"Sakri-Hasanpur 79 km
(CAO/Con/North/MHX ECR mor)
(400254)
(-) (-)",Bihar,"12/2023
(04/2019)","12/2024
(03/2027)","735.20
(802.45)",615.69,80
535,"East Central Railway - Construction of Bulb line at Nabinagar Ankorah 17.49Km
PB45/ECoR/2024-25.
(CAO/Con/South/MHX ECR mor)
(617231)
(-) (-)",Bihar,"06/2024
(07/2026)","06/2028
(-)","611.74
(611.74)",0,0
536,"Narkatiaganj-Raxaul-Sitamarhi-Darbhanga & Sitamarhi-Muzaffarpur Sections doubling
256 km Umbrella work PB57/2019-20/NR
(CAO/Con/North/MHX ECR mor)
(617239)
(-) (-)",Bihar,"11/2024
(05/2026)","11/2029
(03/2030)","4079.95
(4079.96)",18.9,0
537,"Hajipur-Sagauli via Vaishali 148.3 km
(CAO/Con/North/MHX ECR mor)
(705366)
(-) (-)",Bihar,"10/2007
(12/2008)","03/2020
(06/2027)","2067.00
(3991.33)",2843.39,74
538,"Araria-Supaul 92 km
(CAO/Con/North/MHX ECR mor)
(705368)
(-) (-)",Bihar,"08/2009
(09/2020)","03/2024
(01/2027)","1605.00
(2621.05)",2140.8,40
539,"Fatuah-Islampur incl. material modification for extension of new line from Neora to
Daniawan Daniawan to Biharsharif Biharsharif to Barbigha Barbigha to Sheikhpura
(CAO/Con/South/MHX ECR mor)
(705373)
(-) (-)",Bihar,"08/2002
(02/2000)","03/2023
(08/2025)","1473.00
(3259.35)",3041.78,95
540,"Jogbani-Biratnagar New Rail Line project
(Indian Railway Construction International Limited [IRCON])
(705450)
(-) (-)",Bihar,"06/2010
(01/2011)","03/2022
(12/2026)","402.00
(486.00)",369.48,86.5
541,"Samastipur-Darbhanga 38 km
(CAO/Con/North/MHX ECR mor)
(705526)
(-) (-)",Bihar,"11/2015
(02/2017)","03/2025
(10/2025)","519.00
(973.56)",746.81,92
542,"Sagauli - Valmikinagar 109.7 km
(CAO/Con/North/MHX ECR mor)
(705527)
(-) (-)",Bihar,"03/2018
(02/2018)","12/2025
(12/2025)","1216.00
(1558.77)",1460.42,91
543,"Muzaffarpur - Sagauli 100.6 km
(CAO/Con/North/MHX ECR mor)
(705528)
(-) (-)",Bihar,"03/2018
(03/2019)","06/2024
(06/2026)","1586.00
(1744.84)",1554.88,99
544,"Rampur Dumra-Tal-Rajendrapul - Addl bridge and doubling 14 km
(CGM/CIVIL ECR mor)
(706759)
(-) (-)",Bihar,"03/2016
(04/2017)","12/2024
(12/2025)","2373.64
(2535.13)",2028.18,95
545,"Barauni-Bachwara 16 km - 3rd & 4th line incl Barauni yard remodelling 32 km
Umbrella work PB57/2019-20/NR
(CAO/Con/North/MHX ECR mor)
(706860)
(-) (-)",Bihar,"10/2022
(02/2025)","08/2025
(10/2026)","645.00
(485.58)",228.43,38
546,"Jhajha - Batia 20 km Umbrella work PB23/2018-19/NR
(CAO/Con/South/MHX ECR mor)
(900874)
(-) (-)",Bihar,"02/2019
(04/2026)","03/2028
(01/2030)","588.18
(588.18)",26.52,0
547,"Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1]
(Indian Railway Construction International Limited [IRCON])
(400220)
(-) (-)",Chhattisgarh,"03/2016
(01/2014)","09/2018
(12/2026)","3055.00
(3798.06)",2790.19,95.15
548,"Kirandul-Jagdalpur 150 km
(CAO/C/ECOR ECoR mor)
(400291)
(-) (-)",Chhattisgarh,"02/2013
(04/2013)","03/2020
(04/2027)","1589.00
(1798.00)",1369.01,89
549,"Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20
Kms - 2nd Material Modification to Raipur Titlagarh doubling.
(SECR)
(602792)
(-) (-)",Chhattisgarh,"07/2011
(05/2021)","02/2025
(06/2026)","1171.00
(1171.00)",448.77,100
