Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,Ministry of Mines,,,,,,
,Construction,,,,,,
308,"Construction of Basement + Ground Floor+ 10 Storeyed building for State of the Art
Director General, GSI Building at plot No.GN-40, Sector-V, Salt Lake, Kolkata
(Central Public Works Department [CPWD])
(617280)
(N10000015) (-)",West Bengal,"04/2019
(02/2020)","08/2026
(-)","255.37
(255.37)",98.92,64
,Total (1),,,,255.37,98.92,
,Metals & Mining,,,,,,
309,"Expansion of Malanjkhand Copper Project
(Hindustan Copper Limited [HCL])
(400426)
(-) (160)",Madhya Pradesh,"09/2011
(04/2015)","04/2020
(03/2029)","1856.36
(3800)",965.07,84.87
310,"Expansion of Alumina Refinery Plant with addition of 5th Stream having capacity
enhancement of 1.0 Million Tonee Per Annum
(National Aluminium Company Limited [NALCO])
(400141)
(N10000010) (3148)",Odisha,"04/2017
(04/2017)","12/2022
(06/2026)","4103
(5677.4)",4887.6,94.2
311,"Pottangi Bauxite Mines Project
(National Aluminium Company Limited [NALCO])
(400299)
(N10000016) (1199)",Odisha,"05/2018
(05/2018)","03/2025
(05/2026)","1381
(1960.77)",770.08,52.1
312,"SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA
REFINERY FROM SOUTH BLOCK MINING LEASE OF PANCHPATMAILI MINES
(National Aluminium Company Limited [NALCO])
(709831)
(N10000013) (-)",Odisha,"11/2017
(11/2019)","05/2025
(06/2026)","483
(483)",446.16,92.35
313,"25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU
(National Aluminium Company Limited [NALCO])
(709832)
(N10000014) (-)",Tamil Nadu,"09/2017
(12/2017)","03/2025
(03/2026)","166
(166)",135,66.73
,Total (5),,,,7989.36,7203.91,
,Department of Higher Education,,,,,,
,Education,,,,,,
314,"Construction of Permanent Campus of Central Tribal University of Andhra Pradesh
Phase-1
(Central Tribal University of Andhra Pradesh)
(613008)
(-) (-)",Andhra Pradesh,"09/2019
(12/2023)","06/2027
(-)","305
(305)",64.25,44
315,"Construction of Permanent Campus of National Institute of Technology Arunachal
Pradesh
(National Institute of Technology, Arunachal Pradesh)
(612898)
(-) (5650)",Arunachal Pradesh,"09/2009
(03/2013)","08/2026
(08/2024)","592.61
(592.61)",551.3,80
316,"Tezpur University Projects
(Tezpur University)
(606112)
(-) (-)",Assam,"05/2019
(06/2021)","11/2023
(12/2025)","153.71
(153.71)",137.84,97.7
317,"Additional Campus of NITPatna
(NIT Patna)
(606013)
(-) (-)",Bihar,"07/2022
(08/2022)","07/2024
(01/2026)","499.21
(499.21)",449.96,98.5
318,"Phase B Construction of Permanent Campus of IIT Bhilai
(Indian Institute of Technology, Bhilai)
(617877)
(-) (10102)",Chhattisgarh,"05/2025
(01/2026)","10/2028
(-)","1188.97
(1188.97)",0,0
319,"Phase 1B - Construction of Academic Block, Hostel, Residential Tower, Directors
Residence and External Development works at National Institute of Technology, Delhi
Campus on Engineering, Procurement and Construction basis
(National Institute of Technology Delhi)
(612851)
(-) (-)",Delhi,"09/2009
(11/2022)","09/2025
(01/2026)","333.49
(336.42)",321.76,99.72
320,"Delhi University Eastern Campus at Surajmal Vihar
(Delhi University)
(616886)
(-) (-)",Delhi,"09/2024
(03/2025)","10/2026
(-)","373
(373)",28.13,12
321,"Construction of permanent campus of Central University of Gujarat at Village
kundhela, Dist. Vadodara, Gujarat.
(Central University of Gujarat)
(612916)
(-) (-)",Gujarat,"12/2020
(02/2021)","03/2025
(03/2026)","490.63
(490.63)",335.08,85
322,"Establishment of Permanent campus Phase 1 of IIM Sirmaur
(Indian Institute of Management, Sirmaur)
(602099)
(N42000008) (4877)",Himachal Pradesh,"09/2018
(08/2020)","10/2023
(05/2026)","392.51
(454.78)",336.71,97.5
323,"Hostel blocks & dining hall block
(Indian Institute of Technology, Mandi)
(612128)
(-) (-)",Himachal Pradesh,"03/2023
(03/2024)","03/2026
(07/2026)","166.66
(166.66)",122.26,82
324,"Construction of Permanent Campus of Central University of Himachal Pradesh at
Dehra, District - Kangra, [H.P.] on Engineering. Procurement and Construction [EPC
Mode 1] Basis.
(Central University, Himachal Pradesh)
(612894)
(N42000011) (5657)",Himachal Pradesh,"03/2021
(08/2022)","11/2024
(03/2026)","251.98
(300.45)",223.21,85
325,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota,
Jammu, J&K
(Indian Institute of Management, Jammu)
(602098)
(N28000130) (4869)","Jammu and
Kashmir","03/2019
(10/2020)","06/2023
(11/2025)","424.93
(500.91)",484.52,96
