Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1640,"4L of Purulia Bypass section from Km 84.030 to Km 94.345 of NH-32
(National Highways Authority of India [NHAI])
(618910)",West Bengal,"01/2021
(02/2022)","08/2023
(02/2024)","557.55
(562.57)",444.43,94
1641,"Construction of Dubrajpur Bypass with 4-lane configuration of length 5.676 km on NH-
60 new NH-14 from design chainage 0.00 existing km 316.135 on NH-60 to design
chainage 5.676 existing km 320.980 on NH-60 in the district of Birbhum, West Bengal
under Annual Plan 2022-23 in EPC Mode- reg. Job. No. 014-WB-2022-23/518.
(MoRTH)
(619004)",West Bengal,"03/2023
(12/2025)","12/2027
(-)","560.79
(560.79)",0,0
,Total (863),,,,"799040.39000000
1",247872.26,
,Department of Telecommunications,,,,,,
,Telecommunication,,,,,,
1642,"SETTING UP OF PHYSICAL INFRASTRUCTURE FOR THE NATIONAL INSTITUTE
OF COMMUNICATION FINANCE [NICF] AT GHITORNI
(National Communication Academy - Finance (Erstwhile NICF))
(709859)",Delhi,"10/2014
(04/2018)","02/2020
(06/2026)","248.2
(248.2)",236.91,98
1643,"Provision of 4G based Mobile Services in Uncovered Villages and National Highways
of Meghalaya
(Department of Telecommunications)
(701598)",Meghalaya,"09/2019
(09/2020)","03/2022
(03/2026)","971.96
(971.96)",216.36,99
1644,"Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase 1
Upgradation
(Department of Telecommunications [DoT])
(617413)","Multi-States
(Andhra Pradesh,
Bihar,
Chhattisgarh,
Jharkhand,
Madhya Pradesh,
Maharashtra,
Odisha,
Telangana, Uttar
Pradesh, West
Bengal)","04/2022
(05/2024)","05/2025
(03/2026)","1884.6
(1884.6)",376.8,97
1645,"Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2
(Department of Telecommunications [DoT])
(701599)","Multi-States
(Andhra Pradesh,
Bihar,
Chhattisgarh,
Jharkhand,
Madhya Pradesh,
Maharashtra,
Odisha,
Telangana, Uttar
Pradesh, West
Bengal)","NA
(09/2021)","03/2023
(03/2026)","1577.57
(1577.57)",662.54,87
1646,"Provision of 4G based mobile services in 7,287 uncovered villages of 44 Aspirational
District across 5 states of Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra &
Odisha
(Department of Telecommunications [DoT])
(701602)","Multi-States
(Andhra Pradesh,
Chhattisgarh,
Jharkhand,
Maharashtra,
Odisha)","11/2021
(05/2022)","11/2023
(05/2026)","3685
(3685)",1342.65,83
1647,"Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and 2
Districts of Assam
(Department of Telecommunications)
(701597)","Multi-States
(Arunachal
Pradesh, Assam)","12/2020
(10/2021)","04/2023
(03/2026)","1255.49
(1255.49)",299.42,99
1648,"354 Uncovered Villages Scheme
(Department of Telecommunications [DoT])
(701600)","Multi-States
(Bihar, Gujarat,
Himachal Pradesh,
Jammu and
Kashmir, Ladakh,
Rajasthan, Uttar
Pradesh)","12/2019
(04/2020)","10/2021
(08/2025)","336.89
(301.13)",241.21,100
1649,"502 Aspirational District Scheme in Four states - Bihar, Madhya Pradesh, Rajastha
and Uttar Pradesh
(Department of Telecommunications [DoT])
(704495)","Multi-States
(Bihar, Madhya
Pradesh,
Rajasthan, Uttar
Pradesh)","NA
(03/2021)","03/2022
(06/2026)","421.65
(228.94)",146.22,99
1650,"PHASE-I OF CONSOLIDATION OF EXISTING CDR DATA CENTERS AND NIB-P3
DATA CENTERS WITH STATE OF THE ART
(BSNL)
(709749)","Multi-States
(Maharashtra,
Telangana)","03/2020
(03/2020)","06/2021
(12/2025)","461.42
(461.42)",166.02,81
1651,"Saturation 4G mobile coverage of Uncovered Villages through USOF
(Department of Telecommunications [DoT])
(400013)",PAN India,"07/2022
(07/2022)","06/2024
(03/2026)","26316
(30620)",9791.8,82
1652,"4G Services by BSNL
(Department of Telecommunications [DoT])
(701593)",PAN India,"11/2020
(11/2020)","03/2024
(03/2026)","28466
(19592)",8471.19,97
1653,"BharatNet
(Department of Telecommunications [DoT])
(706775)",PAN India,"07/2017
(10/2011)","08/2023
(03/2027)","61109
(188000)",46431.54,81
1654,"MPLS-IP BASED ACCESS AND AGGREGATION NETWORK [MAAN] IN BSNL
ALONG WITH TEST AND MEASURING EQUIPMENT
(BSNL)
(709856)",PAN India,"05/2023
(05/2023)","08/2024
(01/2026)","645.13
(645.13)",377.59,92
1655,"Planning, Engineering, Supply, Installation, Testing, Commissioning, Integration &
Annual Maintenance of 4G mobile network at 1 Lakh sites on PAN India basis
including Mumbai & Delhi LSA on turnkey basis under Phase IX.2 Project.
(BSNL)
(709857)",PAN India,"05/2023
(06/2023)","06/2025
(03/2026)","24544.55
(24544.5)",8472.04,97
,Total (14),,,,151923.46,77232.29,
,"Department of Water Resources, River Development & GR",,,,,,
,Waste & Water,,,,,,
1656,"Interception and Diversion and STP works in Bhagalpur under Hybrid annuity based
PPP mode-Namami Gange Programme
(National Mission for Clean Ganga)
(616600)",Bihar,"10/2017
(03/2022)","02/2025
(12/2026)","413.29
(413.29)",126.67,97
