Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1319,"Reconstruction of existing 2 L/IL to 2L with paved shoulder from existing km 52.200 to
92.880 of NH-
(MoRTH)
(617970)",Uttarakhand,"10/2016
(06/2017)","06/2019
(03/2021)","282.08
(282.08)",156.65,100
1320,"Rehabilitation and upgradation to 2 lane with paved shoulder configuration from km
122.00 Dharasu Bend to km 147.230 Silkyara Bend of NH-94 in the state of
Uttarakhand
(MoRTH)
(617975)",Uttarakhand,"03/2017
(11/2017)","11/2019
(10/2021)","237.79
(237.79)",50.38,100
1321,"Construction, Operation & Maintenance of 2-L Bi-directional Silkyara Bend- Barkot
Tunnel with escape passage including approaches Tunnel-4.531 & Approach road-
0.328 on Dharasu-Yamunotri section b/w Chainage 25.400km and 51.00km falling
along NH-134 Old NH-94 on EPC mode
(NHIDCL)
(618390)",Uttarakhand,"03/2018
(07/2018)","07/2022
(06/2026)","1383.78
(1383.78)",0,68
1322,"Construction for Mitigation Measures of 5 Nos. Landslides, 05 No. Sinking Zones and
01 No. Bridge from Ch. 450.00 to Ch. 468.00 18 Km. Length on NH-07 Package-III
(NHIDCL)
(618391)",Uttarakhand,"12/2023
(06/2024)","12/2025
(-)","250.33
(250.33)",0,64
1323,"Construction for Mitigation Measures of 10 Nos. Landslides, 01 No. Sinking Zones
and 1 No. of Minor Bridge in between at Ch. Km 368.00 to Km 433.00 on NH-07 on
EPC Mode in Uttarakhand Package-1
(NHIDCL)
(618393)",Uttarakhand,"12/2023
(06/2024)","12/2025
(-)","216.68
(216.68)",0,87
1324,"Construction of new road at the missing link portion of NH-81 along approved
alignment between Harishchandrapur and Eastern approach of Kalindri Bridge from
Km 46.550 to Km 59.697 in the district of Malda.
(MoRTH)
(617960)",West Bengal,"08/2016
(11/2016)","11/2018
(11/2021)","271.17
(291.2)",7.4,0
1325,"Development to 4/6-Lanning of NH-31 New NH-10 with both side service roads from
569.258 km to 581.030 km End of AH-02 on NH- 31 near Shivmandir to Sevoke Army
Cantonment in districts of Darjeeling and Jalpaiguri in the state of West Bengal on
EPC mode-reg.
(MoRTH)
(618227)",West Bengal,"03/2022
(03/2023)","09/2025
(-)","995.04
(1059.2)",435.36,61
1326,"Construction & upgradation of existing road to 2-lane with paved shoulder including
geometric improvement of Kafer- Lava More section from km 40.00 to km 61.100 of
NH717-A on EPC under SARDP-NE A in state of West Bengal Pkg-VA
(NHIDCL)
(618427)",West Bengal,"06/2020
(10/2020)","04/2023
(10/2025)","311.02
(273.78)",6.11,0
1327,"Construction & upgradation of existing road to 2-lane with paved shoulder including
geometric improvement of sect. from Pedong bypass to Reshi Border km 79.700 to
km 96.254 of NH-717A under SARDP-NE-A on EPC as part of Alternate connectivity
to Gangtok Lava More-Reshi Border Pkg-VB
(NHIDCL)
(618429)",West Bengal,"06/2020
(10/2020)","04/2022
(06/2023)","345.38
(395.59)",0,0
1328,"Construction of alternative highway to Gangtok in Sikkim via Bagrakot -Chuikhim-
Nimbong -Kafer-Bakhim-Algarah-Rhenock in the State of West Bengal and from
Rhenok-Rorathang-Pakyong along with spur from Aritar-Rolep-Menla in the State of
Sikkim from Km 0.00 to Km 13.00 of Bagrakot -Kafer section of NH 717A on EPC
Mode under Phase-A of SARDP-NE in the State of West Bengal PKG- IVA
(NHIDCL)
(618430)",West Bengal,"03/2018
(10/2019)","04/2022
(06/2025)","402.94
(402.94)",0,0
1329,"Construction of alternative highway to Gangtok in Sikkim via Bagrakot -Chuikhim-
Nimbong -Kafer-Bakhim-Algarah-Rhenock in the State of West Bengal and from
Rhenok-Rorathang-Pakyong along with spur from Aritar-Rolep-Menla in the State of
Sikkim from Km 13.00 to Km 25.60 of Bagrakot -Kafer section of NH 717A on EPC
Mode under Phase-A of SARDP-NE in the State of West Bengal PKG- IVB
(NHIDCL)
(618431)",West Bengal,"03/2018
(10/2020)","04/2023
(03/2025)","295.97
(295.97)",0.39,0
1330,"Bridge over Ganga River at d/s of Farraka Barrage including Approaches connecting
Farakka-Raiganj
(National Highways Authority of India [NHAI])
(618825)",West Bengal,"08/2018
(12/2018)","12/2021
(02/2025)","622.04
(646.1)",339.1,95
1331,"4L of Purulia Bypass section from Km 84.030 to Km 94.345 of NH-32
(National Highways Authority of India [NHAI])
(618910)",West Bengal,"01/2021
(02/2022)","08/2023
(02/2024)","557.55
(562.57)",444.43,65
,Total (584),,,,527441.16,185963.95,
,Department of Telecommunications,,,,,,
,Telecommunication,,,,,,
