Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
250,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5
GW][Jaisalmer/Barmer Complex] Part B [SPV Name POWERGRID Sirohi
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615332)
(N18000391) (6251)",Rajasthan,"08/2024
(08/2024)","08/2026
(03/2027)","3279
(3279)",1508.34,47.13
251,"Transmission System Strengthening for Interconnections of Bhadla-III & Bikaner III
Complex [SPV Name POWERGRID BHADLA BIKANER TRANSMISSION LIMITED]
(Power Grid Corporation of India Limited [POWERGRID])
(615335)
(N18000397) (6254)",Rajasthan,"08/2024
(08/2024)","08/2026
(03/2027)","1382
(1382)",552.8,42
252,"Additional Transmission System for evacuation of Power from Bhadla-III PS as part of
Rajasthan REZ Phase III Scheme [20 GW] [SPV Name POWERGRID Bhadla-III
Power Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615337)
(N18000396) (-)",Rajasthan,"08/2024
(08/2024)","02/2026
(09/2026)","369
(369)",210.33,63.85
253,"TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN
REZ PH -IV [PART-2 5.5 GW] [JAISALMER/BARMER COMPLEX] PART F [SPV
Name POWERGRID BARMER I TRANSMISSION LIMITED]
(Power Grid Corporation of India Limited [POWERGRID])
(615338)
(N18000401) (6256)",Rajasthan,"11/2024
(11/2024)","11/2026
(06/2027)","2735
(2735)",875.2,31.48
254,"Augmentation at Fatehgarh-II PS, Fatehgarh-IV PS [Section-II] and Barmer-I PS
[POWERGRID Fatehgarh Barmer Augmentation Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617181)
(N18000415) (-)",Rajasthan,"03/2025
(03/2025)","12/2026
(06/2027)","404
(404)",28.28,9.8
255,"Transmission System under ISTS for evacuation of Power from Kudankulam Unit-3&4
[2x1000 MW] [SPV Name POWERGRID Kudankulam Tarnsmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(616671)
(N18000408) (7053)",Tamil Nadu,"01/2025
(01/2025)","12/2026
(03/2027)","548
(548)",120.56,18.72
256,"Transmission System for Strengthening to facilitate evacuation of power from
Bhadla/Bikaner Complex
(Power Grid Corporation of India Limited [POWERGRID])
(617269)
(N18000423) (-)",Uttar Pradesh,"12/2024
(12/2024)","06/2026
(08/2026)","212.81
(212.81)",6.38,3
,Total (69),,,,208869.73,69254.78,
,Ministry of Housing & Urban Affairs,,,,,,
,Construction,,,,,,
257,"Construction of One Tower of Office Complex and another Tower of Residential
quarters consisting of 10Nos. Type-V, 10Nos. Type-VI & 1No.Type-VII Quarters i/c
internal water supply, sanitary installation and all development and bulk services,
Horticulture works on EPC Mode-I basis i/c comprehensive operation and
maintenance of Civil, E&M services for 7 years after completion of original
construction work for Ranga Reddy, Secunderabad, Medchal, AuditI, Audit-II
Commissionerates of Central Tax at Khajaguda, Serilingampally, Hyderabad.
(Central Public Works Department - CPWD)
(617412)
(-) (9743)",Telangana,"03/2024
(11/2024)","09/2027
(-)","644
(644)",161.57,21
,Total (1),,,,644,161.57,
,Real Estate,,,,,,
258,"Integrated Command control Center [ICCC] - Construction and Development of
Integrated Command Control Center with Security, Surveillance, ITMS, Connecting
Port, Ship Service, Smart Solid Waste Management, Smart Public Transport System
(ministry of housing and urban affairs)
(707229)
(-) (-)","Andaman &
Nicobar","07/2021
(11/2021)","05/2023
(-)","209.88
(209.88)",0,70
259,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies
in Delhi
(National Buildings Construction Corporation [NBCC])
(400188)
(-) (2914)",Delhi,"07/2016
(05/2018)","12/2025
(12/2025)","32850
(32841)",13885.72,46.8
260,"Rehablitation in Junavadaj Area Smart City Project
(ministry of housing and urban affairs)
(701719)
(-) (-)",Gujarat,"02/2016
(06/2016)","07/2022
(05/2026)","539
(539)",599.76,98.5
261,"Green Building Development Project
(ministry of housing and urban affairs)
(701766)
(-) (-)",Uttarakhand,"11/2019
(08/2019)","11/2023
(12/2026)","150.97
(206)",54.01,40
,Total (4),,,,33749.85,14539.49,
,Urban Public Transport,,,,,,
262,"Patna Metro Rail Project
(Patna Metro Rail Corporation Ltd. [PMRCL])
(702627)
(N28000148) (3114)",Bihar,"02/2019
(02/2019)","02/2024
(06/2027)","13365.77
(13365.8)",5197.09,50
263,"Delhi Metro Rail Phase-IV [2 Corridors]
(Delhi Metro Rail Corporation Limited [DMRC])
(617207)
(-) (7531)",Delhi,"03/2024
(03/2024)","03/2029
(-)","8399.81
(8399.81)",94.53,3.64
264,"Delhi Metro Rail Phase V A
(Delhi Metro Rail Corporation Limited [DMRC])
(619031)
(-) (11591)",Delhi,"01/2026
(01/2026)","12/2028
(-)","12014.91
(12014.9)",17.4,5.34
265,"DMRTS Phase - IV [3 Priority Corridors]
(Delhi Metro Rail Corporation Limited [DMRC])
(702632)
(N28000135) (3115)",Delhi,"07/2019
(07/2019)","03/2025
(12/2026)","24948.65
(24948.7)",20350.75,80.56
