Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,Ministry of Mines,,,,,,
,Construction,,,,,,
296,"Construction of Basement + Ground Floor+ 10 Storeyed building for State of the Art
Director General, GSI Building at plot No.GN-40, Sector-V, Salt Lake, Kolkata
(Central Public Works Department (CPWD))
(617280)",West Bengal,"04/2019
(02/2020)","08/2026
(-)","255.37
(255.37)",79.34,79
,Total (1),,,,255.37,79.34,
,Metals & Mining,,,,,,
297,"Rakha Underground Mining Project
(Hindustan Copper Limited [HCL])
(611798)",Jharkhand,"12/2022
(03/2024)","03/2033
(-)","2705
(2705)",0,0
298,"Surda Underground Copper Mining Project
(Hindustan Copper Limited [HCL])
(611800)",Jharkhand,"02/2022
(03/2024)","03/2028
(-)","665.02
(665.02)",16.57,1
299,"Expansion of Malanjkhand Copper Project
(Hindustan Copper Limited [HCL])
(400426)",Madhya Pradesh,"09/2011
(04/2015)","04/2020
(04/2026)","1856.36
(1856.36)",935.32,80
300,"Expansion of Alumina Refinery Plant with addition of 5th Stream having capacity
enhancement of 1.0 Million Tonee Per Annum
(National Aluminium Company Limited [NALCO])
(400141)",Odisha,"04/2017
(04/2017)","12/2022
(09/2025)","4103
(5677.4)",3984.99,76
301,"Pottangi Bauxite Mines Project
(National Aluminium Company Limited [NALCO])
(400299)",Odisha,"05/2018
(05/2018)","03/2025
(05/2026)","1381
(1960.77)",650.04,51
302,"UTKAL D AND E COAL BLOCK
(National Aluminium Company Limited [NALCO])
(709829)",Odisha,"NA
(02/2016)","03/2025
(-)","1021.97
(1021.97)",0,0
303,"CONVERSION OF FLAT BOTTOM SETTLERS AND WASHERS WITH A SINGLE
TRAIN OF HRDS AND DCWS IN STREAMS 1 AND
(Ministry of Mines)
(709830)",Odisha,"NA
(04/2017)","11/2026
(-)","355
(581)",0,0
304,"SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA
REFINERY FROM SOUTH BLOCK MINING LEASE OF PANCHPATMAILI MINES
(National Aluminium Company Limited [NALCO])
(709831)",Odisha,"11/2017
(11/2019)","05/2025
(06/2026)","483
(483)",402.67,90
305,"25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU
(National Aluminium Company Limited [NALCO])
(709832)",Tamil Nadu,"09/2017
(12/2017)","03/2025
(03/2026)","166
(166)",135,65
,Total (9),,,,12736.35,6124.59,
,Department of Higher Education,,,,,,
,Education,,,,,,
306,"Construction of Permanent Campus of Central Tribal University of Andhra Pradesh
Phase-1
(Central Tribal University of Andhra Pradesh)
(613008)",Andhra Pradesh,"NA
(12/2023)","06/2027
(-)","305
(305)",83.33,24
307,"Construction of Permanent Campus of National Institute of Technology Arunachal
Pradesh
(National Institute of Technology, Arunachal Pradesh)
(612898)",Arunachal Pradesh,"NA
(03/2013)","08/2026
(-)","592.61
(592.61)",549.96,75
308,"Tezpur University Projects
(Tezpur University)
(606112)",Assam,"05/2019
(06/2021)","11/2023
(08/2025)","153.71
(153.71)",54.05,95
309,"Additional Campus of NITPatna
(NIT Patna)
(606013)",Bihar,"07/2022
(08/2022)","07/2024
(01/2026)","499.21
(499.21)",425.47,91
310,"Phase 1B - Construction of Academic Block, Hostel, Residential Tower, Directors
Residence and External Development works at National Institute of Technology, Delhi
Campus on Engineering, Procurement and Construction basis
(Ministry of Education)
(612851)",Delhi,"NA
(11/2022)","09/2025
(-)","333.49
(333.49)",277.75,91
311,"Delhi University Eastern Campus at Surajmal Vihar
(Delhi University)
(616886)",Delhi,"NA
(01/2025)","10/2026
(-)","373
(373)",23.23,15
312,"Construction of permanent campus of Central University of Gujarat at Village
kundhela, Dist. Vadodara, Gujarat.
(Gujarat)
(612916)",Gujarat,"NA
(02/2021)","03/2025
(03/2026)","490.63
(490.63)",301.44,76
313,"Establishment of Permanent campus Phase 1 of IIM Sirmaur
(Indian Institute of Management, Sirmaur)
(602099)",Himachal Pradesh,"09/2018
(08/2020)","10/2023
(02/2026)","392.51
(454.78)",323.64,92
314,"Hostel blocks & dining hall block
(Indian Institute of Technology, Mandi)
(612128)",Himachal Pradesh,"NA
(03/2024)","03/2026
(03/2026)","166.66
(166.66)",72.09,65
315,"Construction of Permanent Campus of Central University of Himachal Pradesh at
Dehra, District - Kangra, [H.P.] on Engineering. Procurement and Construction [EPC
Mode 1] Basis.
(Central University, Himachal Pradesh)
(612894)",Himachal Pradesh,"03/2021
(08/2022)","11/2024
(11/2025)","251.98
(300.45)",183.36,78
316,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota,
Jammu, J&K
(Indian Institute of Management, Jammu)
(602098)","Jammu and
Kashmir","03/2019
(10/2020)","06/2023
(09/2025)","424.93
(500.91)",484.52,96
317,"Additional Infrastructure at IISc Bangalore-RCC Monolithic for Men Hostel S14,
Women Hostel S11 , Postdoctoral Hostel S12 2 Block , International Hostel S 12 ,
D&E Block S 12 2 Block FR.
(IISC Bangalore)
(610940)",Karnataka,"08/2021
(08/2021)","03/2024
(09/2025)","420.41
(420.41)",360.72,99
318,"CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE
1A
(INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD)
(606431)",Kerala,"07/2017
(03/2020)","06/2022
(11/2026)","1006.45
(1217.4)",623.6,71
