Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
265,"Bhopal Metro Rail Project
(Madhya Pradesh Metro Rail Co Limited [MPMRCL])
(702625)",Madhya Pradesh,"11/2018
(11/2018)","11/2022
(06/2028)","6941.4
(6941.4)",3598.51,45
266,"Indore Metro Rail Project
(Madhya Pradesh Metro Rail Co Limited [MPMRCL])
(702626)",Madhya Pradesh,"11/2018
(11/2018)","11/2022
(12/2028)","7500.8
(7500.8)",4115.42,56
267,"PCMC To Nigdi- Extension Of North South Corridor Of Phase-1
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617225)",Maharashtra,"10/2023
(10/2023)","01/2027
(-)","910.18
(910.18)",127.55,23
268,"Pune Metro Phase-1 Extension line towards south from Swargate to Katraj
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617226)",Maharashtra,"09/2024
(09/2024)","03/2029
(-)","2954.53
(2954.53)",20.89,3
269,"Thane Integral Ring Metro Rail Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617327)",Maharashtra,"09/2024
(09/2024)","09/2029
(-)","12200.1
(12200.1)",7.11,3
270,"New Suburba Station Development Project
(ministry of housing and urban affairs)
(701745)",Maharashtra,"NA
(03/2019)","07/2022
(-)","262.76
(262.76)",17.62,6
271,"Kalyan Station Precinct Imporvement Project
(ministry of housing and urban affairs)
(701991)",Maharashtra,"NA
(07/2020)","07/2023
(-)","600
(600)",272.42,70
272,"Mumbai Metro Line 3
(Mumbai Metro Rail Corporation Limited [MMRC])
(702637)",Maharashtra,"07/2013
(06/2016)","03/2023
(08/2025)","23136
(37276)",31783.93,96
273,"Nagpur Metro Rail Phase II Development Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(702658)",Maharashtra,"12/2022
(12/2022)","12/2027
(-)","6708
(6708)",1147.88,27
274,"Delhi Metro Rail Phase-IV [Rithala - Kundli Corridor]
(Delhi Metro Rail Corporation Limited [DMRC])
(617206)","Multi-States (Delhi,
Haryana)","01/2025
(01/2025)","01/2029
(-)","6230.99
(6230.99)",0.78,0
275,"Delhi-Ghaziabad-Meerut Regional Rapid Transit System [RRTS] corridor
(National Capital Region Transport Corporation [NCRTC])
(702633)","Multi-States (Delhi,
Uttar Pradesh)","03/2019
(03/2019)","06/2025
(10/2025)","30274
(30274)",26612.45,95
276,"Kanpur Metro Rail Project
(Uttar Pradesh metro rail corporation [UPMRC])
(702628)",Uttar Pradesh,"05/2019
(11/2019)","05/2024
(03/2027)","11076.48
(11076.5)",9085.11,74
277,"Agra Metro Rail Project
(Uttar Pradesh metro rail corporation [UPMRC])
(702629)",Uttar Pradesh,"05/2019
(12/2020)","05/2024
(06/2027)","8379.62
(8379.62)",6060.21,63
,Total (22),,,,235216.87,167262.65,
,Waste & Water,,,,,,
278,"ESR - 8 nos., distribution system - 216 Km, new house service connections - 38760
nos. upgrading of feeder mains, pumping station etc. - Phase II
(Ministry of Housing & Urban Affairs)
(702674)",Andhra Pradesh,"NA
(07/2018)","03/2023
(12/2025)","172.22
(172.22)",710.62,82
279,"Dibrugarh Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702682)",Assam,"NA
(01/2020)","03/2023
(12/2025)","186.8
(186.8)",1477.98,98
280,"Muzaffarpur Storm Water Drainage Phase-I Project
(Ministry of Housing & Urban Affairs)
(702699)",Bihar,"NA
(02/2019)","10/2023
(12/2025)","158.78
(158.78)",509.5,83
281,"Storm water drainag Development Project
(ministry of housing and urban affairs)
(702355)","Dadra & Nagar
Haveli and Daman
& Diu","NA
(12/2021)","03/2024
(-)","210
(210)",0,20
282,"Upgradation of Sewerage system in Gandhinagar City
(ministry of housing and urban affairs)
(707267)",Gujarat,"NA
(03/2021)","06/2023
(-)","200
(200)",100,10
283,"Sewerage Management Scheme Part-3 Implementation
(Ministry of Housing & Urban Affairs)
(702734)",Haryana,"NA
(11/2017)","09/2023
(03/2026)","278.01
(278.01)",1776.64,88
284,"Sewerage Management Scheme Part-3 Implementation
(Ministry of Housing & Urban Affairs)
(702735)",Haryana,"NA
(10/2018)","03/2023
(12/2025)","213.19
(213.19)",1250.06,91
285,"Dhanbad Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702741)",Jharkhand,"NA
(12/2018)","03/2023
(03/2026)","216.55
(216.55)",825.64,72
286,"SAAP-3 Water Supply Infrastructure SAAP-3 Project
(Ministry of Housing & Urban Affairs)
(702742)",Jharkhand,"NA
(12/2018)","10/2023
(03/2026)","159.31
(159.31)",700,65
287,"Augmentation and Strenghthning of Urban Water Supply Phase 1 - SAAP 3
(Ministry of Housing & Urban Affairs)
(702746)",Jharkhand,"NA
(12/2018)","03/2023
(03/2026)","278.28
(278.28)",1410,78
288,"Belgavi Improvement in Sewerage System Project
(Ministry of Housing & Urban Affairs)
(702760)",Karnataka,"NA
(10/2016)","07/2023
(12/2025)","162.73
(162.73)",642.21,80
289,"24/7 water supply under AMRUT for Davanagere
(Ministry of Housing & Urban Affairs)
(702764)",Karnataka,"NA
(01/2018)","03/2023
(12/2025)","174.96
(174.96)",819.29,65
290,"Indore Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702793)",Madhya Pradesh,"NA
(11/2017)","03/2023
(12/2025)","287.17
(287.17)",2018.5,99
291,"Jabalpur Sewerage Management and Treatment Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702798)",Madhya Pradesh,"NA
(12/2017)","03/2023
(12/2025)","362.31
(362.31)",2597.57,93
292,"Satna Sewerage Management and Treatment Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702808)",Madhya Pradesh,"NA
(12/2016)","03/2024
(12/2025)","191.56
(191.56)",1305.45,86
293,"Singrauli Sewerage Management and Treatment Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702810)",Madhya Pradesh,"NA
(11/2017)","03/2023
(12/2025)","402.01
(402.01)",2800.32,90
294,"Kalyan-Dombivali Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702833)",Maharashtra,"NA
(09/2019)","10/2023
(12/2025)","194.2
(194.2)",919.08,70
