Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
501,"Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant
(Steel Authority of India Limited [SAIL])
(617338)",West Bengal,"01/2025
(02/2025)","07/2028
(-)","2518.39
(2518.39)",210.51,8
,Total (20),,,,19266.64,8979.27,
,Ministry of Railways,,,,,,
,Railways,,,,,,
502,"Nadikudi - Srikalahasti New Line
(South Central Railway [SCR] - II)
(400298)",Andhra Pradesh,"03/2012
(12/2016)","05/2027
(03/2028)","2312
(5932)",2421.35,54
503,"Malugur- Palasamudram New Line Project [17.975 Km]
(South Western Railway [SWR] - II)
(611615)",Andhra Pradesh,"09/2022
(07/2026)","11/2027
(12/2027)","342
(342)",0,0
504,"GOOTY-PENDEKALLU DOUBLING 29.225 Km
(South Central Railway [SCR] - II)
(611752)",Andhra Pradesh,"03/2023
(06/2023)","03/2027
(03/2027)","351.83
(351.83)",18,25
505,"GUNTAKAL WEST-MALLAPPA GATE RAIL OVER RAIL - ROR TRACK
(South Central Railway [SCR] - II)
(611754)",Andhra Pradesh,"07/2023
(07/2023)","07/2026
(-)","293.3
(293.3)",0,0
506,"Kurnool - Setting up facilities for coach midlife rehabilitation workshop
(WPO/Patna)
(611927)",Andhra Pradesh,"01/2014
(10/2017)","12/2023
(-)","560.72
(560.72)",276.66,65
507,"Flyover between Pendurthi and Simhachalam North to avoid surface crossing at
Simhachalam 7.135 km PB 73 of 2023 24 NR
(East Coast Railway [ECoR] - II)
(612827)",Andhra Pradesh,"04/2023
(05/2024)","04/2027
(-)","183.65
(183.65)",5.15,11
