Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
653,"Trivandrum- Kanyakumari
(Southern Railway (SR) - I)
(705635)","Multi-States
(Kerala, Tamil
Nadu)","08/2017
(03/2016)","03/2024
(12/2027)","1432
(3785)",2451,46
654,"Ratlam-Mhow-Khandwa-Akola Gauge Conversion
(Western Railway [WR] - II)
(705457)","Multi-States
(Madhya Pradesh,
Maharashtra)","04/2008
(03/2010)","03/2027
(09/2028)","1656.25
(5735.88)",4428.77,80
655,"Itarsi - Nagpur Third Railway Line [280 km]
(Central Railway [CR] - II)
(705507)","Multi-States
(Madhya Pradesh,
Maharashtra)","09/2016
(09/2016)","03/2027
(03/2027)","2449.91
(2506.68)",1843.76,51
656,"Gwalior - Seopurkala with extension to Kota [Gauge Conversion]
(North Central Railway)
(705419)","Multi-States
(Madhya Pradesh,
Rajasthan)","03/2011
(07/2018)","03/2025
(02/2026)","2913
(2913)",2097.51,78
657,"Ramganjmandi-Bhopal New Line Project [262 km]
(West Central Railway [WCR] - II)
(705481)","Multi-States
(Madhya Pradesh,
Rajasthan)","03/2001
(10/2004)","12/2025
(12/2027)","3032
(5073)",3621.79,70
658,"Nimach-Badi Sadri New Rail Line Project
(Western Railway [WR] - II)
(705764)","Multi-States
(Madhya Pradesh,
Rajasthan)","04/2017
(09/2021)","03/2026
(06/2026)","495
(825)",79.55,53
659,"Mathura-Jhansi Third Railway Line [274 Km]
(RVNL - II)
(705667)","Multi-States
(Madhya Pradesh,
Rajasthan, Uttar
Pradesh)","12/2015
(03/2018)","12/2024
(12/2026)","5961
(5961)",4928.62,94
660,"Jhansi - Bina Third Railway Line [153 Km]
(CAO/C/NCR)
(705598)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","09/2016
(03/2018)","03/2022
(03/2026)","2002
(2002)",1795.86,93
661,"Jhansi-Khairar-Manikpur & Khirar-Bhimsen
(North Central Railway)
(705608)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","03/2018
(03/2017)","03/2026
(03/2026)","4330
(4330)",2184.56,55
662,"Third Line [new] between Kazipet - Balharshah with electrification [201.04 Km]
(South Central Railway [SCR] - II)
(705613)","Multi-States
(Maharashtra,
Telangana)","09/2016
(10/2016)","01/2025
(11/2025)","2595
(3071)",3223.67,93
663,"Narayangarh-Bhadrak 3rd line
(South Eastern Railway [SER] - I)
(705629)","Multi-States
(Odisha, West
Bengal)","03/2019
(03/2017)","12/2025
(06/2026)","2400
(2400)",2236.9,65
664,"Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line
(Southern Railway [SR] - II)
(400223)","Multi-States
(Puducherry, Tamil
Nadu)","07/2008
(01/2019)","03/2026
(03/2027)","713
(981)",598.38,80
665,"Sivok-Rangpo New Rail Line
(Indian Railway Construction International Limited [IRCON])
(705432)","Multi-States
(Sikkim, West
Bengal)","10/2009
(05/2010)","05/2015
(12/2027)","7877
(12133)",9039.91,84
666,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass Line Project
(Eastern Railway [ER] - I)
(602797)","Multi-States (Uttar
Pradesh, West
Bengal)","08/2017
(12/2017)","03/2027
(03/2027)","461.64
(461.64)",186.03,7
667,"Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher
Under Deposit Scheme.
(East Coast Railway [ECoR] - II)
(400045)",Odisha,"08/2022
(07/2022)","03/2025
(01/2025)","168.32
(168.32)",69.85,82
668,"Brundamal-Jharsuguda- flyover connection for joining downline
(East Coast Railway [ECoR] - II)
(400232)",Odisha,"01/2014
(01/2014)","12/2026
(12/2026)","297
(297)",193.22,30
669,"3rd & 4th line between Sarla - Sason [8 km] [PB 73/2023-24/NR]
(East Coast Railway [ECoR] - II)
(612834)",Odisha,"04/2023
(04/2023)","12/2025
(-)","252
(252)",79.55,45
670,"Bangriposi-Gorumahisani new line [ 85.60 km ]
(CAO/C/SER)
(616586)",Odisha,"08/2024
(09/2025)","12/2029
(-)","2269.49
(2269.49)",2.31,0
671,"Badampahar-Kendujhargarh new line [82.06 km]
(CAO/C/SER)
(616587)",Odisha,"08/2024
(09/2025)","12/2029
(-)","1875.72
(1875.72)",0.53,0
672,"Flyover between Siju and Paradeep coaching Yard to avoid Surface crossing of trains
(East Coast Railway [ECoR] - II)
(616694)",Odisha,"04/2023
(10/2025)","07/2028
(-)","200.77
(200.77)",0,0
673,"Paradeep - Badabandha 3rd & 4th Line / 18.51kms
(East Coast Railway [ECoR] - II)
(616695)",Odisha,"08/2023
(04/2025)","11/2028
(-)","300.15
(300.15)",0.01,0
674,"Khurda-Bolangir New Broad Gauge Rail Link [301km]
(East Coast Railway [ECoR] - II)
(705358)",Odisha,"03/1994
(03/2001)","12/2026
(12/2026)","3792
(5089)",5027.62,89
675,"Talcher-Bimlagarh New Railway Line
(East Coast Railway [ECoR] - II)
(705359)",Odisha,"03/2004
(12/2004)","03/2025
(03/2027)","1928
(1928)",1934.28,48
676,"Bhadrak-Nergundi Third Line
(East Coast Railway [ECoR] - II)
(705510)",Odisha,"10/2015
(04/2015)","11/2024
(01/2026)","1284
(1284)",1298,80
677,"Koraput - Singapur Railway Doubling
(East Coast Railway [ECoR] - II)
(705513)",Odisha,"12/2015
(12/2015)","12/2027
(03/2028)","2362
(2362)",1798.71,68
678,"Jarapada- Budhapank with flyover at Talcher road 3rd and 4th Line
(East Coast Railway [ECoR] - II)
(705514)",Odisha,"NA
(12/2015)","11/2018
(03/2026)","1000
(810.02)",401.61,36
679,"3rd & 4th Railway Line Project from Salegaon to Budhapank via Rajathgarh.
(East Coast Railway [ECoR] - II)
(705515)",Odisha,"07/2013
(12/2015)","03/2026
(03/2026)","1173
(2092)",1971,80
680,"Jeypore-Navarangpur New Rail Line Project
(East Coast Railway [ECoR] - II)
(705741)",Odisha,"07/2017
(04/2023)","07/2028
(12/2029)","748
(748)",10.56,1
681,"Jeypore-Malkanagiri New Railway Line Project
(East Coast Railway [ECoR] - II)
(705742)",Odisha,"02/2018
(12/2023)","07/2033
(07/2033)","2344
(2344)",225.84,8
682,"Talcher-Angul New Line with Y-Connection at Talcher
(CAO/C/ECoR)
(705743)",Odisha,"07/2018
()","05/2027
(05/2028)","495
(495)",29.5,1
