Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
385,"Revamping/ Augmentation of facilities at existing port terminal at Mangalore
(Indian Oil Corporation Limited [IOCL])
(709774)
(-) (-)",Karnataka,"01/2022
(01/2022)","12/2025
(06/2027)","463.00
(500.62)",327.65,85.6
386,"Augmentation of CCKPL and IDPL Pipelines capacity along with setting up of
Palakkad TOP
(Bharat Petroleum Corporation Limited [BPCL])
(617838)
(-) (-)",Kerala,"09/2024
(09/2024)","08/2028
(-)","1130.00
(1130.00)",324.61,48.8
387,"Setting up Polypropylene Unit at Kochi Refinery
(Bharat Petroleum Corporation Limited [BPCL])
(709799)
(-) (-)",Kerala,"12/2023
(12/2023)","10/2027
(-)","4460.00
(4850.00)",1026,45.2
388,"C2/C3 Vijaipur Pata Pipeline
(Gas Authority of India Limited [GAIL])
(617830)
(-) (-)",Madhya Pradesh,"05/2024
(05/2024)","01/2027
(-)","1792.00
(1792.00)",541.2,73
389,"Ethylene Cracker Project at Bina Refinery including downstream Petrochemical Plants
and expansion of Refinery
(Bharat Petroleum Corporation Limited [BPCL])
(709798)
(-) (-)",Madhya Pradesh,"05/2023
(05/2023)","05/2028
(-)","43367.00
(43367.00)",6104,33.5
390,"500 KTA PDHPP Project, Usar
(Gas Authority of India Limited [GAIL])
(400168)
(-) (-)",Maharashtra,"04/2021
(04/2021)","04/2025
(06/2027)","8797.00
(11256.00)",8861.88,91.9
391,"Lube Modernization & Bottom Upgradation Project at Mumbai Refinery
(Hindustan Petroleum Corporation Limited)
(616933)
(-) (-)",Maharashtra,"12/2024
(12/2024)","03/2028
(08/2029)","4679.00
(6008.00)",314.9,14.1
392,"Petro Resid Fluidized Catalytic Cracking [PRFCC] Unit and its associated facilities at
Mumbai Refinery
(Bharat Petroleum Corporation Limited [BPCL])
(619223)
(-) (-)",Maharashtra,"05/2025
(05/2025)","09/2029
(-)","13626.00
(13626.00)",93.6,7.2
393,"Augmentation of DUPL-DPPL Pipeline
(Gas Authority of India Limited [GAIL])
(619224)
(-) (-)",Maharashtra,"06/2025
(06/2025)","03/2028
(-)","844.00
(844.00)",1.2,8.2
394,"Installation of Compression facility at GAIL Usar
(Gas Authority of India Limited [GAIL])
(619225)
(-) (-)",Maharashtra,"04/2025
(04/2025)","04/2027
(-)","260.20
(260.20)",0,0
395,"ONGC-BP Redevelopment Phase-1 Scheme of Mumbai High Field
(Oil and Natural Gas Corporation Limited [ONGC])
(619328)
(-) (-)",Maharashtra,"11/2025
(11/2025)","03/2027
(-)","3713.40
(3908.00)",2304.68,56.3
396,"City Gas Distribution Project at Beed, Jalgaon and Jalna Districts
(Indian Oil Corporation Limited [IOCL])
(709771)
(-) (-)",Maharashtra,"03/2022
(03/2022)","09/2031
(-)","865.00
(865.00)",89.23,3.4
397,"Construction of Additional Tankages and Allied Facilities at JNPT Terminal
(Indian Oil Corporation Limited [IOCL])
(709780)
(-) (-)",Maharashtra,"04/2022
(04/2022)","08/2026
(-)","341.43
(436.14)",305.01,72.9
398,"POL & LOBS Installations with Receipt Pipelines at Rasayani
(Bharat Petroleum Corporation Limited [BPCL])
(709797)
(-) (-)",Maharashtra,"05/2023
(05/2023)","05/2026
(-)","2585.00
(2585.00)",1507.62,87.3
399,"Visakh Raipur Pipeline Project
(Hindustan Petroleum Corporation Limited)
(616254)
(-) (-)","Multi-States
(Chhattisgarh,
Odisha)","09/2024
(09/2024)","09/2027
(-)","2212.00
(2212.00)",570,38.4
400,"Change of service of existing Mundra-Panipat Pipeline [Panipat - Churwa section]
from Crude oil to Product
(Indian Oil Corporation Limited [IOCL])
(619196)
(-) (-)","Multi-States
(Gujarat, Haryana,
Rajasthan)","05/2025
(05/2025)","04/2027
(-)","359.00
(359.00)",52.55,43.3
401,"Augmentation/ Revamping of Dimapur Depot, Dimapur
(Indian Oil Corporation Limited [IOCL])
(709786)
(-) (-)",Nagaland,"08/2023
(08/2023)","11/2027
(-)","227.62
(227.62)",28.03,43
402,"Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip
Refinery
(Indian Oil Corporation Limited [IOCL])
(604859)
(-) (-)",Odisha,"07/2020
(07/2020)","01/2024
(08/2026)","13805.00
(11783.00)",8870.29,94.9
403,"City Gas Distribution [CGD] Project in Gajapati, Kandhamal, Boudh, & Sonepur GA
(GAIL Gas)
(617818)
(-) (-)",Odisha,"02/2022
(02/2022)","12/2031
(-)","514.91
(514.91)",25.77,5.8
404,"CUF POL Depot at Sadashibpur [Meramundali], Odisha
(Bharat Petroleum Corporation Limited [BPCL])
(709800)
(-) (-)",Odisha,"04/2021
(04/2021)","03/2026
(09/2026)","393.54
(393.54)",233.3,86
405,"Life Extension of 48 well platforms of Mumbai High & Heera Fields
(Oil and Natural Gas Corporation Limited [ONGC])
(400119)
(-) (-)",Offshore,"12/2015
(12/2015)","04/2018
(10/2026)","3190.69
(3375.90)",3123.2,90
406,"PRP-VIII [Group-A]
(Oil and Natural Gas Corporation Limited [ONGC])
(616950)
(-) (-)",Offshore,"09/2024
(09/2024)","02/2026
(-)","1589.40
(1486.40)",629.46,60.2
